Unnamed: 0,UK,EN,TRANSLATION,BLEURT_Score
278.0,Як я можу бути роботом? Роботи не мріють.,How could I be a robot? Robots don't dream.,How can I be a robot? Robots don't dream.,0.9827138781547546
279.0,"Це не те, що може зробити кожен.",It's not something anyone can do.,That's not something anyone can do.,0.8087953329086304
280.0,"Я не знаю, чи я все ще це маю.",I don't know if I still have it.,I don't know if I still have it.,1.0003609657287598
281.0,"Як ти гадаєш, що я робив?",What do you think I've been doing?,What do you think I was doing?,0.8586819767951965
282.0,"А що, на твою думку, я робив?",What do you think I've been doing?,What do you think I did?,0.2698867917060852
283.0,"А що, на твою думку, я роблю?",What do you think I've been doing?,What do you think I'm doing?,0.824837863445282
284.0,Не недооцінюй моєї сили.,Don't underestimate my power.,Don't underestimate my power.,0.9768138527870178
285.0,Не недооцінюй моєї влади.,Don't underestimate my power.,Don't underestimate my power.,0.9768138527870178
286.0,Мама не дуже добре говорить англійською.,My mom doesn't speak English very well.,My mother doesn't speak English very well.,0.7929031252861023
287.0,Я недостатньо добре говорю французькою!,I don't speak French well enough!,I don't speak French well enough!,1.0251718759536743
288.0,Саме в цьому й полягає проблема.,Therein lies the problem.,That's the problem.,0.21572238206863403
289.0,У цьому і є проблема.,Therein lies the problem.,That's the problem.,0.21572238206863403
290.0,Як ти знайдеш їжу в космосі?,How do you find food in outer space?,How do you find food in space?,0.6889423727989197
291.0,Як можна знайти їжу в космосі?,How do you find food in outer space?,How can we find food in space?,0.509809672832489
292.0,"Все, що ви можете робити, — це довіряти один одному.",All you can do is trust one another.,All you can do is trust each other.,0.9103001356124878
293.0,Усі хочуть зустрітись з вами. Ви знаменитий!,Everyone wants to meet you. You're famous!,Everybody wants to meet you. You're famous!,1.0080626010894775
294.0,"Всі хочуть з тобою познайомитися, ти знаменитий!",Everyone wants to meet you. You're famous!,"Everybody wants to meet you, you're famous!",0.8253076672554016
295.0,"Чому ти жалкуєш за тим, чого не робив?",Why are you sorry for something you haven't done?,Why are you sorry for something you didn't do?,0.7629848718643188
296.0,"Чому ти вибачаєшся за те, чого ти не робив?",Why are you sorry for something you haven't done?,Why are you apologizing for something you didn't do?,0.6108733415603638
297.0,Іноземці цікаві.,Foreign people intrigue me.,Foreigners are interesting.,0.10352930426597595
298.0,Іноземці мене інтригують.,Foreign people intrigue me.,Foreigners intrigue me.,0.6992775201797485
299.0,"Щоб я не робив, вона каже, що я можу зробити краще.","Whatever I do, she says I can do better.","Whatever I do, she says I can do better.",0.9802516102790833
300.0,Чого ти ще не спиш так пізно?,What keeps you up so late?,Why aren't you sleeping so late?,-0.17461399734020233
301.0,Що тримає тебе так пізно?,What keeps you up so late?,What keeps you so late?,0.5410533547401428
302.0,Чому ти ще не спиш у таку пізню годину?,What keeps you up so late?,Why are you up so late?,0.13310958445072174
303.0,Мені нема з ким їхати.,I don't have anyone who'd travel with me.,I have no one to go with.,0.2722289562225342
304.0,Ти недостатньо швидкий.,You're not fast enough.,You're not fast enough.,1.0013337135314941
305.0,"Життя жорстке, але я жорсткіший.","Life is hard, but I am harder.","Life is tough, but I'm harder.",0.8685961365699768
306.0,Зносити може бути незносним.,Bearing can be unbearable.,The wear can be unbearable.,0.2380729615688324
307.0,"Нічого так не гарне, як істина.",Nothing is beautiful but the truth.,Nothing is as beautiful as the truth.,0.6690930724143982
308.0,Завтра він висадиться на Місяці.,"Tomorrow, he will land on the moon.",He'll land on the moon tomorrow.,0.7349382042884827
309.0,Я не розмовляю японською.,I don't speak Japanese.,I don't speak Japanese.,1.026751160621643
310.0,Це гра слів.,This is a pun.,It's a word game.,-0.06332077085971832
311.0,Ніхто мене не розуміє.,Nobody understands me.,Nobody understands me.,1.0162075757980347
312.0,Я навчився жити без неї.,I learned to live without her.,I learned to live without her.,0.9750211834907532
313.0,Я навчилася жити без неї.,I learned to live without her.,I learned to live without her.,0.9750211834907532
314.0,Немає сенсу продовжувати розмірковувати.,It's useless to keep on thinking any more.,There's no point in continuing to reason.,0.06238016113638878
315.0,В цi днi у своïй головi я тримаю дуже багато справ.,I have too many things on my mind these days.,I have a lot of things on my head these days.,0.384229838848114
316.0,Останнім часом у мене в голові занадто багато всього різного.,I have too many things on my mind these days.,I've had too many things on my mind lately.,0.7227863073348999
317.0,Я лише хотів перевірити свою скриньку електронної пошти.,I just wanted to check my email.,I just wanted to check my email.,0.9800952076911926
318.0,"Тобі справді потрібно спитати, щоб дізнатись відповідь?",Do you really need to ask the question to know the answer?,Do you really need to ask the question to find out the answer?,0.820016622543335
319.0,"Припускаю, що за кожною річчю, яку ми повинні зробити, є щось, що ми хочемо зробити.","I suppose that behind each thing we have to do, there's something we want to do...","I assume that behind every thing we have to do, there's something we want to do.",0.5637604594230652
320.0,"Припускаю, що за кожною річчю, яку потрібно зробити, є щось, що хочеться зробити.","I suppose that behind each thing we have to do, there's something we want to do...",I suppose there's something behind every thing you have to do that you want to do.,0.350034236907959
321.0,"Не чекай, щоб інші подумали за тебе.",Don't expect others to think for you!,Don't wait for others to think for you.,0.37431445717811584
322.0,У тебе ніколи немає часу на важливі речі!,You never have time for important things!,You never have time for important things!,1.0110400915145874
323.0,"Я витрачу надто багато часу на пояснення, чому це не спрацює.",It would take me too much time to explain to you why it's not going to work.,I'm going to spend too much time explaining why that doesn't work.,0.3014608323574066
324.0,"Я такий дурний... Я намагаюся тобі пояснити те, що сам не розумію.",I'm so dumb... I'm trying to explain things to you that I don't understand myself.,I'm so stupid... I'm trying to explain something to you that I don't understand myself.,0.7489868998527527
325.0,"Припини в менi бачити ""нормальну"" людину!","Stop seeing me as a ""normal"" person!","Stop seeing me as a ""normal"" person!",1.0252690315246582
326.0,"Перестань бачити в мені ""нормальну"" людину!","Stop seeing me as a ""normal"" person!","Stop seeing me as a ""normal"" person!",1.0252690315246582
327.0,Ви маєте на увазі мене?,Are you referring to me?,You mean me?,-0.14690083265304565
328.0,Неможливо!,It can't be!,Impossible!,-0.1791762411594391
329.0,Це неможливо!,It can't be!,That's impossible!,0.3498494327068329
330.0,Цього не може бути!,It can't be!,It can't be!,1.0562735795974731
331.0,Ви б хотіли чогось випити?,Would you like something to drink?,Would you like something to drink?,1.0129579305648804
332.0,Ти не хотів би чогось випити?,Would you like something to drink?,Would you like something to drink?,1.0129579305648804
333.0,Ви бажаєте щось випити?,Would you like something to drink?,Would you like something to drink?,1.0129579305648804
334.0,Ти бажаєш щось випити?,Would you like something to drink?,Would you like something to drink?,1.0129579305648804
335.0,"""Хто це?"" - ""Це твоя мати"".","""Who is it?"" ""It's your mother.""","""Who's that?"" ""It's your mother.""",0.6464908719062805
336.0,"""Хто це?"" - ""Твоя мати"".","""Who is it?"" ""It's your mother.""","""Who is this?"" ""Your mother.""",0.5386270880699158
337.0,"""Хто це?"" - ""Це мама"".","""Who is it?"" ""It's your mother.""","""Who is it?"" ""It's Mom.""",0.42874884605407715
338.0,"""Коли повернешся?"" ""Все залежить від погоди""","""When will you be back?"" ""It all depends on the weather.""","""When will you come back?"" ""It all depends on the weather.""",0.8589629530906677
339.0,"""У чому справа?"" - запитав маленький білий кролик.","""What's the matter?"" asked the little white rabbit.","""What's the matter?"" asked the little white rabbit.",0.9232240319252014
340.0,"""Що відбувається в печері? Мені цікаво"". — ""Я не маю уяви"".","""What's going on in the cave? I'm curious."" ""I have no idea.""","""What's going on in the cave?"" I'm curious.",0.2609770894050598
341.0,Е... Як це працює?,Uh... How's that working?,Uh... how does it work?,0.6247974038124084
342.0,"«Вірте мені», — сказав він.","""Trust me,"" he said.","I was surprised to learn that the Bible is God's Word, the Bible, and that God's Word, the Bible, is God's Word.",-1.0286415815353394
343.0,"""Здається, це дуже цікаво"", каже Хіросі.","""This looks pretty interesting,"" Hiroshi says.","""I think it's very interesting,"" says Hiroshima.",0.35710859298706055
344.0,«Дякую за допомогу.» «Нема за що.»,"""Thank you for helping me."" ""Don't mention it.""",And thank you for your help.,-0.2601073980331421
345.0,"«Дякую, що ви допомогли мені.» «Нема за що.»","""Thank you for helping me."" ""Don't mention it.""",Thank you for helping me.,-0.0934436172246933
346.0,«Спасибі за вашу допомогу.» «Нема за що.»,"""Thank you for helping me."" ""Don't mention it.""",• Thank you for your help.,-0.008022885769605637
347.0,«Дякую за вашу допомогу.» «Нема за що.»,"""Thank you for helping me."" ""Don't mention it.""",Thank you for your help.,-0.16247683763504028
348.0,"Будь ласка, не плач.",Please don't cry.,Please don't cry.,1.0034289360046387
349.0,"Не плач, будь ласка.",Please don't cry.,Please don't cry.,1.0034289360046387
350.0,"Дай мені знати, якщо є щось, що я можу зробити.",Let me know if there is anything I can do.,Let me know if there's anything I can do.,0.9293792843818665
351.0,Заняття не пончеться до половини на восьму.,Class doesn't begin until eight-thirty.,School won't begin until eight-eight.,0.3604292869567871
352.0,Урок не пончеться до половини на восьму.,Class doesn't begin until eight-thirty.,The lesson doesn't begin until eight-eight.,0.34477609395980835
353.0,"Я хочу човен, який забере мене дуже далеко звідси.",I want a boat that will take me far away from here.,I want a boat that'll take me far away from here.,0.9698731303215027
354.0,Японець ніколи б не зробив такого.,A Japanese would never do such a thing.,A Japanese would never do that.,0.744696319103241
355.0,Японець ніколи б так не вчинив.,A Japanese would never do such a thing.,A Japanese would never do that.,0.744696319103241
356.0,Аллен — поет.,Allen is a poet.,Allen is a poet.,1.0291619300842285
357.0,Стрілець вбив оленя.,The archer killed the deer.,The shooter killed the deer.,0.5072870850563049
358.0,На моєму віці комунізму точно не буде досягнуто.,Communism will never be reached in my lifetime.,"At my age, Communism is definitely not going to be achieved.",0.26880455017089844
359.0,Жито називали зерном злидарів.,Rye was called the grain of poverty.,The jito was known as grain of poverty.,-0.627284049987793
360.0,"Якщо ти бачиш помилку, виправ її, будь ласка.","If you see a mistake, then please correct it.","If you see a mistake, please correct it.",0.8887433409690857
361.0,"Якщо ви бачите помилку, виправте її, будь ласка.","If you see a mistake, then please correct it.","If you see a mistake, please correct it.",0.8887433409690857
362.0,"Якщо побачиш помилку, виправ її, будь ласка.","If you see a mistake, then please correct it.","If you see a mistake, please correct it.",0.8887433409690857
363.0,"Якщо побачите помилку, виправте її, будь ласка.","If you see a mistake, then please correct it.","If you see a mistake, please correct it.",0.8887433409690857
364.0,"Якщо не їсти, то помреш.","If you don't eat, you die.","If you don't eat, you die.",0.9857009053230286
365.0,"Якщо не їси, то вмираєш.","If you don't eat, you die.","If you don't eat, you die.",0.9857009053230286
366.0,Якщо ти не будеш їсти - помреш.,"If you don't eat, you die.","If you don't eat, you die.",0.9857009053230286
367.0,"Як пишеться ""pretty""?","How do you spell ""pretty""?","How do you spell ""Pretti""?",-0.09602475166320801
368.0,"Як пишеться слово ""pretty""?","How do you spell ""pretty""?","How do you spell ""pretti""?",-0.09602475166320801
369.0,Чому ми не йдемо додому?,Why don't we go home?,Why aren't we going home?,0.756235659122467
370.0,Чому б нам не піти додому?,Why don't we go home?,Why don't we go home?,1.0049241781234741
371.0,"Вибачте, я не можу залишитися надовго.","I'm sorry, I can't stay long.","I'm sorry, I can't stay long.",0.9822701811790466
372.0,"""Чому ти не йдеш?"" - ""Бо не хочу"".","""Why aren't you going?"" ""Because I don't want to.""","""Why don't you go?"" ""Because I don't want to.""",0.6969947218894958
373.0,"""Чому ви не йдете?"" - ""Бо не хочу"".","""Why aren't you going?"" ""Because I don't want to.""","""Why don't you go?"" ""Because I don't want to.""",0.6969947218894958
374.0,Один мільйон осіб втратили життя на війні.,One million people lost their lives in the war.,One million people lost their lives in war.,0.8772655129432678
375.0,"Демократія — найгірша форма правління за винятком усіх інших, які людство спробувало до цього часу.","Democracy is the worst form of government, except all the others that have been tried.",Democracy is the worst form of government except for all the others that mankind has tried so far.,0.5659987330436707
376.0,"Коли ти починаєш ставати схожим на своє паспортне фото, тобі треба у відпустку.","When you're beginning to look like the photo in your passport, you should go on a holiday.","When you're starting to look like your passport photo, you need to go on vacation.",0.5372881293296814
377.0,Мої білі штани! І вони ж були нові.,"Oh, my white pants! And they were new.",My white pants! And they were new.,0.723217785358429
378.0,Ти ангел!,You're an angel!,You're an angel!,1.0267035961151123
379.0,"Ну добре, ніч дуже довга, чи не так?","Well, the night is quite long, isn't it?","Well, it's a very long night, isn't it?",0.7753362059593201
380.0,Ти сумуєш за мною?,Did you miss me?,Do you miss me?,0.8835896253585815
381.0,Ти сумував за мною?,Did you miss me?,Did you miss me?,1.0319240093231201
382.0,Вони всі однакові?,Are they all the same?,Are they all the same?,0.9816491007804871
383.0,Вони всі такі самі?,Are they all the same?,Are they all the same?,0.9816491007804871
384.0,Вони всі ідентичні?,Are they all the same?,Are they all identical?,0.7772276997566223
385.0,Дуже дякую!,Thank you very much!,Thank you very much!,1.011890172958374
386.0,Щиро дякую!,Thank you very much!,Thank you very much!,1.011890172958374
387.0,Вельми дякую!,Thank you very much!,Thank you very much!,1.011890172958374
388.0,Величезне спасибі!,Thank you very much!,Thank you so much!,0.7886294722557068
389.0,Велике спасибі!,Thank you very much!,Thank you very much!,1.011890172958374
390.0,Ґречно вдячна.,Thank you very much!,Thank you very much.,0.706436812877655
391.0,"Скажіть, будь ласка, де яйця?","Where are the eggs, please?","Where are the eggs, please?",1.0052694082260132
392.0,Я візьму його.,I'll take him.,I'll take it.,-0.20520362257957458
393.0,Я відвезу його.,I'll take him.,I'll drive him.,0.19919675588607788
394.0,Це сюрприз.,It's a surprise.,It's a surprise.,0.9879876971244812
395.0,Це гарна ідея!,That's a good idea!,That's a good idea!,1.0085039138793945
396.0,Гарна думка!,That's a good idea!,Good idea!,0.3645893633365631
397.0,"Шкода, коли хтось помирає.",It's a pity when somebody dies.,It's a pity when someone dies.,0.8657978177070618
398.0,Чорт забирай! Це непогано!,Damn! It's not bad!,Damn it! That's not bad!,0.7258692979812622
399.0,Не відчиняти до повної зупинки потяга.,Don't open before the train stops.,Don't open before the train stops.,0.9801174998283386
400.0,"Ті, що живуть у скляних будинках, не повинні кидатися камінням.",Those who live in glass houses should not throw stones.,Those who live in glass houses should not throw stones.,0.9476725459098816
401.0,"Тим, хто живе у скляних будинках, не треба кидатися камінням.",Those who live in glass houses should not throw stones.,Those who live in glass houses should not throw stones.,0.9476725459098816
402.0,"Тим, хто живе у скляних домівках, не варто кидатись камінцями.",Those who live in glass houses should not throw stones.,Those who live in glass houses should not throw stones.,0.9476725459098816
403.0,"Кажуть, що любов сліпа.",They say love is blind.,It is said that love is blind.,0.5339804291725159
404.0,"О, мені дуже шкода.","Oh, I'm sorry.","Oh, I'm sorry.",0.995233952999115
405.0,"О, перепрошую.","Oh, I'm sorry.","Oh, I'm sorry.",0.995233952999115
406.0,"Ох, пробачте.","Oh, I'm sorry.","Oh, I'm sorry.",0.995233952999115
407.0,"Ох, пробач.","Oh, I'm sorry.","Oh, I'm sorry.",0.995233952999115
408.0,"Ой, вибачаюся.","Oh, I'm sorry.","Oh, I'm sorry.",0.995233952999115
409.0,"Ох, мені дуже шкода.","Oh, I'm sorry.","Oh, I'm sorry.",0.995233952999115
410.0,"Ох, мені шкода.","Oh, I'm sorry.","Oh, I'm sorry.",0.995233952999115
411.0,"Математика подібна коханню - ідея проста, але можуть бути ускладнення.","Math is like love - a simple idea, but it can get complicated.","Math is like love -- it's simple, but it can be complicated.",0.6215264201164246
412.0,"Бідний це не той, хто має замало, але той хто хоче забагато.","Poor is not the one who has too little, but the one who wants too much.","Poor is not the one who has too little, but the one who wants too much.",0.9769439697265625
413.0,Ви говорите італійською?,Do you speak Italian?,Do you speak Italian?,1.0530002117156982
414.0,Ти говориш італійською?,Do you speak Italian?,Do you speak Italian?,1.0530002117156982
415.0,"Кажуть, що ""Гамлет"" - найцікавіша з усіх будь-коли написаних п'єс.","It is said that ""Hamlet"" is the most interesting play ever written.",They say Hamlet is the most interesting piece ever written.,0.46453994512557983
416.0,"Вважається, що ""Гамлет"" — одна з найцікавіших п'єс, що коли-небудь була написана.","It is said that ""Hamlet"" is the most interesting play ever written.","It is believed that ""Hamlet"" is one of the most interesting plays ever written.",0.7481775879859924
417.0,Можу я поставити питання?,May I ask a question?,May I ask a question?,1.0374860763549805
418.0,Я можу поставити запитання?,May I ask a question?,May I ask a question?,1.0374860763549805
419.0,Можна запитати?,May I ask a question?,May I ask you something?,0.2741144299507141
420.0,Опанувати французьку мову за 2-3 роки доволі важко.,It's quite difficult to master French in 2 or 3 years.,It's hard to master French in two or three years.,0.7037200331687927
421.0,"Було б цікаво подивитися, як усе міняється протягом років.",It would be fun to see how things change over the years.,It would be interesting to see how things change over the years.,0.7948259711265564
422.0,Я би ніколи до цього не здогадався би.,I would never have guessed that.,I would never have guessed it.,0.9055495262145996
423.0,Ти мене коли-небудь забудеш.,You'll forget about me someday.,You'll ever forget me.,0.40958869457244873
424.0,Це досить неочікувано.,That is rather unexpected.,That's rather unexpected.,0.9854558110237122
425.0,"Цікаво, як довго це триватиме.",I wonder how long it's going to take.,I wonder how long it'll last.,0.7560679316520691
426.0,Я не можу жити без телевізора.,I can't live without a TV.,I can't live without TV.,0.8547720313072205
427.0,Я не зміг би цього зробити без тебе. Дякую.,I couldn't have done it without you. Thank you.,I couldn't have done it without you. Thank you.,0.9483219981193542
428.0,Я не зміг би цього зробити без вас. Дякую.,I couldn't have done it without you. Thank you.,I couldn't have done it without you. Thank you.,0.9483219981193542
429.0,Я не змогла би цього зробити без тебе. Дякую.,I couldn't have done it without you. Thank you.,I couldn't have done it without you. Thank you.,0.9483219981193542
430.0,Я не змогла би цього зробити без вас. Дякую.,I couldn't have done it without you. Thank you.,I couldn't have done it without you. Thank you.,0.9483219981193542
431.0,Без зусиль нічого не добитися.,Nothing is achieved without effort.,Nothing can be achieved without effort.,0.9133746027946472
432.0,Життя без любові не має сенсу.,Life without love is just totally pointless.,Life without love makes no sense.,0.5223512053489685
433.0,Життя без кохання не має сенсу.,Life without love is just totally pointless.,Life without love makes no sense.,0.5223512053489685
434.0,"Дайте мені знати, якщо мені потрібно зробити будь-які зміни.",Let me know if I need to make any changes.,Let me know if I need to make any changes.,0.9719874858856201
435.0,"Я думаю, що іспити псують освіту.",I think exams are ruining education.,I think exams spoil education.,0.6407998204231262
436.0,"Я думаю, що екзамени руйнують освіту.",I think exams are ruining education.,I think exams are ruining education.,0.9824865460395813
437.0,Ми не можемо спати через шум.,We can't sleep because of the noise.,We can't sleep because of the noise.,0.9643040299415588
438.0,Ми не можемо спати через галас.,We can't sleep because of the noise.,We can't sleep because of the noise.,0.9643040299415588
439.0,Ти маєш презерватив?,Do you have a condom?,Do you have a condom?,1.0344339609146118
440.0,"Роби все, що він тобі каже.",Do whatever he tells you.,Do whatever he tells you.,0.9978280663490295
441.0,"Робіть все, що він вам каже.",Do whatever he tells you.,Do whatever he tells you.,0.9978280663490295
442.0,"Зроби все, що він тобі скаже.",Do whatever he tells you.,Do whatever he tells you.,0.9978280663490295
443.0,"Зробіть все, що він вам скаже.",Do whatever he tells you.,Do whatever he tells you.,0.9978280663490295
444.0,Я можу дійти до школи за 10 хвилин.,I can walk to school in 10 minutes.,I can go to school in 10 minutes.,0.7360278367996216
445.0,"Мені було потрібно більше двох годин, щоб перекласти кілька сторінок англійської мови.",It took me more than two hours to translate a few pages of English.,It took me over two hours to translate a few pages of English.,0.8496332168579102
446.0,Вже одинадцята година.,It is already eleven.,It's already 11 o'clock.,0.7327272295951843
447.0,Чи я можу поговорити з пані Браун?,May I talk to Ms. Brown?,May I speak to Mrs Brown?,0.6857624650001526
448.0,"""Так, будь ласка помаранчовий сік,"" сказав Майк.","""Yes, orange juice please,"" says Mike.","""Yes, orange juice please,"" said Mike.",0.8952241539955139
449.0,"""Ах!"" — це вигук.","""Ah!"" is an interjection.",'Oh!' it's a cry.,0.18790782988071442
450.0,Чого ти хочеш?,What do you want?,What do you want?,1.003525972366333
451.0,Що вам треба?,What do you want?,What do you want?,1.003525972366333
452.0,Чого ви хочете?,What do you want?,What do you want?,1.003525972366333
453.0,Що хочете?,What do you want?,What do you want?,1.003525972366333
454.0,"Вам необхідно, щоб я дав вам гроші?",Do you need me to give you some money?,Do you need me to give you money?,0.7618565559387207
455.0,"Тобі необхідно, щоб я дав тобі гроші?",Do you need me to give you some money?,Do you need me to give you money?,0.7618565559387207
456.0,У мене є мрія.,I have a dream.,I have a dream.,1.044400930404663
457.0,Я маю мрію.,I have a dream.,I have a dream.,1.044400930404663
458.0,"Але все ж таки, супротивне також завжди істинно.","And yet, the contrary is always true as well.","But still, the opposite is always true.",0.5678038597106934
459.0,Ти схожий на дурня.,You look stupid.,You look stupid.,1.0042262077331543
460.0,Ти схожа на ідіотку.,You look stupid.,You look stupid.,1.0042262077331543
461.0,"Я, мабуть, піду спати.",I think I'm gonna go to sleep.,I'll probably go to bed.,0.5587789416313171
462.0,"Я, мабуть, пішов спати.",I think I'm gonna go to sleep.,I must've gone to bed.,0.09187711775302887
463.0,"Я, мабуть, пішла спати.",I think I'm gonna go to sleep.,I must be going to bed.,0.2838068902492523
464.0,Мене звуть Джек.,My name is Jack.,My name is Jack.,0.9967619776725769
465.0,Мене звати Джек.,My name is Jack.,My name is Jack.,0.9967619776725769
466.0,Моє ім'я - Джек.,My name is Jack.,My name is Jack.,0.9967619776725769
467.0,Мене кличуть Джеком.,My name is Jack.,They call me Jack.,0.03384345397353172
468.0,Мені це дуже подобається.,I like it very much.,I like it a lot.,0.876065194606781
469.0,Вона мені дуже подобається.,I like it very much.,I like her a lot.,-0.5851000547409058
470.0,Ми зустрічаємося завтра?,We're meeting up tomorrow?,Are we seeing each other tomorrow?,0.4439222514629364
471.0,Ми завтра зустрінемося?,We're meeting up tomorrow?,Are we meeting tomorrow?,0.7605007290840149
472.0,Як це сказати італійською?,How do you say that in Italian?,How do you say that in Italian?,1.017959713935852
473.0,"Мушу йти за покупками, повернуся за годину.",I have to go shopping. I'll be back in an hour.,I have to go shopping. I'll be back in an hour.,1.004714012145996
474.0,Це далеко звідси?,Is it far from here?,Is it far from here?,1.03740656375885
475.0,Ці речі не мої!,These things aren't mine!,These things aren't mine!,1.018086314201355
476.0,"Дякую, це все.","Thanks, that's all.","Thank you, that's all.",0.8132448792457581
477.0,Ти не хотів би зі мною потанцювати?,Would you like to dance with me?,Would you like to dance with me?,1.0059239864349365
478.0,Ти не хотіла би зі мною потанцювати?,Would you like to dance with me?,Would you like to dance with me?,1.0059239864349365
479.0,Італія - дуже гарна країна.,Italy is a very beautiful country.,Italy is a very beautiful country.,1.033514380455017
480.0,Італія - це дуже красива країна,Italy is a very beautiful country.,Italy is a very beautiful country,0.9927852749824524
481.0,Італія - дуже красива країна.,Italy is a very beautiful country.,Italy is a very beautiful country.,1.033514380455017
482.0,Італія — дуже гарна країна.,Italy is a very beautiful country.,Italy is a very beautiful country.,1.033514380455017
483.0,Це не моя провина.,It's not my fault!,It's not my fault.,0.6693369746208191
484.0,Я хотів би залишитись на одну ніч.,I'd like to stay for one night.,I'd like to stay one night.,0.7569187879562378
485.0,Можете набрати мені номер? Для мене телефон зависоко.,Could you dial for me? The telephone is too high.,Can you dial a number for me?,-0.11896651983261108
486.0,"Наберіть мені номер, бо телефон занадто високо для мене.",Could you dial for me? The telephone is too high.,"Call me the number, because the phone is too high for me.",-0.05167487636208534
487.0,Де душова?,Where are the showers?,Where's the shower?,0.6438586711883545
488.0,Рот відкрий!,Open your mouth!,Open the mouth!,0.5142243504524231
489.0,Відкрий рота.,Open your mouth!,Open your mouth.,0.7112047672271729
490.0,Це погано?,Is it bad?,Is it bad?,1.0280808210372925
491.0,Я загубив гаманець.,I have lost my wallet.,I've lost my wallet.,1.0077598094940186
492.0,Я загубила гаманець.,I have lost my wallet.,I've lost my wallet.,1.0077598094940186
493.0,Він вельми сексуальний.,He's very sexy.,He's very sexy.,1.0743393898010254
494.0,Маємо забагато справ!,There are too many things to do!,There's too much to do!,0.767455518245697
495.0,"Ну пограй зі мною, бо мені нудно!","Come on, play with me, I'm so bored!","Well, play with me 'cause I'm bored!",0.2671903669834137
496.0,Через тебе я втратив апетит.,Thanks to you I've lost my appetite.,You robbed me of my appetite.,-0.15904591977596283
497.0,Мені дуже потрібно когось ударити.,I really need to hit somebody.,I really need to hit someone.,0.9076698422431946
498.0,Хто ж не знає цієї проблеми?,Who doesn't know this problem?!,Who doesn't know this problem?,0.7202578783035278
499.0,"Якщо ти не хочеш користуватися сонцезахисним кремом, це твоя проблема. Але потім не приходь до мене жалітися, коли в тебе буде сонячний опік.","If you don't want to put on sunscreen, that's your problem. Just don't come complaining to me when you get a sunburn.","If you don't want to use sunscreen, it's your problem, but don't come complaining to me when you get sunburn.",0.6899144649505615
500.0,"Якщо ви не хочете користуватися сонцезахисним кремом, це ваша проблема. Але потім не приходьте до мене жалітися, коли у вас буде сонячний опік.","If you don't want to put on sunscreen, that's your problem. Just don't come complaining to me when you get a sunburn.","If you don't want to use sunscreen, that's your problem, but don't come complaining to me when you get sunburn.",0.7011389136314392
501.0,"Я такий злий... Тепер щоразу як вмикаю комп'ютер, це цілий головний біль!",So annoying... Now I get a headache whenever I use the computer!,"I'm so angry... now every time I turn on my computer, it's a headache!",0.2271101027727127
502.0,"Так дратує... Тепер у мене болить голова кожного разу, коли я користуюся комп'ютером!",So annoying... Now I get a headache whenever I use the computer!,It's so annoying... now I have a headache every time I use a computer!,0.7100394368171692
503.0,"Так спекотно, що можна було б смажити яйця на капотах машин.",It's so hot that you could cook an egg on the hood of a car.,It's so hot that you could fry an egg on the hoods of a car.,0.5640416145324707
504.0,Сьогодні дуже жарко.,It is very hot today.,It's very hot today.,1.0099705457687378
505.0,Сьогодні дуже спекотно.,It is very hot today.,It's very hot today.,1.0099705457687378
506.0,Ніхто не прийшов.,Nobody came.,No one came.,0.9803540110588074
507.0,Я ніколи не бачив червоного холодильника.,I never saw a red fridge.,I've never seen a red refrigerator.,0.7540529370307922
508.0,Я ніколи не бачила червоного холодильника.,I never saw a red fridge.,I've never seen a red refrigerator.,0.7540529370307922
509.0,Я ніколи не бачив червоних холодильників.,I never saw a red fridge.,I've never seen a red refrigerator.,0.7540529370307922
510.0,"Математика є частиною науки, якою можна продовжувати займатись, якщо навіть ви прокинулися вранці і виявили, що всесвіту немає.",Mathematics is the part of science you could continue to do if you woke up tomorrow and discovered the universe was gone.,Math is part of the science that you can continue to do if even you wake up in the morning and you find there's no Universe.,0.18538537621498108
511.0,"Мої очі океан, в якому відображаються мої мрії.",My eyes are an ocean in which my dreams are reflected.,My eyes are an ocean in which my dreams are reflected.,0.9524375796318054
512.0,"Дивись на мене, коли я з тобою розмовляю!",Look at me when I talk to you!,Look at me when I talk to you!,1.0375195741653442
513.0,Яким би був світ без жінок?,What would the world be without women?,What would a world be like without women?,0.49928683042526245
514.0,"Що, якби ти виступав з промовою, і ніхто не прийшов?",What if you gave a speech and nobody came?,What if you gave a speech and no one came?,0.8795107007026672
515.0,"Я не знаю що тобі сказати, щоб тобі покращало.",I don't know what to say to make you feel better.,I don't know what to say to make you feel better.,0.9483696222305298
516.0,"Я не знаю, що сказати, щоб тобі стало краще.",I don't know what to say to make you feel better.,I don't know what to say to make you feel better.,0.9483696222305298
517.0,"Я не знаю, що сказати, щоб вам стало краще.",I don't know what to say to make you feel better.,I don't know what to say to make you feel better.,0.9483696222305298
518.0,Це не мій типаж.,This is not my type.,That's not my type.,0.7733175158500671
519.0,Я намагався вбити час.,I was trying to kill time.,I tried to kill time.,0.7618032097816467
520.0,Як ти додумався до цієї шаленої думки?,How did you come up with this crazy idea?,How did you come up with this crazy idea?,0.9902018904685974
521.0,Я втомився.,I'm tired.,I'm tired.,1.0584816932678223
522.0,Я втомилася.,I'm tired.,I'm tired.,1.0584816932678223
523.0,Хто хоче гарячого шоколаду?,Who wants some hot chocolate?,Who wants hot chocolate?,0.7621212601661682
