Unnamed: 0,de,uk,TRANSLATION,meteor_score
266,Bist du heute in die Schule gegangen?,Ти сьогодні ходила до школи?,Ти пішов до школи сьогодні?,0.6200000000000001
267,Bist du hier beschäftigt?,Ти тут зайнята?,Ти тут зайнятий?,0.6388888888888888
268,Bist du hier beschäftigt?,Ти тут зайнятий?,Ти тут зайнятий?,0.9921875
269,Bist du in Australien?,Ти в Австралії?,Ти в Австралії?,0.9921875
270,Bist du in Tom verliebt?,Ти закохана у Тома?,Ти закохався в Тома?,0.5111111111111111
271,Bist du in Tom verliebt?,Ти закоханий у Тома?,Ти закохався в Тома?,0.5111111111111111
272,Bist du Japaner?,Ти японець?,"Ти що, японець?",0.8243727598566307
273,Bist du jemals in Afrika gewesen?,Ти колись був у Африці?,Чи ви колись були в Африці?,0.4189435336976321
274,Bist du jemals in Afrika gewesen?,Ти колись була в Африці?,Чи ви колись були в Африці?,0.6147540983606558
275,Bist du Marys Ehemann?,Ти чоловік Мері?,Ти чоловік Мері?,0.9921875
276,Bist du mit deinen Hausaufgaben fertig?,Ти вже доробив домашнє завдання?,Ти закінчив домашні завдання?,0.43314500941619577
277,Bist du mit den Hausaufgaben fertig?,Ти вже доробив домашнє завдання?,Ти закінчив домашнє завдання?,0.635593220338983
278,Bist du nervös?,Ти нервуєш?,Ти нервуєш?,0.9814814814814815
279,Bist du nicht Toms Mutter?,Хіба ти не мама Тома?,Хіба ти не мати Тома?,0.8066666666666668
280,Bist du nicht Tom?,Хіба ти не Том?,Хіба ти не Том?,0.996
281,Bist du noch immer müde?,Ти все ще сонний?,Ти все ще втомився?,0.7500000000000001
282,Bist du noch verheiratet?,Ти все ще одружена?,Ти все ще одружений?,0.7500000000000001
283,Bist du schlechter Laune?,В тебе поганий настрій?,Чи в тебе поганий настрій?,0.9764705882352942
284,Bist du schon mal in Indien gewesen?,Ти колись бував у Індії?,Ти коли-небудь був у Індії?,0.625
285,Bist du sicher?,Ти впевнений?,Ти впевнена?,0.3333333333333333
286,Bist du stolz auf deinen Vater?,Ти пишаєшся своїм батьком?,Ти пишаєшся своїм батьком?,0.996
287,Bist du traurig?,Тобі сумно?,Ти засмучений?,0.16666666666666666
288,Bist du übelgelaunt?,В тебе поганий настрій?,Ти погано себе почуваєш?,0.10000000000000002
289,Bist du über achtzehn?,Ти старше 18?,Тобі більше вісімнадцять?,0.125
290,Bist du Übersetzer?,Ти перекладач?,Чи ви перекладач?,0.6048387096774195
291,Bist du Vegetarierin?,Ти вегетаріанка?,Ти вегетаріанка?,0.9814814814814815
292,Bist du verheiratet?,Ти заміжня?,Чи ви є одружені?,0.15625
293,Bist du zehn Jahre alt?,Тобі десять років?,Тобі десять років?,0.9921875
294,Bist du zurückgekommen?,Ти повернувся?,Ти повернувся?,0.9814814814814815
295,Bitte beantworten Sie diese Frage für mich.,"Будь-ласка, дай мені відповідь на це запитання.","Будь ласка, дайте мені відповідь на це запитання.",0.7014084507042254
296,Bitte beeil dich!,"Будь ласка, поквапся!","Будь ласка, поквапся!",0.9814814814814815
297,Bitte bleiben Sie sitzen.,"Будь ласка, не вставайте.","Будь ласка, залишайтеся на місці.",0.45731707317073167
298,Bitte entferne den Kommentar.,"Видалiть коментар, будь-ласка.","Будь ласка, вилучіть цей коментар.",0.15625
299,"Bitte entschuldigen Sie, aber ich glaube das ist mein Platz.","Перепрошую, але я думаю, що це моє місце.","Прошу вибачення, але я вірю, що це моє місце.",0.7270233196159123
300,Bitte entschuldigen Sie mein Zuspätkommen.,Перепрошую за запізнення.,"Вибачте, що турбую вас.",0.0
301,Bitte erlauben Sie mir zu gehen.,"Будь ласка, дозвольте мені піти.","Будь ласка, дайте мені піти.",0.7500000000000001
302,Bitte komm in drei Tagen.,"Будь ласка, прийди за три дні.","Будь ласка, заходь через три дні.",0.625
303,"Bitte, mach dir keine Sorgen.","Не турбуйся, будь ласка.","Будь ласка, не хвилюйся.",0.6388888888888888
304,Bitte nehmen Sie Platz!,"Сідайте, будь ласка!","Сідайте, будь ласка.",0.9814814814814815
305,Bitte nicht im Klassenzimmer rennen.,"Будь-ласка, не бігай у класі.","Будь ласка, не біжіть у класі.",0.5010893246187365
306,Bitte öffnen Sie ihre Tasche.,"Відкрийте сумку, будь ласка.","Будь ласка, відкрийте свою сумку.",0.7698170731707317
307,Bitte öffnen Sie seine Tasche.,"Відкрийте сумку, будь ласка.","Будь ласка, відкрийте його сумку.",0.7698170731707317
308,Bitte rufen Sie ihn an.,"Зателефонуйте йому, будь ласка.","Будь ласка, подзвоніть йому.",0.6388888888888888
309,Bitte schön.,Нема за що.,Ось.,0.0
310,Bitte sende es mir per Fax.,"Відправ мені це факсом, будь ласка.","Будь ласка, відправте мене факсом.",0.43314500941619577
311,Bitte singe ein Lied.,"Заспівай пісню, будь ласка.","Будь ласка, заспівай пісню.",0.9375
312,Bitte sprechen Sie langsamer.,"Будь ласка, розмовляйте повільніше.","Будь ласка, помовч повільніше.",0.6388888888888888
313,Bitte stehen Sie nicht auf.,"Не вставайте, будь ласка.","Будь ласка, не встаньте.",0.6388888888888888
314,Bitte steh nicht auf.,"Не вставай, будь ласка.","Будь ласка, не вставай.",0.9375
315,Bitte steht nicht auf.,"Не вставайте, будь ласка.","Будь ласка, не впадайте у відчай.",0.6084656084656085
316,"Bitte Tom, nicht auf mich zu warten!",Попроси Тома не чекати на мене.,"Будь ласка, Томе, не чекайте на мене!",0.4189435336976321
317,"Bitte, trink etwas!",Випийте щось.,"Будь ласка, випий щось!",0.22727272727272727
318,Bitte übersetzen Sie diesen japanischen Text ins Französische.,"Перекладіть цей японський текст на французьку, будь ласка.","Будь ласка, перетворіть цей японський текст на французьку.",0.864795918367347
319,Bitte verbinden Sie mich mit Herrn Smith.,"З'єднайте мене з паном Смітом, будь ласка.",Прошу зв'язати мене з паном Смітом.,0.5751811594202899
320,Bitte weine nicht.,"Не плач, будь ласка.","Будь ласка, не плач.",0.9375
321,Bitte zeigen Sie mir diese Fotos.,"Будьте ласкаві, покажіть мені ці фотографії.","Будь ласка, покажіть мені ці фотографії.",0.6614583333333333
322,Bleibt Tom zum Abendessen?,Том залишиться на вечерю?,Том залишається на вечерю?,0.7500000000000001
323,Blinde glauben nicht an die Liebe auf den ersten Blick.,Сліпі не вірять у кохання з першого погляду.,Сліпі не вірять у кохання на перший погляд.,0.6225
324,"Bob aß die Schnecke, dann erbrach er sich.","Боб з'їв равлика, потім виригав.","Боб з'їв слимак, а потім зламався.",0.5010893246187365
325,Bob hat mir geholfen.,Боб мені допоміг.,Боб допоміг мені.,0.5
326,Bob war sehr glücklich.,Боб був дуже щасливий.,Боб був дуже щасливий.,0.9921875
327,Boston ist langweilig.,Бостон нудний.,Бостон нудний.,0.9375
328,Boston verändert sich.,Бостон змінюється.,Бостон змінюється.,0.9375
329,Bratislava ist die Hauptstadt der Slowakei.,Братислава - столиця Словаччини.,Братіслава — столиця Словаччини.,0.46875
330,Brauchen Sie einen Krankenwagen?,Вам потрібна швидка допомога?,Вам потрібна швидка допомога?,0.996
331,Brauchen Sie Geld?,Вам потрібні гроші?,Вам потрібні гроші?,0.9921875
332,Brauchen wir einen Plan B?,"Ми потребуємо плану ""Б""?",Нам потрібен план Б?,0.14705882352941174
333,Brauchen wir einen Plan B?,"Нам потрібний план ""Б""?",Нам потрібен план Б?,0.2941176470588235
334,Brauchst du meine Hilfe noch?,Тобі все ще потрібна моя допомога?,Тобі потрібна моя допомога?,0.711764705882353
335,Brauchst du unsere Hilfe?,Тобі потрібна наша допомога?,Тобі потрібна наша допомога?,0.996
336,Brauchst du viel Geld?,Тобі потрібно багато грошей?,Тобі потрібні великі гроші?,0.20000000000000004
337,Braucht ihr einen Krankenwagen?,Вам потрібна швидка?,Вам потрібна швидка допомога?,0.9146341463414633
338,Braucht ihr einen Krankenwagen?,Вам потрібна швидка допомога?,Вам потрібна швидка допомога?,0.996
339,Brian hat einen Lippenstift für Kate gekauft.,Брайан купив для Кейт губну помаду.,Браян купив для Кейт губну помадку.,0.6614583333333333
340,Brich niemals dein Versprechen!,Ніколи не порушуй своєї обіцянки.,Ніколи не роби обіцянь!,0.38265306122448983
341,Bringen Sie mir etwas kaltes Wasser.,Принесіть мені холодної води.,Принесіть мені трохи холодної води.,0.9146341463414633
342,Bring es mir.,Принеси його мені.,Принеси.,0.17857142857142855
343,"Bring mir etwas Wasser, aber schnell!","Принеси мені води, швиденько.","Принеси мені трохи води, але швидко!",0.6084656084656085
344,Bronislaw ist 18 Jahre alt.,Броніславу вісімнадцять років.,Бронніслоу 18 років.,0.16666666666666666
345,"Brustschwimmen kann ich, aber Rückenschwimmen nicht.","Я можу плисти на животі, але не на спині.","Я можу плавати по грудях, але спина не плаває.",0.3506944444444444
346,Bulgarien ist ein wunderschönes Land.,Болгарія - прекрасна країна.,Болгарія - це чудова країна.,0.6233062330623306
347,Butter macht man aus Milch.,Масло роблять з молока.,Виготовлення масла з молока.,0.46875
348,Butter wird aus Milch gemacht.,Масло роблять з молока.,масло виготовляють з молока.,0.6388888888888888
349,Carol hat Kopfweh.,У Керол болить голова.,У Керол голова болить.,0.7890625
350,Caty ist lesbisch.,Кеті лесбіянка.,Кеті лесбійка.,0.25
351,Champagner wird aus Frankreich importiert.,Шампанське імпортують із Франції.,Шампанське імпортують з Франції.,0.6388888888888888
352,China ist das größste Land Asiens.,Китай - найбільша країна в Азії.,Китай є найжорстокішою країною Азії.,0.1694915254237288
353,China ist das größte Land in Asien.,Китай - найбільша країна в Азії.,Китай - найбільша країна Азії.,0.8203389830508474
354,China ist ein großes Land.,Китай - велика країна.,Китай є великою країною.,0.125
355,China ist größer als Japan.,"Китай більший, ніж Японія.",Китай більший за Японію.,0.46875
356,Christiano Ronaldo ist ein Fußballspieler.,Кріштіану Роналду - футболіст.,Крістіано Рональдо - футболіст.,0.46875
357,Christoph Kolumbus entdeckte Amerika im Jahre 1492.,Христофор Колумб відкрив Америку в 1492 році.,Христофор Колумб відкрив Америку в 1492 р.,0.8551587301587302
358,"Christoph Kolumbus fand einst den Heiligen Gral, warf ihn aber weg, weil ihm die Farbe nicht gefiel.","Христофор Колумб якось знайшов Святий Грааль, але викинув його, бо йому не сподобався колір.","Христофор Колумб колись знайшов священний Грааль, але вигнав його, бо той не любив фарби.",0.5016741071428571
359,Computer machen die Leute dumm.,Комп'ютери роблять із людей ідіотів.,Комп'ютери роблять людей дурними.,0.5215419501133786
360,Computer machen Menschen dumm.,Комп'ютери роблять із людей ідіотів.,Комп’ютери роблять людей дурними.,0.19607843137254904
361,Coolidge hat die Wahl im Jahre 1924 spielend gewonnen.,Кулідж легко переміг на виборах у 1924 році.,Круїд виграв вибір у 1924 році.,0.3774928774928775
362,Cristiano Ronaldo ist ein Fußballspieler.,Кріштіану Роналду - футболіст.,Крістіно Рональдо - футболіст.,0.46875
363,Cristiano Ronaldo ist Fußballer.,Кріштіану Роналду - футболіст.,Крістіно Рональдо - футболіст.,0.46875
364,"Da du gekocht hast, kümmere ich mich um den Abwasch.","Оскільки ти готувала, я помию посуд.","Тому що ти готувала, я потурбуюся про миття посуду.",0.46737213403880074
365,Da fehlt eine Seite.,Не вистачає сторінки.,Там немає сторінки.,0.16666666666666666
366,Dafür bin ich zu alt.,Я для цього занадто стара.,Я занадто старий для цього.,0.6312500000000001
367,Da hängt ein Schatten über mir.,Наді мною нависла тінь.,Наді мною нависла тінь.,0.9921875
368,Da ist eine Katze auf dem Stuhl.,На стільці є кіт.,Там кіт на стільці.,0.6388888888888888
369,Da ist eine weiße Taube auf dem Dach.,На даху сидить білий голуб.,На даху є біла голубка.,0.37500000000000006
370,Da ist ein Hund an der Tür.,Біля дверей стоїть пес.,Там собака біля дверей.,0.46875
371,Damals waren wir jünger.,Тоді ми були молодші.,Тоді ми були молодшими.,0.7361111111111112
372,Damals war Mary Toms Freundin.,Мері тоді була дівчиною Тома.,У той час Мері Том була подругою.,0.19230769230769232
373,Damals war Tom mein einziger Freund.,На той час Том був моїм єдиним другом.,Тоді Том був моїм єдиним другом.,0.6384615384615385
374,Damit hat Tom nicht gerechnet.,Том цього не очікував.,Том цього не сподівався.,0.7361111111111112
375,Daniela hat mich zu Hause angerufen.,Даніела зателефонувала мені додому.,Даніела подзвонила мені додому.,0.6388888888888888
376,Dank dir habe ich meinen Appetit verloren.,Через тебе я втратив апетит.,Завдяки тобі я втратила апетит.,0.20000000000000004
377,„Danke!“ – „Bitte!“,"Дякую. - ""Прошу"".",« Дякую! » — « Будь ласка! »,0.09433962264150944
378,"Danke, das ist alles.","Дякую, це все.","Дякую, це все.",0.9814814814814815
379,"Danke, dass Sie mich eingeladen haben.","Дякую, що запросили мене!","Дякую, що запросили мене.",0.9921875
380,Danke für das Kompliment!,Дякую за комплімент.,Дякую за комплімент!,0.9814814814814815
381,Danke für das wunderbare Essen.,Дякую за чудову їжу.,Дякую за чудову їжу.,0.9921875
382,Danke für deine Antwort.,Дякую за відповідь.,Дякую за відповідь.,0.9814814814814815
383,Danke für deine Erklärung.,Дякую за пояснення.,Дякую за пояснення.,0.9814814814814815
384,Danke für deine freundlichen Worte!,Дякую за добрі слова.,Дякую за ваші добрі слова!,0.9146341463414633
385,Danke für deine Geduld!,Дякую тобі за терпіння.,Дякую за терпіння.,0.6552706552706553
386,Danke für dein Geschenk.,Дякую тобі за подарунок.,Дякую за подарунок.,0.6552706552706553
387,Danke für die Blumen!,Дякую за квіти.,Дякую за квіти.,0.9814814814814815
388,"Danke für die Hilfe. ""Keine Ursache.""",«Дякую за допомогу.» «Нема за що.»,"Дякую за допомогу. ""Немає причини"".",0.15463917525773196
389,Danke für die Pizza!,Дякуємо за піцу.,Дякую за піцу.,0.625
390,Danke für die Praline. Sie war köstlich.,Дякую за шоколад. Він був смачним.,"Дякую за цукерку, вона була смачна.",0.3125
391,Danke für Ihre freundlichen Worte!,Дякую за добрі слова.,Дякую за ваші добрі слова!,0.9146341463414633
392,Danke für Ihre Geduld.,Дякуємо вам за терпіння.,Дякую за терпіння.,0.48076923076923084
393,Danke fürs Schreiben.,"Дякую за те, що написали.","Дякую, що написав.",0.20833333333333331
394,„Danke!“ – „Keine Ursache!“,"Дякую. - ""Прошу"".",« Дякую! » — « Немає причини! »,0.09433962264150944
395,„Danke!“ – „Keine Ursache!“,"Спасибі. - ""Нема за що"".",« Дякую! » — « Немає причини! »,0.0
396,„Danke!“ – „Nichts zu danken!“,"Спасибі. - ""Нема за що"".",« Дякую! » — « Нічого не дякувати! »,0.0
397,Danke schön.,Щиро дякую!,Дякую.,0.2631578947368421
398,Danke trotzdem.,"У будь якому разі, дякую.",Дякую.,0.10869565217391304
399,Danke!,Дякуємо!,Дякую.,0.0
400,Danke!,Дякую!,Дякую.,0.5
401,Danke.,Дякую!,Дякую.,0.5
402,Danke.,Дякую.,Дякую.,0.5
403,Dank seiner Mutter wurde er berühmt.,Він став відомим завдяки матері.,Завдяки своїй матері він став відомим.,0.8745098039215687
404,Dann eilte sie nach Hause.,А потім вона поквапилася додому.,Потім вона побігла додому.,0.5215419501133786
405,Dann fangen wir an.,"Ну, тоді розпочнімо.",Тоді почнемо.,0.17241379310344826
406,Dann haben wir ein Problem...,Тоді ми маємо проблему...,Тоді у нас є проблема...,0.12195121951219512
407,Dann komme ich später wieder.,Тоді я повернуся пізніше.,Тоді я повернуся пізніше.,0.9921875
408,Dann komme ich später wieder.,Тоді я прийду пізніше.,Тоді я повернуся пізніше.,0.6388888888888888
409,Dann legte er sich auf das gleiche Bett.,Він тоді лежав на тому ж ліжку.,Потім він ліг на те ж ліжко.,0.2142857142857143
410,Dann zögern Sie nicht.,Тож не вагайтеся.,Тоді не вагайтеся.,0.625
411,Danzig ist die größte Stadt im Norden Polens.,Гданськ - найбільше місто на півночі Польщі.,Данціг - це найбільше місто на півночі Польщі.,0.8294209702660407
412,Darf ich deinen Kuli benutzen?,Можна скористатися твоєю ручкою?,Можна скористатися твоєю кулею?,0.7500000000000001
413,Darf ich den Fernseher ausschalten?,Можна мені вимкнути телевізор?,Можна вимкнути телевізор?,0.7653061224489797
414,Darf ich den Fernseher ausschalten?,Можна я вимкну телевізор?,Можна вимкнути телевізор?,0.5215419501133786
415,Darf ich dich Tom nennen?,Можна я буду називати тебе Томом?,Можна називати тебе Томом?,0.711764705882353
416,Darf ich dich unterbrechen?,Можна тебе перебити?,Можна тебе перервати?,0.6388888888888888
417,Darf ich dir jetzt etwas zu trinken anbieten?,Я можу тобі запропонувати щось зараз випити?,Можна запропонувати тобі випити?,0.40990259740259744
418,Darf ich es noch einmal machen?,Можу я це зробити ще раз?,Можна мені повторити ще раз?,0.4267310789049919
419,Darf ich etwas sagen?,Можна мені щось сказати?,Можна мені щось сказати?,0.996
420,Darf ich euer Telefon benutzen?,Можна мені скористатися вашим телефоном?,Можна Ваш телефон?,0.17241379310344826
421,"Darf ich fragen, wie alt du bist?","Можна мені запитати, скільки тобі років?","Я можу запитати, скільки тобі років?",0.7114285714285714
422,"Darf ich fragen, wie alt du bist?","Можна поцікавитися, скільки тобі років?","Я можу запитати, скільки тобі років?",0.6506147540983607
423,"Darf ich fragen, wie alt Sie sind?","Можу я запитати, скільки вам років?","Я можу запитати, скільки вам років?",0.9606413994169096
424,Darf ich hier rauchen?,Чи можу я тут курити?,Можна палити тут?,0.17241379310344826
425,"Darf ich Ihnen helfen, gnädige Frau?","Чи можу вам чимось допомогти, пані?","Я можу вам допомогти, ваша милість?",0.4508928571428571
426,Darf ich mal deinen Bart anfassen?,Можна мені доторктнутися до твоєї бороди?,Можна мені доторкнутися до твоєї бороди?,0.8412698412698414
427,Darf ich mich neben euch setzen?,Можна сісти поруч із вами?,Можна сісти поруч?,0.6465517241379309
428,Darf ich mich vorstellen? Mein Name ist Tom Frisch.,Можна представитися? Мене звуть Том Фріш.,Мене звати Том свіжий.,0.14925373134328357
429,Darf ich mich vorstellen?,Можна мені представитися?,Дозвольте представитися.,0.13157894736842105
430,Darf ich mit ihr sprechen?,Чи можу я поговорити з нею?,Можна з нею поговорити?,0.4641544117647058
431,Darf ich nach Hause gehen?,Можна мені піти додому?,Можна мені додому?,0.7653061224489797
432,Darf ich Sie unterbrechen?,Можна вас перебити?,Можна вас перервати?,0.6388888888888888
433,Darum musst du dir keine Sorgen machen.,Тобі не треба хвилюватися за це.,Не хвилюйся про це.,0.17241379310344826
434,Darum sind wir hier.,Ось чому ми тут.,Ось чому ми тут.,0.9921875
435,Darum werde ich mich morgen kümmern.,Я займуся цим завтра.,Тому завтра я займуся цим.,0.9146341463414633
436,Darwin hat alles verändert.,Дарвін все змінив.,Дарвін усе змінив.,0.3333333333333333
437,"Das Adjektiv endet auf ""a"".","Прикментник закінчується на ""а"".","А прикметник закінчується на ""а"".",0.8163934426229508
438,Das also ist Tatoeba.,"Отже, це Татоеба.","Отже, це Татобеба.",0.625
439,Das ängstigt mich überhaupt nicht.,Я ані трохи цього не боюся.,Це мене зовсім не лякає.,0.0847457627118644
440,Das Apartment war mit Möbeln im viktorianischen Stil eingerichtet.,Квартира була мебльована у вікторіанському стилі.,Ця квартира була створена з меблями вікторіанського стилю.,0.30241935483870974
441,Das Auto blieb im Schlamm stecken.,Машина застрягла в багні.,Машина застрягла в багні.,0.9921875
442,Das Auto fuhr gegen einen Telegrafenmast.,Автівка зіткнулась із телеграфним стовпом.,Машину провезли проти телеграфного стовпу.,0.0
443,Das Auto ist gelb.,Машина жовта.,Машина жовта.,0.9375
444,Das Auto ist in der Garage.,Машина в гаражі.,Машина в гаражі.,0.9814814814814815
445,Das Auto springt nicht an.,Автомобіль не заводиться.,Машина не запускається.,0.16666666666666666
446,Das Auto stieß mit dem LKW zusammen.,Автомобіль врізався у вантажівку.,Машину сконструювали разом з вантажівкою.,0.0
447,Das Baby läuft noch nicht.,Дитина ще не ходить.,Дитина ще не ходить.,0.9921875
448,Das Baby schläft gerade.,Немовля спить.,Дитина щойно спить.,0.2380952380952381
449,Das Baby schlief in der Wiege ein.,Дитина заснула в колисці.,Дитина спала у колисці.,0.25
450,Das Baby sucht seine Mutter.,Дитя шукає маму.,Дитина шукає свою матір.,0.16129032258064518
451,Das Baseballspiel endete unentschieden.,Бейсбольний матч закінчився з нічийним результатом.,Гра в бейсбол закінчилась зовсім по - іншому.,0.0
452,Das beste Buch über das Leben ist das Leben selbst.,Найкраща книжка про життя - власне життя.,Найкраща книга про життя — це саме життя.,0.4445422535211268
453,Das Bett kostet 120 Euro!,Ліжко коштує 120 євро!,Ліжко коштує 120 доларів!,0.7361111111111112
454,Das beweist meine Theorie.,Це доводить мою теорію.,Це доводить моя теорія.,0.46875
455,Das Bier ist sehr kalt.,Пиво дуже холодне.,Пиво дуже холодне.,0.9814814814814815
456,Das Bild erinnerte mich an Schottland.,Картина нагадувала менi Шотландiю.,Ця картина нагадала мені про Шотландію.,0.11904761904761905
457,"Das brauchst du mir nicht zu sagen, du Idiot.","Можеш не говорити мені цього, ідіоте.","Не кажи мені, ідіоте.",0.2586206896551724
458,Das Brot ist frisch.,Хліб свіжий.,Хліб свіжий.,0.9375
459,Das Buch enthält viele Abbildungen.,Ця книжка має багато малюнків.,Ця книжка містить багато малюнків.,0.7500000000000001
460,"Das Bücherlesen hörte auf, das Privileg einer Minderheit zu sein.",Читання книжок більше не є привілеєм меншості.,Читання книжок припинило бути привілеєм меншини.,0.3703703703703703
461,Das Buch handelt von Sternen.,Ця книжка про зірки.,Ця книжка розповідає про зірки.,0.9146341463414633
462,Das Buch hat mir gefallen.,Мені сподобалася ця книжка.,Мені сподобалась ця книжка.,0.6388888888888888
463,Das Buch ist alt.,Книжка стара.,Книга стара.,0.25
464,Das Buch ist geeignet für deine Bedürfnisse.,Ця книга відповідає твоїм потребам.,Ця книжка дуже корисна для твоїх потреб.,0.09615384615384616
465,Das Buch ist geeignet für Ihre Bedürfnisse.,Ця книга не відповідає Вашим потребам.,Ця книжка відповідає вашим потребам.,0.635593220338983
466,Das Buch ist gelb.,Книжка жовта.,Ця книжка жовта.,0.8928571428571429
467,Das Buch ist neu.,Ця книжка нова.,Ця книга нова.,0.3333333333333333
468,Das Buch ist orange.,Книжка помаранчева.,Ця книга оранжева.,0.0
469,Das Buch ist weiß.,Книга біла.,Книга біла.,0.9375
470,Das Ei ist ein universelles Symbol des Lebens und der Wiedergeburt.,Яйце - це універсальний символ життя та відродження.,Яйце — це універсальний символ життя та переродження.,0.7361111111111112
471,Das Eis ist geschmolzen.,Крига розтанула.,Лід розплавлений.,0.0
472,Das Eis schmolz.,Крига розтанула.,Льодовики злилися.,0.0
473,Das Ende ist nahe.,Кінець вже близько.,Кінець уже близько.,0.3333333333333333
474,Das ergibt keinen Sinn.,Це не має сенсу.,Це безглуздо.,0.13157894736842105
475,Das erraten Sie nie!,Цього ти ніколи не вгадаєш!,Ніколи не здогадуйтеся!,0.39062499999999994
476,Das erwies sich als richtig.,Це виявилося правдою.,Це доказалося бути правильним.,0.16129032258064518
477,"Das Esperanto-Alphabet enthält achtundzwanzig Buchstaben: a, b, c, ĉ, d, e, f, g, ĝ, h, ĥ, i, j, ĵ, k, l, m, n, o, p, r, s, ŝ, t, u, ŭ, v, z.","Алфавіт есперанто має 28 літер: a, b, c, ĉ, d, e, f, g, ĝ, h, ĥ, i, j, ĵ, k, l, m, n, o, p, r, s, ŝ, t, u, ŭ, v, z.","У записі Eperanto- Alphhabt міститься двадцять вісім літер: a, b, c, dir, d, e, f, g, 03, h, i, j, vi, k, m, o, p, c, dir, t, u,  qt, v, v.",0.5196152934735535
478,Das esse ich nicht.,Я цього не буду їсти.,Я цього не з'їм.,0.600907029478458
479,Das Experiment scheiterte.,Експеримент закінчився невдало.,Експеримент провалився.,0.17241379310344826
480,Das Fahrrad gehört mir.,Цей велосипед належить мені.,Мій велосипед.,0.13157894736842105
481,Das Fahrrad ist meins.,Цей велосипед належить мені.,Мій велосипед.,0.13157894736842105
482,Das Feld ist mit Schnee bedeckt.,Поле вкрите снігом.,Це поле вкрите снігом.,0.9498207885304659
483,Das Fenster ist offen.,Вікно відкрите.,Вікно відкрито.,0.25
484,Das Fenster öffnete sich.,Вікно відчинилося.,Вікно відчинилося.,0.9375
485,Das Fernsehen zerstört das Familienleben.,Телевізор руйнує родинне життя.,Телевізор руйнує родинне життя.,0.9921875
486,Das Fest ist zu Ende.,Вечірка закінчилася.,Свято закінчилось.,0.0
487,Das Fest ist zu Ende.,Вечірка скінчилася.,Свято закінчилось.,0.0
488,Das Festival war alles andere als öde.,Фестиваль був далеко не нудним.,Святкування було зовсім не пустим.,0.10000000000000002
489,Das Fleisch ist roh.,М'ясо сире.,М'ясо сире.,0.9375
490,Das Fleisch ist zäh.,М'ясо жорстке.,М'ясо жорстке.,0.9375
491,Das Fleisch schmeckt schlecht.,М'ясо погано смакує.,М'ясо погано смакує.,0.9814814814814815
492,Das Flugzeug flog über den Wolken.,Літак летів над хмарами.,Літак пролетів над хмарами.,0.6388888888888888
493,Das Flugzeug ist abgestürzt.,Літак розбився.,Літак впав.,0.25
494,Das Flugzeug wird in einer Stunde abheben.,Літак злетить за годину.,Літак злетить за годину.,0.9921875
495,Das frisch getraute Paar ging Hand in Hand.,"Молоді йшли, узявшись за руки.",Молодша пара пішла рука в руку.,0.0
496,Das Frühstück ist bereitet.,Сніданок готовий.,Сніданок готовий.,0.9375
497,Das Frühstück war sehr gut.,Сніданок був дуже смачний.,Сніданок був дуже хороший.,0.7361111111111112
498,Das funktioniert nie.,Це ніколи не запрацює.,Це ніколи не працює.,0.7361111111111112
499,Das funktioniert nie.,Це ніколи не спрацює.,Це ніколи не працює.,0.7361111111111112
500,Das Gebäude hat ein russischer Architekt gebaut.,Будинок побудовано російським архитектором.,Цей будинок збудував російський архітектор.,0.12195121951219512
501,Das Gebäude wurde von einem russischen Architekten erbaut.,Будинок побудовано російським архитектором.,Цей будинок збудував російський архітектор.,0.12195121951219512
502,Das Gegenteil von unpraktisch ist praktisch.,Антонім до непрактичності - практичність.,Протилежність непрактичності є практичною.,0.10204081632653061
503,Das gehört ihm.,Це його.,Це його.,0.9375
504,Das geht dich nichts an.,Це не твоя справа.,Це не твоя справа.,0.9921875
505,Das geht vorbei.,Це піде у минуле.,Все буде добре.,0.0
506,Das gesamteuropäische Sabantuy 2014 findet am 7. Juni in Riga statt. Die jährliche Organisation dieses nationalen tatarischen Feiertags in den Kulturhauptstädten des Kontinents wird zu einer guten Tradition.,Європейський Сабантуй 2014 року проходить 7 червня в Ризі. Щорічна організація цих татарських національних свят у культурних столицях континенту стає доброю традицією.,Загальна європейська конференція 2014 року проводиться 7 червня в Ризі.,0.2831196581196581
507,Das Geschäft ist gerade gegenüber von meinem Haus.,Крамниця знаходиться просто навпроти мого будинку.,Цей бізнес прямо навпроти мого дому.,0.3125
508,Das Gesetz ist für alle gleich.,Закон один для всіх.,Закон однаковий для всіх.,0.6388888888888888
509,Das Gesicht ist der Spiegel der Seele.,Обличчя - дзеркало душі.,Обличчя - дзеркало душі.,0.9921875
510,Das glaube ich nicht.,Я в це не вірю.,Я так не думаю.,0.20408163265306123
511,Das glaube ich.,"Думаю, так.",Я так думаю.,0.4761904761904762
512,"Das Glück liegt nicht darin, viele Dinge zu besitzen.","Щастя не в тому, щоб володіти багатьма речами.","Щастя полягає не в тому, щоб мати багато речей.",0.5975308641975308
513,Das habe ich als Kind immer gemacht.,Я так робив у дитинстві.,У дитинстві я це робила.,0.5111111111111111
514,Das habe ich von dir gelernt.,Я навчилася цього у тебе.,Я навчився цього від тебе.,0.3
515,Das habe ich wirklich nicht von dir erwartet.,Я такого від тебе дійсно не очікувала.,Я цього не очікував від тебе.,0.4574275362318841
516,Das hast du absichtlich getan!,Ти це спеціально зробив!,Ти це навмисне зробив!,0.6388888888888888
