Unnamed: 0,de,uk,TRANSLATION,BLEURT_Score,Normalized_BLEURT_Score,Percentage_BLEURT_Score,UK
239.0,Bist du am Arbeiten?,Ти на роботі?,Ти працюєш?,0.6228674650192261,0.8406340255772129,84.06340255772129,
240.0,Bist du Amerikaner?,Ти американець?,Ти ж американець?,0.9430096745491028,0.991483090543001,99.1483090543001,
241.0,Bist du an Musik interessiert?,Тебе цікавить музика?,Чи ти цікавишся музикою?,0.7388982772827148,0.895307039682011,89.5307039682011,
242.0,Bist du Atheist?,Ти атеїст?,Ти атеїст?,0.9391169548034668,0.9896488646386276,98.96488646386275,
243.0,Bist du Atheist?,Ти атеїстка?,Ти атеїст?,0.9085597395896912,0.9752504903982379,97.52504903982378,
244.0,Bist du aus den Vereinigten Staaten?,Ти зі Сполучених Штатів?,Ти зі Сполучених Штатів?,0.9464568495750427,0.9931073784811647,99.31073784811647,
245.0,Bist du Ausländer?,Ти іноземець?,Ти іноземець?,0.9276397824287415,0.9842408907144115,98.42408907144114,
246.0,Bist du bei mir?,Ти зі мною?,Ти зі мною?,0.9345285892486572,0.9874868546535004,98.74868546535004,
247.0,Bist du bereit anzufangen?,Готовий починати?,Готовий почати?,0.6227262616157532,0.8405674913909987,84.05674913909988,
248.0,"Bist du bereit, aus dem Haus zu gehen?",Готовий іти надвір?,Ти готовий вийти з дому?,0.5394783020019531,0.8013415583705061,80.13415583705061,
249.0,Bist du Deutscher?,Ти німець?,Ти німець?,0.9379428625106812,0.9890956394803132,98.90956394803132,
250.0,Bist du dick?,Ти гладкий?,Ти товста?,0.15617194771766663,0.6207299319806606,62.072993198066065,
251.0,Bist du eine gute Tänzerin?,Ти добре танцюєш?,Ти гарна танцівниця?,0.5497170686721802,0.8061660030473724,80.61660030473725,
252.0,Bist du ein Einzelkind?,Ти єдина дитина?,Ти одинока дитина?,0.7162845134735107,0.8846515715043377,88.46515715043377,
253.0,Bist du ein guter Tänzer?,Ти добре танцюєш?,Ти хороший танцюрист?,0.8892680406570435,0.9661603590161096,96.61603590161096,
254.0,Bist du ein Mensch?,Ти людина?,Ти людина?,0.9362611770629883,0.9883032395099264,98.83032395099264,
255.0,Bist du ein Vampir?,Ти вампір?,Ти вампір?,0.9448033571243286,0.9923282628797434,99.23282628797435,
256.0,Bist du Engländer?,Ти англієць?,Ти англієць?,0.9424468278884888,0.9912178806145838,99.12178806145839,
257.0,Bist du enttäuscht?,Ти розчарована?,Чи ви розчаровані?,0.9192155599594116,0.9802714482456151,98.0271448245615,
258.0,Bist du es?,Це ти?,Це ти?,0.9247181415557861,0.982864231277662,98.2864231277662,
259.0,Bist du fertig?,Ти готова?,Готовий?,0.21988120675086975,0.6507493479425068,65.07493479425068,
260.0,Bist du fertig?,Ти готовий?,Готовий?,0.7910017967224121,0.9198579016269167,91.98579016269167,
261.0,Bist du gesund?,Ти здорова?,Ти здоровий?,0.7134524583816528,0.8833171243436033,88.33171243436033,
262.0,Bist du gesund?,Ти здоровий?,Ти здоровий?,0.9432121515274048,0.9915784964655715,99.15784964655715,
263.0,"Bist du gewarnt, bist du gewappnet.",Попереджений - означає озброєнний.,"Якщо ти попереджений, ти готовий.",0.20741340517997742,0.6448745955569656,64.48745955569656,
264.0,Bist du heute beschäftigt?,Ти сьогодні зайнятий?,Ти зайнятий сьогодні?,0.9414653778076172,0.9907554272966427,99.07554272966426,
265.0,Bist du heute in die Schule gegangen?,Ти сьогодні ходив до школи?,Ти пішов до школи сьогодні?,0.8809764385223389,0.9622534064436098,96.22534064436098,
266.0,Bist du heute in die Schule gegangen?,Ти сьогодні ходила до школи?,Ти пішов до школи сьогодні?,0.795122504234314,0.9217995539822269,92.17995539822269,
267.0,Bist du hier beschäftigt?,Ти тут зайнята?,Ти тут зайнятий?,0.923335611820221,0.9822127916621122,98.22127916621122,
268.0,Bist du hier beschäftigt?,Ти тут зайнятий?,Ти тут зайнятий?,0.9441225528717041,0.9920074720503056,99.20074720503055,
269.0,Bist du in Australien?,Ти в Австралії?,Ти в Австралії?,0.9438368082046509,0.9918728308984649,99.18728308984649,
270.0,Bist du in Tom verliebt?,Ти закохана у Тома?,Ти закохався в Тома?,0.5366029739379883,0.7999867212481038,79.99867212481038,
271.0,Bist du in Tom verliebt?,Ти закоханий у Тома?,Ти закохався в Тома?,0.47113728523254395,0.7691396862911716,76.91396862911716,
272.0,Bist du Japaner?,Ти японець?,"Ти що, японець?",0.9108531475067139,0.9763311302812949,97.63311302812949,
273.0,Bist du jemals in Afrika gewesen?,Ти колись був у Африці?,Чи ви колись були в Африці?,0.7324997186660767,0.8922920777191193,89.22920777191193,
274.0,Bist du jemals in Afrika gewesen?,Ти колись була в Африці?,Чи ви колись були в Африці?,0.9539976119995117,0.9966605399419127,99.66605399419127,
275.0,Bist du Marys Ehemann?,Ти чоловік Мері?,Ти чоловік Мері?,0.9506523609161377,0.9950842779465208,99.50842779465208,
276.0,Bist du mit deinen Hausaufgaben fertig?,Ти вже доробив домашнє завдання?,Ти закінчив домашні завдання?,0.7570815682411194,0.9038748959578333,90.38748959578334,
277.0,Bist du mit den Hausaufgaben fertig?,Ти вже доробив домашнє завдання?,Ти закінчив домашнє завдання?,0.7525886297225952,0.9017578506126931,90.17578506126931,
278.0,Bist du nervös?,Ти нервуєш?,Ти нервуєш?,0.9520134925842285,0.9957256349226232,99.57256349226232,
279.0,Bist du nicht Toms Mutter?,Хіба ти не мама Тома?,Хіба ти не мати Тома?,0.9401581287384033,0.990139459473912,99.0139459473912,
280.0,Bist du nicht Tom?,Хіба ти не Том?,Хіба ти не Том?,0.9367620944976807,0.9885392687631741,98.85392687631742,
281.0,Bist du noch immer müde?,Ти все ще сонний?,Ти все ще втомився?,0.4435308575630188,0.7561317052220433,75.61317052220433,
282.0,Bist du noch verheiratet?,Ти все ще одружена?,Ти все ще одружений?,0.7554910182952881,0.9031254384824746,90.31254384824746,
283.0,Bist du schlechter Laune?,В тебе поганий настрій?,Чи в тебе поганий настрій?,0.9395812153816223,0.9898676214036854,98.98676214036854,
284.0,Bist du schon mal in Indien gewesen?,Ти колись бував у Індії?,Ти коли-небудь був у Індії?,0.9156343936920166,0.9785840244481819,97.8584024448182,
285.0,Bist du sicher?,Ти впевнений?,Ти впевнена?,0.585208535194397,0.8228893665395,82.28893665394999,
286.0,Bist du stolz auf deinen Vater?,Ти пишаєшся своїм батьком?,Ти пишаєшся своїм батьком?,0.9456485509872437,0.9927265130952423,99.27265130952424,
287.0,Bist du traurig?,Тобі сумно?,Ти засмучений?,0.5585551261901855,0.8103304420779607,81.03304420779607,
288.0,Bist du übelgelaunt?,В тебе поганий настрій?,Ти погано себе почуваєш?,0.618199348449707,0.8384344373982678,83.84344373982678,
289.0,Bist du über achtzehn?,Ти старше 18?,Тобі більше вісімнадцять?,-0.5599157214164734,0.2833137709532133,28.33137709532133,
290.0,Bist du Übersetzer?,Ти перекладач?,Чи ви перекладач?,0.8767708539962769,0.9602717605546699,96.027176055467,
291.0,Bist du Vegetarierin?,Ти вегетаріанка?,Ти вегетаріанка?,0.9439054727554321,0.9919051852178058,99.19051852178058,
292.0,Bist du verheiratet?,Ти заміжня?,Чи ви є одружені?,0.35042357444763184,0.7122601188414592,71.22601188414592,
293.0,Bist du zehn Jahre alt?,Тобі десять років?,Тобі десять років?,0.9403464198112488,0.9902281810839798,99.02281810839798,
294.0,Bist du zurückgekommen?,Ти повернувся?,Ти повернувся?,0.9489734172821045,0.9942931699020798,99.42931699020798,
295.0,Bitte beantworten Sie diese Frage für mich.,"Будь-ласка, дай мені відповідь на це запитання.","Будь ласка, дайте мені відповідь на це запитання.",0.9284967184066772,0.9846446737432004,98.46446737432004,
296.0,Bitte beeil dich!,"Будь ласка, поквапся!","Будь ласка, поквапся!",0.939644455909729,0.9898974199564812,98.98974199564812,
297.0,Bitte bleiben Sie sitzen.,"Будь ласка, не вставайте.","Будь ласка, залишайтеся на місці.",0.5374507904052734,0.8003862072188553,80.03862072188554,
298.0,Bitte entferne den Kommentar.,"Видалiть коментар, будь-ласка.","Будь ласка, вилучіть цей коментар.",0.6595890522003174,0.8579370144535058,85.79370144535058,
299.0,"Bitte entschuldigen Sie, aber ich glaube das ist mein Platz.","Перепрошую, але я думаю, що це моє місце.","Прошу вибачення, але я вірю, що це моє місце.",0.7548096179962158,0.9028043667995703,90.28043667995703,
300.0,Bitte entschuldigen Sie mein Zuspätkommen.,Перепрошую за запізнення.,"Вибачте, що турбую вас.",0.11358796060085297,0.6006646158559307,60.06646158559307,
301.0,Bitte erlauben Sie mir zu gehen.,"Будь ласка, дозвольте мені піти.","Будь ласка, дайте мені піти.",0.9249163866043091,0.9829576431406203,98.29576431406203,
302.0,Bitte komm in drei Tagen.,"Будь ласка, прийди за три дні.","Будь ласка, заходь через три дні.",0.8951066732406616,0.9689114872325699,96.89114872325699,
303.0,"Bitte, mach dir keine Sorgen.","Не турбуйся, будь ласка.","Будь ласка, не хвилюйся.",0.8731405735015869,0.9585611944315969,95.8561194431597,
304.0,Bitte nehmen Sie Platz!,"Сідайте, будь ласка!","Сідайте, будь ласка.",0.9320756196975708,0.9863310302974609,98.6331030297461,
305.0,Bitte nicht im Klassenzimmer rennen.,"Будь-ласка, не бігай у класі.","Будь ласка, не біжіть у класі.",0.9014744758605957,0.9719119571565901,97.191195715659,
306.0,Bitte öffnen Sie ihre Tasche.,"Відкрийте сумку, будь ласка.","Будь ласка, відкрийте свою сумку.",0.9366145133972168,0.9884697294448684,98.84697294448685,
307.0,Bitte öffnen Sie seine Tasche.,"Відкрийте сумку, будь ласка.","Будь ласка, відкрийте його сумку.",0.9360110759735107,0.9881853933953825,98.81853933953825,
308.0,Bitte rufen Sie ihn an.,"Зателефонуйте йому, будь ласка.","Будь ласка, подзвоніть йому.",0.40480196475982666,0.7378828861266139,73.78828861266139,
309.0,Bitte schön.,Нема за що.,Ось.,-1.1611835956573486,0.0,0.0,
310.0,Bitte sende es mir per Fax.,"Відправ мені це факсом, будь ласка.","Будь ласка, відправте мене факсом.",0.8792890310287476,0.9614583102799447,96.14583102799446,
311.0,Bitte singe ein Lied.,"Заспівай пісню, будь ласка.","Будь ласка, заспівай пісню.",0.9483551979064941,0.9940018686866248,99.40018686866247,
312.0,Bitte sprechen Sie langsamer.,"Будь ласка, розмовляйте повільніше.","Будь ласка, помовч повільніше.",0.8650674819946289,0.9547572027399166,95.47572027399166,
313.0,Bitte stehen Sie nicht auf.,"Не вставайте, будь ласка.","Будь ласка, не встаньте.",0.7468037009239197,0.8990320272935646,89.90320272935645,
314.0,Bitte steh nicht auf.,"Не вставай, будь ласка.","Будь ласка, не вставай.",0.9417835474014282,0.9909053468770611,99.09053468770611,
315.0,Bitte steht nicht auf.,"Не вставайте, будь ласка.","Будь ласка, не впадайте у відчай.",0.8680034875869751,0.9561406307452087,95.61406307452087,
316.0,"Bitte Tom, nicht auf mich zu warten!",Попроси Тома не чекати на мене.,"Будь ласка, Томе, не чекайте на мене!",0.8551030158996582,0.9500620068283342,95.00620068283342,
317.0,"Bitte, trink etwas!",Випийте щось.,"Будь ласка, випий щось!",0.4663773775100708,0.7668968466783854,76.68968466783855,
318.0,Bitte übersetzen Sie diesen japanischen Text ins Französische.,"Перекладіть цей японський текст на французьку, будь ласка.","Будь ласка, перетворіть цей японський текст на французьку.",0.8764654994010925,0.9601278793237813,96.01278793237813,
319.0,Bitte verbinden Sie mich mit Herrn Smith.,"З'єднайте мене з паном Смітом, будь ласка.",Прошу зв'язати мене з паном Смітом.,0.2684940695762634,0.6736554336888676,67.36554336888676,
320.0,Bitte weine nicht.,"Не плач, будь ласка.","Будь ласка, не плач.",0.9447141885757446,0.9922862472011548,99.22862472011548,
321.0,Bitte zeigen Sie mir diese Fotos.,"Будьте ласкаві, покажіть мені ці фотографії.","Будь ласка, покажіть мені ці фотографії.",0.9152169227600098,0.9783873146802444,97.83873146802445,
322.0,Bleibt Tom zum Abendessen?,Том залишиться на вечерю?,Том залишається на вечерю?,0.9412370920181274,0.9906478604189727,99.06478604189726,
323.0,Blinde glauben nicht an die Liebe auf den ersten Blick.,Сліпі не вірять у кохання з першого погляду.,Сліпі не вірять у кохання на перший погляд.,0.939537763595581,0.9898471471859774,98.98471471859774,
324.0,"Bob aß die Schnecke, dann erbrach er sich.","Боб з'їв равлика, потім виригав.","Боб з'їв слимак, а потім зламався.",0.6458531618118286,0.851464746317983,85.1464746317983,
325.0,Bob hat mir geholfen.,Боб мені допоміг.,Боб допоміг мені.,0.9445351362228394,0.9922018788198178,99.22018788198179,
326.0,Bob war sehr glücklich.,Боб був дуже щасливий.,Боб був дуже щасливий.,0.9523125290870667,0.9958665391067669,99.58665391067669,
327.0,Boston ist langweilig.,Бостон нудний.,Бостон нудний.,0.938761293888092,0.9894812793751662,98.94812793751662,
328.0,Boston verändert sich.,Бостон змінюється.,Бостон змінюється.,0.9413806796073914,0.9907155180190529,99.07155180190529,
329.0,Bratislava ist die Hauptstadt der Slowakei.,Братислава - столиця Словаччини.,Братіслава — столиця Словаччини.,0.8816629648208618,0.962576893466326,96.2576893466326,
330.0,Brauchen Sie einen Krankenwagen?,Вам потрібна швидка допомога?,Вам потрібна швидка допомога?,0.9407012462615967,0.9903953731525881,99.03953731525881,
331.0,Brauchen Sie Geld?,Вам потрібні гроші?,Вам потрібні гроші?,0.9440650939941406,0.9919803977761349,99.19803977761349,
332.0,Brauchen wir einen Plan B?,"Ми потребуємо плану ""Б""?",Нам потрібен план Б?,0.34593629837036133,0.7101457416042507,71.01457416042507,
333.0,Brauchen wir einen Plan B?,"Нам потрібний план ""Б""?",Нам потрібен план Б?,0.5633245706558228,0.8125777753462109,81.25777753462108,
334.0,Brauchst du meine Hilfe noch?,Тобі все ще потрібна моя допомога?,Тобі потрібна моя допомога?,0.6103420853614807,0.8347321427468075,83.47321427468076,
335.0,Brauchst du unsere Hilfe?,Тобі потрібна наша допомога?,Тобі потрібна наша допомога?,0.9416675567626953,0.99085069279248,99.08506927924799,
336.0,Brauchst du viel Geld?,Тобі потрібно багато грошей?,Тобі потрібні великі гроші?,0.8434619903564453,0.9445768262861769,94.45768262861769,
337.0,Braucht ihr einen Krankenwagen?,Вам потрібна швидка?,Вам потрібна швидка допомога?,0.8503037691116333,0.9478006308867589,94.78006308867589,
338.0,Braucht ihr einen Krankenwagen?,Вам потрібна швидка допомога?,Вам потрібна швидка допомога?,0.9407012462615967,0.9903953731525881,99.03953731525881,
339.0,Brian hat einen Lippenstift für Kate gekauft.,Брайан купив для Кейт губну помаду.,Браян купив для Кейт губну помадку.,0.9471480846405029,0.9934330842462662,99.34330842462661,
340.0,Brich niemals dein Versprechen!,Ніколи не порушуй своєї обіцянки.,Ніколи не роби обіцянь!,0.42976832389831543,0.7496468829365679,74.96468829365679,
341.0,Bringen Sie mir etwas kaltes Wasser.,Принесіть мені холодної води.,Принесіть мені трохи холодної води.,0.952224850654602,0.9958252255618445,99.58252255618444,
342.0,Bring es mir.,Принеси його мені.,Принеси.,-0.09234587848186493,0.5036298414784396,50.36298414784396,
343.0,"Bring mir etwas Wasser, aber schnell!","Принеси мені води, швиденько.","Принеси мені трохи води, але швидко!",0.783373236656189,0.916263370450553,91.6263370450553,
344.0,Bronislaw ist 18 Jahre alt.,Броніславу вісімнадцять років.,Бронніслоу 18 років.,0.18736609816551208,0.6354284262353537,63.542842623535364,
345.0,"Brustschwimmen kann ich, aber Rückenschwimmen nicht.","Я можу плисти на животі, але не на спині.","Я можу плавати по грудях, але спина не плаває.",0.7664766311645508,0.908301792552867,90.83017925528671,
346.0,Bulgarien ist ein wunderschönes Land.,Болгарія - прекрасна країна.,Болгарія - це чудова країна.,0.952011227607727,0.9957245676794505,99.57245676794506,
347.0,Butter macht man aus Milch.,Масло роблять з молока.,Виготовлення масла з молока.,0.7430301904678345,0.8972539720824914,89.72539720824913,
348.0,Butter wird aus Milch gemacht.,Масло роблять з молока.,масло виготовляють з молока.,0.8842281699180603,0.9637856025301078,96.37856025301078,
349.0,Carol hat Kopfweh.,У Керол болить голова.,У Керол голова болить.,0.94898921251297,0.9943006125189422,99.43006125189422,
350.0,Caty ist lesbisch.,Кеті лесбіянка.,Кеті лесбійка.,0.846608579158783,0.946059479821184,94.6059479821184,
351.0,Champagner wird aus Frankreich importiert.,Шампанське імпортують із Франції.,Шампанське імпортують з Франції.,0.9234066009521484,0.9822462413099725,98.22462413099726,
352.0,China ist das größste Land Asiens.,Китай - найбільша країна в Азії.,Китай є найжорстокішою країною Азії.,0.6916926503181458,0.8730640349273865,87.30640349273865,
353.0,China ist das größte Land in Asien.,Китай - найбільша країна в Азії.,Китай - найбільша країна Азії.,0.9068067073822021,0.9744244722679108,97.44244722679109,
354.0,China ist ein großes Land.,Китай - велика країна.,Китай є великою країною.,0.6010337471961975,0.8303461103311498,83.03461103311498,
355.0,China ist größer als Japan.,"Китай більший, ніж Японія.",Китай більший за Японію.,0.8585106134414673,0.9516676460963222,95.16676460963221,
356.0,Christiano Ronaldo ist ein Fußballspieler.,Кріштіану Роналду - футболіст.,Крістіано Рональдо - футболіст.,0.9551899433135986,0.997222359216302,99.7222359216302,
357.0,Christoph Kolumbus entdeckte Amerika im Jahre 1492.,Христофор Колумб відкрив Америку в 1492 році.,Христофор Колумб відкрив Америку в 1492 р.,0.8565170764923096,0.9507283035922619,95.07283035922619,
358.0,"Christoph Kolumbus fand einst den Heiligen Gral, warf ihn aber weg, weil ihm die Farbe nicht gefiel.","Христофор Колумб якось знайшов Святий Грааль, але викинув його, бо йому не сподобався колір.","Христофор Колумб колись знайшов священний Грааль, але вигнав його, бо той не любив фарби.",0.6263722777366638,0.8422854720455872,84.22854720455872,
359.0,Computer machen die Leute dumm.,Комп'ютери роблять із людей ідіотів.,Комп'ютери роблять людей дурними.,0.43039506673812866,0.749942200356594,74.9942200356594,
360.0,Computer machen Menschen dumm.,Комп'ютери роблять із людей ідіотів.,Комп’ютери роблять людей дурними.,0.428710401058197,0.7491483961188747,74.91483961188747,
361.0,Coolidge hat die Wahl im Jahre 1924 spielend gewonnen.,Кулідж легко переміг на виборах у 1924 році.,Круїд виграв вибір у 1924 році.,0.332894504070282,0.7040005273304687,70.40005273304686,
362.0,Cristiano Ronaldo ist ein Fußballspieler.,Кріштіану Роналду - футболіст.,Крістіно Рональдо - футболіст.,0.9486808180809021,0.9941552989353744,99.41552989353744,
363.0,Cristiano Ronaldo ist Fußballer.,Кріштіану Роналду - футболіст.,Крістіно Рональдо - футболіст.,0.9486808180809021,0.9941552989353744,99.41552989353744,
364.0,"Da du gekocht hast, kümmere ich mich um den Abwasch.","Оскільки ти готувала, я помию посуд.","Тому що ти готувала, я потурбуюся про миття посуду.",0.4768645763397217,0.7718383510800894,77.18383510800894,
365.0,Da fehlt eine Seite.,Не вистачає сторінки.,Там немає сторінки.,0.6902034878730774,0.8723623506266796,87.23623506266796,
366.0,Dafür bin ich zu alt.,Я для цього занадто стара.,Я занадто старий для цього.,0.8881688714027405,0.9656424371385346,96.56424371385346,
367.0,Da hängt ein Schatten über mir.,Наді мною нависла тінь.,Наді мною нависла тінь.,0.9474873542785645,0.9935929460393988,99.35929460393989,
368.0,Da ist eine Katze auf dem Stuhl.,На стільці є кіт.,Там кіт на стільці.,0.9430831670761108,0.9915177197754206,99.15177197754205,
369.0,Da ist eine weiße Taube auf dem Dach.,На даху сидить білий голуб.,На даху є біла голубка.,0.5024553537368774,0.7838965699815502,78.38965699815502,
370.0,Da ist ein Hund an der Tür.,Біля дверей стоїть пес.,Там собака біля дверей.,0.4702762961387634,0.7687339934588104,76.87339934588104,
371.0,Damals waren wir jünger.,Тоді ми були молодші.,Тоді ми були молодшими.,0.9584131836891174,0.9987411305071011,99.87411305071011,
372.0,Damals war Mary Toms Freundin.,Мері тоді була дівчиною Тома.,У той час Мері Том була подругою.,0.9141242504119873,0.9778724541054542,97.78724541054542,
373.0,Damals war Tom mein einziger Freund.,На той час Том був моїм єдиним другом.,Тоді Том був моїм єдиним другом.,0.4665958881378174,0.7669998075592047,76.69998075592048,
374.0,Damit hat Tom nicht gerechnet.,Том цього не очікував.,Том цього не сподівався.,0.6192712783813477,0.8389395242724238,83.89395242724238,
375.0,Daniela hat mich zu Hause angerufen.,Даніела зателефонувала мені додому.,Даніела подзвонила мені додому.,0.7014333009719849,0.8776537703622976,87.76537703622976,
376.0,Dank dir habe ich meinen Appetit verloren.,Через тебе я втратив апетит.,Завдяки тобі я втратила апетит.,0.560162365436554,0.8110877634503815,81.10877634503815,
377.0,„Danke!“ – „Bitte!“,"Дякую. - ""Прошу"".",« Дякую! » — « Будь ласка! »,-0.0022963136434555054,0.546060649575872,54.60606495758719,
378.0,"Danke, das ist alles.","Дякую, це все.","Дякую, це все.",0.9174391031265259,0.9794343925740546,97.94343925740546,
379.0,"Danke, dass Sie mich eingeladen haben.","Дякую, що запросили мене!","Дякую, що запросили мене.",0.9114665985107422,0.9766201846690181,97.66201846690181,
380.0,Danke für das Kompliment!,Дякую за комплімент.,Дякую за комплімент!,0.9370409846305847,0.9886706801001501,98.86706801001502,
381.0,Danke für das wunderbare Essen.,Дякую за чудову їжу.,Дякую за чудову їжу.,0.9453743696212769,0.9925973205006516,99.25973205006517,
382.0,Danke für deine Antwort.,Дякую за відповідь.,Дякую за відповідь.,0.948792576789856,0.9942079589603434,99.42079589603435,
383.0,Danke für deine Erklärung.,Дякую за пояснення.,Дякую за пояснення.,0.9412010908126831,0.990630896869596,99.0630896869596,
384.0,Danke für deine freundlichen Worte!,Дякую за добрі слова.,Дякую за ваші добрі слова!,0.8514270782470703,0.9483299273297272,94.83299273297273,
385.0,Danke für deine Geduld!,Дякую тобі за терпіння.,Дякую за терпіння.,0.9256009459495544,0.983280203346897,98.3280203346897,
386.0,Danke für dein Geschenk.,Дякую тобі за подарунок.,Дякую за подарунок.,0.7785419225692749,0.9139868845924799,91.39868845924799,
387.0,Danke für die Blumen!,Дякую за квіти.,Дякую за квіти.,0.948139488697052,0.9939002278170979,99.39002278170979,
388.0,"Danke für die Hilfe. ""Keine Ursache.""",«Дякую за допомогу.» «Нема за що.»,"Дякую за допомогу. ""Немає причини"".",0.4004124402999878,0.7358145688579116,73.58145688579117,
389.0,Danke für die Pizza!,Дякуємо за піцу.,Дякую за піцу.,0.9339901804924011,0.9872331597172098,98.72331597172098,
390.0,Danke für die Praline. Sie war köstlich.,Дякую за шоколад. Він був смачним.,"Дякую за цукерку, вона була смачна.",0.573166012763977,0.8172150031023074,81.72150031023074,
391.0,Danke für Ihre freundlichen Worte!,Дякую за добрі слова.,Дякую за ваші добрі слова!,0.8514270782470703,0.9483299273297272,94.83299273297273,
392.0,Danke für Ihre Geduld.,Дякуємо вам за терпіння.,Дякую за терпіння.,0.5986573696136475,0.8292263756455557,82.92263756455557,
393.0,Danke fürs Schreiben.,"Дякую за те, що написали.","Дякую, що написав.",0.6979506611824036,0.876012771642877,87.60127716428771,
394.0,„Danke!“ – „Keine Ursache!“,"Дякую. - ""Прошу"".",« Дякую! » — « Немає причини! »,0.0003586411476135254,0.5473116481503721,54.73116481503722,
395.0,„Danke!“ – „Keine Ursache!“,"Спасибі. - ""Нема за що"".",« Дякую! » — « Немає причини! »,0.034238189458847046,0.5632754855703668,56.32754855703668,
396.0,„Danke!“ – „Nichts zu danken!“,"Спасибі. - ""Нема за що"".",« Дякую! » — « Нічого не дякувати! »,-0.3179839849472046,0.39731053597064475,39.731053597064474,
397.0,Danke schön.,Щиро дякую!,Дякую.,0.15770062804222107,0.6214502368661966,62.14502368661966,
398.0,Danke trotzdem.,"У будь якому разі, дякую.",Дякую.,-0.4748784303665161,0.3233828260801428,32.33828260801428,
399.0,Danke!,Дякуємо!,Дякую.,0.18237540125846863,0.6330768401603382,63.30768401603382,
400.0,Danke!,Дякую!,Дякую.,0.7752728462219238,0.9124465156701068,91.24465156701068,
401.0,Danke.,Дякую!,Дякую.,0.7752728462219238,0.9124465156701068,91.24465156701068,
402.0,Danke.,Дякую.,Дякую.,0.9373334646224976,0.9888084948961623,98.88084948961622,
403.0,Dank seiner Mutter wurde er berühmt.,Він став відомим завдяки матері.,Завдяки своїй матері він став відомим.,0.9499142169952393,0.9947364690136056,99.47364690136055,
404.0,Dann eilte sie nach Hause.,А потім вона поквапилася додому.,Потім вона побігла додому.,0.47141551971435547,0.7692707886893344,76.92707886893344,
405.0,Dann fangen wir an.,"Ну, тоді розпочнімо.",Тоді почнемо.,0.3827437162399292,0.7274891733797199,72.74891733797199,
406.0,Dann haben wir ein Problem...,Тоді ми маємо проблему...,Тоді у нас є проблема...,0.4221198558807373,0.746042971254423,74.6042971254423,
407.0,Dann komme ich später wieder.,Тоді я повернуся пізніше.,Тоді я повернуся пізніше.,0.9451076984405518,0.992471666659739,99.2471666659739,
408.0,Dann komme ich später wieder.,Тоді я прийду пізніше.,Тоді я повернуся пізніше.,0.9117973446846008,0.9767760302575798,97.67760302575797,
409.0,Dann legte er sich auf das gleiche Bett.,Він тоді лежав на тому ж ліжку.,Потім він ліг на те ж ліжко.,0.8850162625312805,0.9641569469835158,96.41569469835159,
410.0,Dann zögern Sie nicht.,Тож не вагайтеся.,Тоді не вагайтеся.,0.9392423629760742,0.9897079562079794,98.97079562079793,
411.0,Danzig ist die größte Stadt im Norden Polens.,Гданськ - найбільше місто на півночі Польщі.,Данціг - це найбільше місто на півночі Польщі.,0.9360032677650452,0.9881817142149714,98.81817142149714,
412.0,Darf ich deinen Kuli benutzen?,Можна скористатися твоєю ручкою?,Можна скористатися твоєю кулею?,0.7351915836334229,0.8935604681445326,89.35604681445326,
413.0,Darf ich den Fernseher ausschalten?,Можна мені вимкнути телевізор?,Можна вимкнути телевізор?,0.9154337644577026,0.9784894891713576,97.84894891713576,
414.0,Darf ich den Fernseher ausschalten?,Можна я вимкну телевізор?,Можна вимкнути телевізор?,0.8803218603134155,0.9619449731666981,96.19449731666981,
415.0,Darf ich dich Tom nennen?,Можна я буду називати тебе Томом?,Можна називати тебе Томом?,0.6246191263198853,0.8414593977445669,84.14593977445669,
416.0,Darf ich dich unterbrechen?,Можна тебе перебити?,Можна тебе перервати?,0.9340059161186218,0.9872405742487254,98.72405742487254,
417.0,Darf ich dir jetzt etwas zu trinken anbieten?,Я можу тобі запропонувати щось зараз випити?,Можна запропонувати тобі випити?,0.2884601056575775,0.683063308640322,68.3063308640322,
418.0,Darf ich es noch einmal machen?,Можу я це зробити ще раз?,Можна мені повторити ще раз?,0.5556871294975281,0.8089790594531963,80.89790594531962,
419.0,Darf ich etwas sagen?,Можна мені щось сказати?,Можна мені щось сказати?,0.9379088878631592,0.9890796308327227,98.90796308327226,
420.0,Darf ich euer Telefon benutzen?,Можна мені скористатися вашим телефоном?,Можна Ваш телефон?,0.002444222569465637,0.5482943614509969,54.829436145099685,
421.0,"Darf ich fragen, wie alt du bist?","Можна мені запитати, скільки тобі років?","Я можу запитати, скільки тобі років?",0.7976499795913696,0.9229904850215791,92.29904850215792,
422.0,"Darf ich fragen, wie alt du bist?","Можна поцікавитися, скільки тобі років?","Я можу запитати, скільки тобі років?",0.649368405342102,0.8531211077220211,85.3121107722021,
423.0,"Darf ich fragen, wie alt Sie sind?","Можу я запитати, скільки вам років?","Я можу запитати, скільки вам років?",0.9399569034576416,0.9900446433436212,99.00446433436213,
424.0,Darf ich hier rauchen?,Чи можу я тут курити?,Можна палити тут?,0.410541832447052,0.7405874769236749,74.05874769236749,
425.0,"Darf ich Ihnen helfen, gnädige Frau?","Чи можу вам чимось допомогти, пані?","Я можу вам допомогти, ваша милість?",0.7652514576911926,0.9077244982524736,90.77244982524736,
