Unnamed: 0,DE,EN,TRANSLATION,BLEU_Score,avg
333,Worum ging es da eben?,What was that about back there?,What was it all about?,7.629999090858336e-155,0.18881730579723205
334,- Sehr gern.,- Right sir.,- Very gladly.,1.384292958842266e-231,0.18881730579723205
335,- Ich möchte nicht gehen.,- I do not wish to go.,- I don't want to go.,6.313993041533344e-78,0.18881730579723205
336,Ich habe gebadet.,- I was taking a bath.,I have bathed.,5.092529201164552e-232,0.18881730579723205
337,Das finde ich gut.,I like that.,I think that's good.,1.4488496539373276e-231,0.18881730579723205
338,"Ja, vielleicht.","Yeah, maybe.","Yeah, maybe.",1.491668146240062e-154,0.18881730579723205
339,Führen Sie vor jeder Injektion einen Sicherheitstest durch.,A safety test must be performed before each injection.,Perform a safety test before each injection.,6.346107956797557e-78,0.18881730579723205
340,Ich habe diesen Witz geschrieben.,I wrote that joke.,I wrote this joke.,1.0547686614863434e-154,0.18881730579723205
341,Zurück,Prev,Back to top,0.0,0.18881730579723205
342,Diese Verordnung ist in allen ihren Teilen verbindlich und gilt unmittelbar in jedem Mitgliedstaat.,This Regulation shall be binding in its entirety and directly applicable in all Member States.,This Regulation shall be binding in its entirety and directly applicable in all Member States.,1.0,0.18881730579723205
343,Was machen Sie hier drin?,What're you doing in here?,What are you doing in here?,0.6434588841607617,0.18881730579723205
344,"Ja, ich glaube...","Actually, yes.","Yes, I think...",1.384292958842266e-231,0.18881730579723205
345,4.9 Überdosierung,4.9 Overdose,4.9 Overdose,1.491668146240062e-154,0.18881730579723205
346,Macht Laune!,Love it!,Have a good time!,0.0,0.18881730579723205
347,- Jetzt soll ich mich also besser fühlen?,That's supposed to make me feel better?,- So now I should feel better?,3.940055059819774e-78,0.18881730579723205
348,Guten Morgen liebe Pan-Gemeinde!,"Good morning, bread lovers!",Good morning dear Pan-Community!,9.53091075863908e-155,0.18881730579723205
349,"Sind Sie nicht hier, um zu kellnern?",Aren't you here to waitress?,Are you not here to work as a waiter?,7.241926111174567e-155,0.18881730579723205
350,Was soll ich machen?,What can I do?,What should I do?,7.380245217279165e-78,0.18881730579723205
351,Ich liebe Hunde.,I love dogs.,I love dogs.,1.2213386697554703e-77,0.18881730579723205
352,Ich kann nicht!,I can't do it.,I can not!,7.107197028258987e-232,0.18881730579723205
353,Es ist nicht von dir.,It's not yours.,It is not of you.,1.4488496539373276e-231,0.18881730579723205
354,Mein Leben?,You want my life?,My life?,6.2705618118895185e-78,0.18881730579723205
355,Die Aussprache ist geschlossen.,The debate is closed.,The debate is closed.,1.0,0.18881730579723205
356,"Nomenklatur der Länder gemäß der Verordnung (EG) Nr. 1833/2006 der Kommission (ABl. L 354 vom 14.12.2006, S. 19).","Country nomenclature as fixed by Commission Regulation (EC) No 1833/2006 (OJ L 354, 14.12.2006, p. 19).","Nomenclature of countries referred to in Commission Regulation (EC) No 1833 / 2006 (OJ L 354, 14.12.2006, p. 19).",0.5102002548573253,0.18881730579723205
357,BEZEICHNUNG DES ARZNEIMITTELS UND ART(EN) DER ANWENDUNG,NAME OF THE MEDICINAL PRODUCT AND ROUTE(S) OF ADMINISTRATION,Name of the medicinal product and method (s) of administration,0.7348889200874658,0.18881730579723205
358,"Ja, genau. - Das sollten wir feiern und ""Freundinnen"" gucken.",We should celebrate by watching Beaches.,"Yes, exactly. - We should celebrate this and watch ""girlfriends.""",3.1712496890592535e-78,0.18881730579723205
359,Mochtest du etwas?,Would you like anything?,Did you like something?,9.283142785759642e-155,0.18881730579723205
360,Sehr viel sogar.,A lot of art.,Very much even.,0.0,0.18881730579723205
361,Ich war an einem Samstagabend mal so deprimiert...,I was really depressed one Saturday night about 9:00--,I was so depressed on a Saturday night...,7.551819280284158e-155,0.18881730579723205
362,Wie geht es Ihnen?,How you doing?,How are you doing?,7.380245217279165e-78,0.18881730579723205
363,- Selbstverständlich.,- Certainly.,- Of course.,1.384292958842266e-231,0.18881730579723205
364,Ich hab was Neues entdeckt.,I found something new.,I discovered something new.,1.0547686614863434e-154,0.18881730579723205
365,"Ja, natürlich.","Yeah, I do.","Yes, of course.",0.0,0.18881730579723205
366,"Zuletzt geändert durch die Verordnung (EG) Nr. 806/2003 (ABl. L 122 vom 16.5.2003, S. 1).","Directive as last amended by Regulation (EC) No 806/2003 (OJ L 122, 16.5.2003, p. 1).","Regulation as last amended by Regulation (EC) No 806 / 2003 (OJ L 122, 16.5.2003, p. 1).",0.7098232254187811,0.18881730579723205
367,"- Tut mir leid, das hätte ich nicht sagen sollen.",I'm sorry I shouldn't have said that.,"- I'm sorry, I shouldn't have said that.",0.8801117367933934,0.18881730579723205
368,- Michelle.,"It's all right, baby.",and Michelle.,0.0,0.18881730579723205
369,Was genau?,Which part?,What exactly?,1.384292958842266e-231,0.18881730579723205
370,Mittel 2005 _BAR_ Mittel 2004 _BAR_ Ausgaben 2003 _BAR_,Appropriations 2005 _BAR_ Appropriations 2004 _BAR_ Outturn 2003 _BAR_,Appropriate 2005 BAR Appropriate 2004 BAR Expenses 2003 BAR,1.384292958842266e-231,0.18881730579723205
371,"Bin oft hier gewesen, als wir Partner waren.","Came here often, when we were partners.",I've been here many times when we were partners.,0.2777619034011791,0.18881730579723205
372,Das ist abstoßend.,That's appalling.,This is repulsive.,0.0,0.18881730579723205
373,"Seine engsten Vertrauten meinen, er hat den ersten Jedi-Tempel gesucht.",People that knew him best... think he went looking for the first Jedi temple.,His closest confidants say he was looking for the first Jedi Temple.,0.36705048206502094,0.18881730579723205
374,Wir wollen nur mit dem Kerl reden.,All we wanna do is talk to the guy.,We just want to talk to this guy.,6.005740822548667e-155,0.18881730579723205
375,Warten Sie.,Wait.,Wait for it.,1.384292958842266e-231,0.18881730579723205
376,"Ich habe doch gesagt, sie ist hübsch!",I told you she was pretty,I told you she is beautiful!,0.5081327481546147,0.18881730579723205
377,"Um euch zu sagen, dass der Schöpfer eine neue Prophezeiung über den Sucher gesandt hat.",To tell you that the Creator has sent a new Prophecy about the Seeker.,To tell you that the Creator has sent a new prophecy about the seeker.,1.0,0.18881730579723205
378,Schafft ihn weg!,Get him out of here.,Take him away!,7.107197028258987e-232,0.18881730579723205
379,"Ich bin geneigt zu glauben, dass er unschuldig ist.",I'm inclined to think he's innocent.,I am inclined to believe that he is innocent.,7.657404561915943e-155,0.18881730579723205
380,Und Sie.,And you.,"And you. """,1.133422688662942e-154,0.18881730579723205
381,Vergiss es!,Forget it.,Forget about it!,1.646211035903463e-231,0.18881730579723205
382,- Du bist ein Genie.,- You're a genius.,- You are a genius.,1.1862800137389335e-154,0.18881730579723205
383,ERTEILUNG DER GENEHMIGUNG,APPROVAL GRANTED,Granting of authorisation,0.0,0.18881730579723205
384,Aber ich will nichts mehr mit dir zu tun haben.,But I don't want to know you either.,But I want nothing more to do with you.,8.014508691042773e-155,0.18881730579723205
385,"Wir dachten, wir hätten ihn getötet.","I thought Ray and I killed him, but we didn't.",We thought we had killed him.,3.917372151449784e-155,0.18881730579723205
386,Wir können rein.,Good to go.,We can enter.,0.0,0.18881730579723205
387,Du hast mir das Leben gerettet.,For saving my life.,You have saved my life.,8.38826642100846e-155,0.18881730579723205
388,"Gab mir gute Rückmeldungen, einige Funktionswünsche, Bereinigungen und Designverbesserungen und war jemand, mit dem ich mich über IRC unterhalten konnte:)","Gave me some good feedback on Kig, some feature requests, cleanups and style fixes, and someone to chat with on irc:)","Gave me good feedback, some feature requests, cleanups and design improvements and was someone I could talk to about IRC:)",0.25984882476296983,0.18881730579723205
389,Hast du das verstanden?,Do you understand?,Do you understand that?,7.380245217279165e-78,0.18881730579723205
390,- Bleib weg!,Stay away!,- Stay away!,1.133422688662942e-154,0.18881730579723205
391,Ich sage gar nichts.,I'm not saying anything.,I don't say anything.,1.4488496539373276e-231,0.18881730579723205
392,Ich weiß nicht so ganz.,I don't know that I can.,I don't know so much.,0.43012508513132625,0.18881730579723205
393,Sie war auch in meinen Sitzungen ein Thema.,She has come up in a number of my sessions as well.,It was also a topic in my meetings.,8.647068503442337e-232,0.18881730579723205
394,"Gestern hat Kommissar Rehn dem Parlament erläutert, wie die Verhandlungen mit der Türkei ausgestaltet werden.","Yesterday, Commissioner Rehn explained to this House the shape that negotiations with Turkey will take.",Yesterday Commissioner Rehn explained to Parliament how the negotiations with Turkey are going to take place.,0.3237722713145643,0.18881730579723205
395,4 und Nr.,'4.,4 and no.,1.384292958842266e-231,0.18881730579723205
396,Schlug ihr den Schädel mit dem Boden eines Waring-Mixer ein.,Caved her head in with the base of a Waring blender.,Hit her skull with the bottom of a Waring mixer.,4.394319820046742e-78,0.18881730579723205
397,Das ist verrückt.,This is crazy.,This is crazy.,1.2213386697554703e-77,0.18881730579723205
398,"Ich weiß, welche Frau!",- I know who this other woman is.,I know what woman!,3.880277057527462e-155,0.18881730579723205
399,Pfirsiche (Nektarinen und ähnliche Hybriden),Peaches (Nectarines and similar hybrids),Peaches (nectarines and similar hybrids),1.0,0.18881730579723205
400,Möchten Sie denn was von mir?,Would you like something from me?,Do you want something from me?,0.4347208719449914,0.18881730579723205
401,"Ich denke langsam, dass er immer gehen konnte.",I'm beginning to think that he could walk.,I think slowly that he could always leave.,4.476766863915479e-78,0.18881730579723205
402,-Geh bitte nach Hause.,It'll be better if you go.,- Please go home.,6.085166479973199e-232,0.18881730579723205
403,"Die Nebenwirkungen, die in Verbindung mit Viagra beschrieben werden, sind zumeist leicht bis mäßig und von kurzer Dauer.",The side effects reported in association with the use of Viagra are usually mild to moderate and of a short duration.,The side effects described in connection with Viagra are usually mild to moderate and of short duration.,0.4351668849058749,0.18881730579723205
404,Unserer letzter Arzt zeigte mir eine Methode.,Ah! Our last medic showed me a technique that might help.,Our last doctor showed me a method.,3.56562629278477e-78,0.18881730579723205
405,- Die Waffe.,The gun.,- The gun.,1.133422688662942e-154,0.18881730579723205
406,Gib mir ein Bier.,Get me a beer.,Give me a beer.,8.636168555094496e-78,0.18881730579723205
407,Dein Nachbar.,I'm your neighbor.,Your neighbor.,5.487540440520353e-155,0.18881730579723205
408,- Das tun die auch nicht.,They don't.,- They don't do that either.,5.021333847570327e-78,0.18881730579723205
409,Ich bin nicht wie dein Vater.,I'm not your dad.,I am not like your father.,1.5319719891192393e-231,0.18881730579723205
410,Marktanteil,Market share,Market share,1.491668146240062e-154,0.18881730579723205
411,Eine Sukhoi?,A Sukhoi?,And a sukhoi?,8.636168555094496e-78,0.18881730579723205
412,Versprochen.,I promise.,I promise.,1.491668146240062e-154,0.18881730579723205
413,- Ist Daniel da?,Is Daniel home?,- Is Daniel there?,9.283142785759642e-155,0.18881730579723205
414,"Ich habe eigentlich die Mandoline spielen gelernt, als ich in Rom war.",I actually learned how to play the mandolin when I was in Rome.,I learned to play the mandolin when I was in Rome.,0.6891108091620222,0.18881730579723205
415,"auf Vorschlag der Europäischen Kommission,","Having regard to the proposal from the European Commission,",THE EUROPEAN PARLIAMENT AND THE COUNC,5.0877407661795914e-155,0.18881730579723205
416,- Komm schon!,-Come on.,- Come on!,1.384292958842266e-231,0.18881730579723205
417,Guten Morgen.,Good morning.,Good morning.,1.491668146240062e-154,0.18881730579723205
418,"Ich wünschte Ich wünschte, er würde weggehen",I wish I wish he'd go away,I wish I wish he would go away,0.5946035575013605,0.18881730579723205
419,Entschuldigung!,Excuse me.,Sorry about that!,0.0,0.18881730579723205
420,- Fertig?,-Ready?,- Ready to go?,1.2183324802375697e-231,0.18881730579723205
421,Bewegung.,Move.,movement. The movement.,0.0,0.18881730579723205
422,Sie würden kein Baby stehlen.,You wouldn't steal a baby.,They wouldn't steal a baby.,0.7598356856515925,0.18881730579723205
423,Wo seid ihr?,Wo seid ihr?,Where are you?,1.2882297539194154e-231,0.18881730579723205
424,Weil ich dich Liebe.,Because I love you.,Because I love you.,1.0,0.18881730579723205
425,- Meine Kleine.,- My baby.,- My girl.,1.133422688662942e-154,0.18881730579723205
426,Gute Frage.,Good question.,Good question.,1.491668146240062e-154,0.18881730579723205
427,"Tja, das wäre es dann wohl.","That's it, then.","Well, that would probably be it.",1.384292958842266e-231,0.18881730579723205
428,Er ist verrückt.,He's crazy!,He is crazy.,1.646211035903463e-231,0.18881730579723205
429,Oh mein Gott!,"Oh, my God! Oh, my God!",Oh my God!,4.493053873107152e-78,0.18881730579723205
430,Die können dich umbringen!,They can kill you.,They can kill you!,1.0,0.18881730579723205
431,Nichts.,Nothing!,Nothing.,1.821831989445342e-231,0.18881730579723205
432,"Europa, das den Wohlfahrtsstaat erfunden hat, braucht schließlich sozialen Zusammenhalt.","The fundamental principle of subsidiarity has to be interpreted as a principle of political cohesion, allowing bottom-up participation in Community decision-making, starting from the thousands and thousands of town councils in our Union.","After all, Europe, which invented the welfare state, needs social cohesion.",1.6100104221506232e-232,0.18881730579723205
433,Ich hab mit ihm geschlafen.,I slept with him.,I slept with him.,1.0,0.18881730579723205
434,Sie und Ihren Bruder.,You and your brother.,You and your brother.,1.0,0.18881730579723205
435,Führen Sie eine Untersuchung durch.,Conduct a real investigation.,Conduct an investigation.,1.1795617510369435e-231,0.18881730579723205
436,Erstattungsbetrag,Amount of refunds,Refund amount,9.291879812217675e-232,0.18881730579723205
437,- Und was erwartest du von mir?,- What do you expect me to do about it?,- And what do you expect from me?,0.2748887655709261,0.18881730579723205
438,Ich weiß...,I know...,I know...,1.491668146240062e-154,0.18881730579723205
439,"- Das kann ich bestätigen, Sir.","- Confirmed, sir.","- I can confirm that, sir.",1.384292958842266e-231,0.18881730579723205
440,Ja. Mir geht's gut.,"yeah, I'm fine.",Yes. I am fine.,1.5319719891192393e-231,0.18881730579723205
441,- Das ist meins.,- It's mine.,- This is mine.,1.5319719891192393e-231,0.18881730579723205
442,Nach unten.,Downstairs.,Go down below.,0.0,0.18881730579723205
443,- Warum nicht?,Why not?,- Why not?,8.636168555094496e-78,0.18881730579723205
444,"Ich kam her, um Euch zu danken.",I came to thank you.,I came here to thank you.,7.262123179505913e-78,0.18881730579723205
445,"Ich denke, du hast Angst.",I think you're afraid.,I think you are afraid.,7.380245217279165e-78,0.18881730579723205
446,Ich reagiere nicht gut auf Drohungen und Cyrus Rose auch nicht.,"I do not respond well to threats, and neither does Cyrus Rose.","I don't respond well to threats, and neither does Cyrus Rose.",0.7691605673134586,0.18881730579723205
447,Er ist kein Mörder.,He's not a murderer.,He is not a murderer.,7.380245217279165e-78,0.18881730579723205
448,Ich sagte nichts.,I held my tongue.,I said nothing.,9.918892480173173e-232,0.18881730579723205
449,"Was tun Sie, David?","What are you doing, David?","What are you doing, David?",1.0,0.18881730579723205
450,"Nein, tun Sie das nicht, Sir!","No, no, no, don't do it, sir!","No, don't do that, sir!",0.38498150077635496,0.18881730579723205
451,"Auf der Naomi-Angst-Skala von eins bis zehn, wo eins für Schlaflosigkeit und zehn für Panikattacken steht, etwa fünf.",On the Naomi anxiety scale of one to ten-- where one is a touch of insomnia and ten is a panic attack-- about five.,"On the Naomi anxiety scale from one to ten, where one stands for insomnia and ten for panic attacks, about five.",0.2560399292267284,0.18881730579723205
452,- Der ist gut.,That's pretty good.,- That is good.,1.5319719891192393e-231,0.18881730579723205
453,"O ihr, die ihr glaubt!",Believers!,O you who believe!,0.0,0.18881730579723205
454,Ich habe keine Angst.,I'm not scared of you.,I am not afraid.,9.291879812217675e-232,0.18881730579723205
455,"Ich frage mich, wie vielen Frauen Sie schon geschmeichelt haben, mit Papier und Gemälden?","I wonder, how many women have you flattered with paper and canvas?",I wonder how many women you have flattered with paper and paintings?,0.5205510363053438,0.18881730579723205
456,Generaldirektor für Landwirtschaft und Entwicklung des ländlichen Raumes,Director-General for Agriculture and Rural Development,Director-General for Agriculture and Rural Development,1.0,0.18881730579723205
457,"In Ordnung, bleibt wachsam.","All right, stay alert.","All right, stay vigilant.",8.636168555094496e-78,0.18881730579723205
458,Umsetzungsfrist,Time limit for transposition,Implementation period,0.0,0.18881730579723205
459,Arzneimittel für Kinder unzugänglich aufbewahren,Keep out of the reach and sight of children,Keep medicines out of reach of children,8.19541720095112e-155,0.18881730579723205
460,- Da drüben.,-Over there.,- Over there.,1.384292958842266e-231,0.18881730579723205
461,"Ach, seit wann?",Since when?,"Oh, since when?",8.636168555094496e-78,0.18881730579723205
462,"Ich werde dir Bescheid geben, ob und wann wir neue Waffen brauchen.",I will let you know if and when we need more guns.,I will let you know if and when we need new weapons.,0.8070557274927982,0.18881730579723205
463,Willst du mich einfach hier sitzen lassen und abhauen?,How can you just leave me like this and go?,Will you just let me sit here and run away?,6.887578243315168e-155,0.18881730579723205
464,Ihr Boss?,Your boss?,Their boss?,1.133422688662942e-154,0.18881730579723205
465,Ihr seid noch auf?,Why are you still up?,Are you still up?,0.8187307530779819,0.18881730579723205
466,"Die Funktionen zum‚ Lückentext‘ können im Einstellungsdialog ein- und ausgeschaltet werden. Ist‚ Lückentext aktivieren‘ ausgeschaltet, können auch Schriften benutzt werden, bei denen im Zeichensatz andere Zeichen an der Position der Klammern stehen. Auch wird dann die Arbeitsgeschwindigkeit ein wenig größer.",The'Fill-in-the-blank 'features can be turned on and off in the Configuration dialog. Turning them of will make it possible to use fonts that map other characters to the positions of the brackets. It will also speed up performance slightly.,"You can switch on and off the functions for 'Fill in Gaps' in the settings dialog. If 'Enable Fill in Gaps' is switched off, you can also use fonts where there are other characters in the character set at the position of the brackets. The working speed will also be a little faster.",2.560332824173804e-78,0.18881730579723205
467,"Nein, nein, nein, nein, nein, nein...","No. No, no, no...","No, no, no, no, no, no...",0.5081327481546147,0.18881730579723205
468,"Beschäftigung, Produktivität und Löhne","Employment, productivity and wages","Employment, Productivity and Wages",1.0,0.18881730579723205
469,Schlussfolgerung,Conclusion,Conclusion: Conclusion:,1.2882297539194154e-231,0.18881730579723205
470,- Mit wem haben Sie gesprochen?,- Who'd you talk to over there?,- Who did you talk to?,4.966097853332116e-78,0.18881730579723205
471,"Ja, das ist es.","Yeah, that's it.","Yes, that is it.",1.5319719891192393e-231,0.18881730579723205
472,- Ich weiß nicht.,- I do not know.,- I don't know.,7.380245217279165e-78,0.18881730579723205
473,Vorwärts!,Push on!,Forward now!,0.0,0.18881730579723205
474,"Aber ich denke es ist nur fair dir zu sagen, dass ich Zugang zu einer Liste habe.",But I think it's only fair to tell you I have access to list.,But I think it's only fair to tell you that I have access to a list.,0.708587641194393,0.18881730579723205
475,In diesem Fall findet Artikel 2 Anwendung.,In that case Article 2 applies.,"In this case, Article 2 shall apply.",5.395774370246974e-78,0.18881730579723205
476,"Meist entscheiden Ereignisse, nicht die Menschen.","Events decide, not people.","Usually events decide, not people.",0.668740304976422,0.18881730579723205
477,Du fehlst mir.,I miss you so much.,I miss you.,6.2705618118895185e-78,0.18881730579723205
478,"Nein, nein ich verstehe es.","No, no, I understand.","No, no, I understand it.",0.668740304976422,0.18881730579723205
479,"Was ich dir sagen werde ist, dass ich während meiner Zeit in der Wildnis...",What I will tell you is that during my time in the wilderness--,What I'm going to tell you is that during my time in the wilderness...,0.6729864884660303,0.18881730579723205
480,Ein Beispiel:,An example would look something like the following:,One example:,2.2279043681123276e-232,0.18881730579723205
481,der tatsächliche Rumpfwinkel und der konstruktiv festgelegte Rumpfwinkel und die Abweichung voneinander;,the actual torso angle and the design torso angle and their relationship.,the actual fuselage angle and the structurally defined fuselage angle and the deviation from each other;,3.5152852745683333e-78,0.18881730579723205
482,Einfach.,Simple.,Easy to use.,0.0,0.18881730579723205
483,- Irgendwas stimmt nicht.,- Something's not right.,- Something is wrong.,7.422680762211792e-155,0.18881730579723205
484,- Bitte.,All right.,"- Please, please.",0.0,0.18881730579723205
485,Wie geht es dir?,How are you?,How are you doing?,7.380245217279165e-78,0.18881730579723205
486,Kommen Sie rein.,Do come in.,Come on in.,1.646211035903463e-231,0.18881730579723205
487,"Einen Moment noch, Siler.","Hang on, Siler.","Wait a minute, Silvia.",0.0,0.18881730579723205
488,- Nein...,- No...,"- No, no...",1.133422688662942e-154,0.18881730579723205
489,Ich kenne den Geruch.,I know it.,I know the smell.,9.53091075863908e-155,0.18881730579723205
490,Dann machen unsere Eltern aus uns was anderes.,"Then, our parents make us into something else.",Our parents will make something different out of us.,7.657404561915943e-155,0.18881730579723205
491,"Oh, jetzt geht's los.","Oh, here we go.","Oh, now let's go.",1.4488496539373276e-231,0.18881730579723205
492,Der Vizepräsident.,The Vice President.,The Vice-President.,9.291879812217675e-232,0.18881730579723205
493,"- (HU) Vielen Dank, Herr Präsident!","(HU) Thank you, Mr President.","- (HU) Thank you very much, Mr President.",0.4518010018049224,0.18881730579723205
494,- Das Wunderrisotto?,- The magic risotto?,The miracle risotto?,8.214546595247418e-155,0.18881730579723205
495,"Viel Glück, Doc.","Good luck, Doc.","Good luck, Doc.",1.2213386697554703e-77,0.18881730579723205
496,Hoffnung?,Hope?,"Hopefully, hopefully?",1.384292958842266e-231,0.18881730579723205
497,Offshore-Schiffe,Offshore vessels,Offshore vessels,1.491668146240062e-154,0.18881730579723205
498,Einer Familie.,A family.,A family.,1.491668146240062e-154,0.18881730579723205
499,Ich bin so stolz auf dich.,I'm so proud of you.,I am so proud of you.,0.537284965911771,0.18881730579723205
500,Aber weißt du was?,But you know what?,But you know what?,1.0,0.18881730579723205
501,"Lauf, verdammt!","Run, damn it!","Run, damn it!",1.2213386697554703e-77,0.18881730579723205
502,Er hat Recht.,"You know, he's right.",He is right.,8.451929273732148e-232,0.18881730579723205
503,Was ist jetzt schon wieder?,What's the matter? You look funny.,What is it now again?,9.918892480173173e-232,0.18881730579723205
504,"Wir haben keine Wahl, Bobby.","We have no choice, Bobby.","We don't have a choice, Bobby.",8.286571670851008e-155,0.18881730579723205
505,"Ich weiß nicht, was ich tun soll.",I'm not thinking.,I don't know what to do.,1.1200407237786664e-231,0.18881730579723205
506,Folgen Sie mir.,Follow me.,Follow me.,1.491668146240062e-154,0.18881730579723205
507,Kommt schon.,Come on.,Come on now.,1.133422688662942e-154,0.18881730579723205
508,Ist alles in Ordnung?,Is everything all right?,Is everything in order?,9.283142785759642e-155,0.18881730579723205
509,Entschuldigen Sie.,Excuse me.,"I'm sorry, sorry.",0.0,0.18881730579723205
510,Findest du mich begehrenswert?,Do you find me desirable?,Do you find me desirable?,1.0,0.18881730579723205
511,Wir haben eine gemeinsame Vergangenheit.,We have a history.,We have a common past.,6.86809206056511e-78,0.18881730579723205
512,Komm rein.,Come in.,Come on in.,1.646211035903463e-231,0.18881730579723205
513,Wir suchen nach dem Belgier.,We're looking for the Belgian.,We're looking for the Belgian.,1.0,0.18881730579723205
514,Er hat ihr den Artefakt abgenommen.,He relieved her of her artifact.,He took the artifact away from her.,1.4740564900137075e-231,0.18881730579723205
515,- Was wollt ihr? - Pulli.,What do you want?,- What do you want? - Sweater.,0.5169731539571706,0.18881730579723205
516,"Kinder, ich hatte nur einen Kampf in meinem Leben.","Kids, I've only been in one fight in my life.","Kids, I've only had one struggle in my life.",0.355433394487517,0.18881730579723205
517,Wer kann mir helfen?,Can you help me?,Who can help me?,7.380245217279165e-78,0.18881730579723205
518,Kann ich dir nicht sagen.,I can't tell you that.,I can't tell you that.,1.0,0.18881730579723205
519,"Finden Sie raus, wo er ist.",Run a trace.,Find out where he is.,0.0,0.18881730579723205
520,- War sie hübsch?,- Is she pretty?,- Was she pretty?,7.380245217279165e-78,0.18881730579723205
521,- Du weißt den Namen noch?,You remember.,- You still know the name?,1.1200407237786664e-231,0.18881730579723205
522,"- Aber, aber...",- But...,"- But, but...",1.133422688662942e-154,0.18881730579723205
523,"Ähnliche Asset Management Aktivitäten, die nicht ausdrücklich erwähnt sind.",similar asset management activities not expressly mentioned.,Similar asset management activities that are not specifically mentioned.,0.3303164318013807,0.18881730579723205
524,Wo ist sie?,Where?,Where is it?,1.5319719891192393e-231,0.18881730579723205
525,Und jetzt?,And now?,And now what?,1.0547686614863434e-154,0.18881730579723205
526,Also wirst du sehen und sie werden auch sehen,You shall see and they will see,So you will see and they will see too,0.4671379777282001,0.18881730579723205
527,"- Du hast gesagt, du liebst mich.",You said you'd still love me.,- You said that you love me.,1.04198122363916e-154,0.18881730579723205
528,"Ich denke, wir haben nichts zu befürchten.",I think we're safe.,I think we have nothing to fear.,5.021333847570327e-78,0.18881730579723205
529,"Glaub mir, das hast du nicht.",Trust me. You didn't.,"Believe me, you have not.",8.38826642100846e-155,0.18881730579723205
530,"Das Volk der Matsés lebt in Peru und Brasilien und hat eine Gesundheitsenzyklopädie mit mehr als 500 Seiten geschaffen, in der sie ihre traditionellen medizinischen Praktiken auflisten, um das Wissen ihrer Vorfahren für die jüngere Generation zu erhalten.","The Matsés people, who live in Peru and Brazil, have created a health encyclopedia more than 500 pages long cataloging their traditional medicinal practices, preserving ancestral knowledge for younger generations.",The Matsés people live in Peru and Brazil and have created a health encyclopedia with more than 500 pages where they list their traditional medical practices in order to preserve the knowledge of their ancestors for the younger generation.,0.2927042236545601,0.18881730579723205
531,Sehr erfreut.,It is my pleasure.,Very pleased with.,0.0,0.18881730579723205
532,Würde jetzt bitte jemand dem Kerl eine Waffe an den Kopf halten?,"Now, will someone please stick a gun in this Kramer's face?",Would someone please put a gun to this guy's head?,7.831943305459358e-155,0.18881730579723205
533,- Derzeit ist es sehr gefährlich.,- It's very dangerous right now.,- Currently it is very dangerous.,7.629999090858336e-155,0.18881730579723205
534,Die Schlüssel.,- Yes? - The keys!,The keys.,2.018753310664318e-155,0.18881730579723205
535,Bläschenkumpels.,Bubble Buddies.,Bubble buddies.,1.491668146240062e-154,0.18881730579723205
536,Insgesamt,Total,"Overall, totaling",0.0,0.18881730579723205
537,Achtung.,Easy.,ATTENTION. - Imgur,0.0,0.18881730579723205
538,Jedoch viel Glück.,"Good luck, though.",Good luck though.,1.2213386697554703e-77,0.18881730579723205
539,"Er denkt immer noch, ich schulde ihm etwas, weil er mich eingeschworen hat.",Still thinks I owe him because he swore me in.,He still thinks I owe him something because he swore me in.,0.6340466277046861,0.18881730579723205
540,So ist es schon viel besser!,This is so much better.,So it is already much better!,9.013778876140909e-155,0.18881730579723205
541,Das ist so lustig.,That is so funny.,This is so funny.,8.636168555094496e-78,0.18881730579723205
542,Sieh mich an.,Look at me.,Look at me.,1.2213386697554703e-77,0.18881730579723205
543,Wie sehe ich aus?,How do I look?,What do I look like?,6.206021746903507e-78,0.18881730579723205
544,Schatz.,Baby.,"Honey, darling.",0.0,0.18881730579723205
545,- Habe ich ihn erwischt?,- Did I get him?,- Have I caught him?,9.013778876140909e-155,0.18881730579723205
546,Nicht für mich.,It's fun for you. It's not fun for me.,Not for me.,8.715576081937789e-156,0.18881730579723205
547,Sie waren es.,It was you.,It was you.,1.2213386697554703e-77,0.18881730579723205
548,Aber auch Alfonso.,I swore allegiance to Sancho.,And also Alfonso.,0.0,0.18881730579723205
549,"- Ja, vielen Dank auch. Super.",- That's what I'm saying.,"- Yes, thank you very much too.",1.1200407237786664e-231,0.18881730579723205
550,"Wenn du einen Gegner hast, musst du dir eines vor Augen halten:",Remember,"If you have an opponent, you have to keep one thing in mind:",0.0,0.18881730579723205
551,Ich habe mir schon Sorgen gemacht.,I was getting worried.,I have been worried already.,1.4488496539373276e-231,0.18881730579723205
552,"Ja, das bin ich.","Yes, I'm sure.","Yes, that is me.",1.2882297539194154e-231,0.18881730579723205
553,"Und du vernichtest Beweise, die ich benötige.",And you destroy evidence. I need evidence.,And you're destroying the evidence I need.,5.614021910443866e-78,0.18881730579723205
554,"Das ist genau das, was wir vorhaben.",That's exactly what we want to do.,This is exactly what we intend to do.,5.614021910443866e-78,0.18881730579723205
555,Hier.,Here.,HERE. - Imgur,1.384292958842266e-231,0.18881730579723205
556,"Richard, mach das nicht!",Richard.,"Richard, don't do that.",1.2183324802375697e-231,0.18881730579723205
557,"Achtung, Leute!",Brody!,"Attention, folks!",0.0,0.18881730579723205
