Unnamed: 0,EN,UK,TRANSLATION,BLEU_Score,avg
242,- Am I cοnsidered the enemy?,- А мене... теж вважають за ворога?,- Я стою поруч з ворогом?,1.154647032204335e-231,0.1350462239206423
243,Ready?,Готові?,Готовий?,1.5319719891192393e-231,0.1350462239206423
244,Pan and Zoom.,Панорамування і зміна масштабу.,Панорамування і масштабування.,8.121328445417258e-155,0.1350462239206423
245,Open camera dialog at< p ath >,Відкрити вікно фотоапарата у < path >,Відкрити вікно фотоапарата у < path >,1.0,0.1350462239206423
246,Prison?,Тюрьма. Да.,В'язниця?,0.0,0.1350462239206423
247,Let's get going then.,Тоді давай збиратися.,Тоді ходімо.,9.291879812217675e-232,0.1350462239206423
248,What do you mean there is more than one application per & MIME; type? Why is this necessary?,"Що означає те, що до одного типу & MIME; прив’ язано декілька програм? Чому у цьому виникла потреба?","Що означає "" існує декілька програм для кожного типу & MIME;? Чому це потрібно?",0.16338521801619663,0.1350462239206423
249,"If you relax, it will enable me to do anything I please","У дивний світ зі мною ти майни - Туди, де панують сни.","Якщо ти розслабишся, це дасть мені змогу зробити все, що я захочу.",9.788429383461836e-232,0.1350462239206423
250,He knows!,Він знає.,Він знає!,1.491668146240062e-154,0.1350462239206423
251,It's David.,Це Девід.,Это Дэвид.,0.0,0.1350462239206423
252,"Go, find the cure!",Знайди зілля! Врятуй себе.,Найди лекарство!,0.0,0.1350462239206423
253,"Bergin and water.""",барбону з водою.',"Бергін і вода.""",0.0,0.1350462239206423
254,Okay?,Розумієш?,Хорошо?,1.5319719891192393e-231,0.1350462239206423
255,"Most of the time, & knode; determines the correct MIME type for the attachment; if & knode; detects it incorrectly, you can correct the MIME type manually.","У більшості випадків & knode; правильно визначатиме тип MIME долучення. Якщо & knode; визначить цей тип неправильно, ви зможете вказати тип MIME вручну.","У більшості випадків & knode; визначає тип MIME долучення. Якщо & knode; виявить його неправильно, ви можете виправити тип MIME вручну.",0.49205081539985096,0.1350462239206423
256,"Yeah, I'm sure.","Так, насправді.","Да, я уверен.",0.0,0.1350462239206423
257,- Neither.,"- Ні те, ні інше.","- Ни то, ни другое.",1.2183324802375697e-231,0.1350462239206423
258,"Many are noting a similarity to the Westchester incident over a year ago... that left over 600 injured... and took the lives of seven mutants, including several of the X-Men.","Ця ситуація схожа на ту, що сталася понад рік тому у Вестчестері, залишивши по собі 600 поранених і забравши життя 7 мутантів, зокрема кількох людей Ікс.","Багато хто помітив подібність до інциденту з Вестчестером більше року тому... який залишив по собі 600 поранених... і забрав життя семи мутантів, у тому числі кількох людей Ікс.",0.18503199561392897,0.1350462239206423
259,I will carry him if I must.,"- ... у нього! - Філі. Я понесу його, якщо треба буде!","Я понесу його, якщо треба.",0.301194211912202,0.1350462239206423
260,This is a fight they cannot win.,"Це битва, в якій їм не перемогти.","Це битва, яку вони не можуть виграти.",7.711523862191631e-155,0.1350462239206423
261,Graphics,Графіка,Графіка,1.821831989445342e-231,0.1350462239206423
262,I can't.,Не можу.,Я не могу.,1.384292958842266e-231,0.1350462239206423
263,In the woods.,У лісі.,В лесу.,0.0,0.1350462239206423
264,- That's it.,"Давай, тужься.",- Це все.,0.0,0.1350462239206423
265,"Look,um,after I drop him off at his dad's, why don't I come back and show my appreciation for those earrings?","подумай, після того як я покину його, в його тата чому б мені не повернутися і не виказати мою подяку за ті сережки?","Слушай, после того, как я заброшу его к отцу, почему бы мне не вернуться и не показать свою благодарность за эти сережки?",4.898089626811682e-155,0.1350462239206423
266,IP Messenger for the GNOME2,IP Месенджер для GNOME2,IP- клієнт для GNOME2,9.53091075863908e-155,0.1350462239206423
267,Then we're dead.,Якщо ви помиляєтесь? Тоді ми всі мертві.,Тоді ми мертві.,2.3691392088083773e-155,0.1350462239206423
268,Family comes first?,Сім'я на першому місці?,Сім'я - на першому місці?,0.5,0.1350462239206423
269,"Yeah,so?",ну та й що?,"так, і що?",7.422680762211792e-155,0.1350462239206423
270,Sweet dreams.,Солодких снів.,Солодких снів.,1.491668146240062e-154,0.1350462239206423
271,Damn it.,Черт.,Черт.,1.821831989445342e-231,0.1350462239206423
272,"Uh, Jared Dunn's.",Джареда Данна.,Джареда Данна.,1.491668146240062e-154,0.1350462239206423
273,I'll lend you my notebook.,Я позичу тобі свою записну книжку.,Я позичу тобі свій записник.,5.623118184955381e-78,0.1350462239206423
274,Let's do it!,Успіхів!,Зробімо це!,0.0,0.1350462239206423
275,Welcome to the Print Assistant. This assistant will help you with the printing of your photos. Click the'Next 'button to begin.,"Ласкаво просимо до Помічника друку. Цей помічник допоможе вам у процесі друку ваших фотографій. Натисніть кнопку « Далі », щоб розпочати цей процес.","Ласкаво просимо до Помічника друку. Цей помічник допоможе вам у друкуванні ваших фотографій. Натисніть кнопку "" Далі,"" щоб розпочати друк.",0.5385057399615969,0.1350462239206423
276,Not really.,не зовсім.,Не зовсім.,1.491668146240062e-154,0.1350462239206423
277,Thank you.,Дякую вам.,Дякую.,6.702145341854094e-232,0.1350462239206423
278,- [Gail] Hey.,- [Гейл] Привіт!,- Привет.,3.418291552750845e-232,0.1350462239206423
279,You begged the Deer God for him.,що Богоолень лише ваш!,Ты молил за него Богооленя.,0.0,0.1350462239206423
280,Delimiter,Роздільник,Роздільник,1.821831989445342e-231,0.1350462239206423
281,"Specify the characteristics of alarm message windows: If checked, the window is a normal window with a title bar, which grabs keyboard input when it is displayed. If unchecked, the window does not interfere with your typing when it is displayed, but it has no title bar and cannot be moved or resized.","Вкажіть параметри вікна нагадування: Якщо позначено, вікно буде звичайним вікном із смужкою заголовка і після появи буде приймати дані, що вводяться з клавіатури. Якщо знято позначку, вікно не перешкоджатиме вашому друку на клавіатурі, але воно не матиме смужки заголовка і його буде неможливо пересувати та міняти його розмір. @ action: button","Вкажіть характеристики вікон повідомлень нагадування: якщо буде позначено цей пункт, вікно буде звичайним вікном з смужкою заголовка, за допомогою якої можна буде отримати дані з клавіатури під час показу. Якщо позначки поряд з пунктом не буде, вікно не буде перешкоджати вашому введенню під час показу, але у нього не буде смужки заголовка, його не можна буде пересувати або змінювати розмір вікна.",0.08668605762869223,0.1350462239206423
282,Of course not.,звісно ні.,"Звичайно, що ні.",1.384292958842266e-231,0.1350462239206423
283,You should come.,Приїжджай.,Тобі слід прийти.,0.0,0.1350462239206423
284,I'm with him.,- Так. Я з тобою.,Я з ним.,5.819186114595022e-155,0.1350462239206423
285,Usage of FCNTL locking might cause system lockups when the mail spool file is on an NFS mounted device.,"Використання блокування FCNTL може призвести до зависання системи, якщо файл сховища пошти знаходиться на пристрої, змонтованому за допомогою NFS.","Використання блокування FCNTL може призвести до блокування системи, якщо файл сховища пошти знаходиться на змонтованому пристрої NFS.",0.590096156808963,0.1350462239206423
286,I invested it.,Інвестував.,Я его инвестировала.,0.0,0.1350462239206423
287,- Why did she leave?,- Але чому вона поїхала?,- Чому вона пішла?,8.167155382413152e-155,0.1350462239206423
288,"""Two households, both alike in dignity,","""Два доми, родовитістю рівні","""Два родини, однакової гідності,",8.38826642100846e-155,0.1350462239206423
289,There are few who can.,Це мало хто зміг би.,Мало хто може.,5.819186114595022e-155,0.1350462239206423
290,I have never been more alone.,Я ще ніколи не був такий самотній.,Я ще ніколи не був такий самотній.,1.0,0.1350462239206423
291,"This dialog will allow you to specify a PostgreSQL account that has the necessary permissions to access the Krecipes PostgreSQL database. This account may either be a PostgreSQL superuser or have the ability to both create new PostgreSQL users and databases. If no superuser or privileged account is given, the account'postgres' will be attempted, with no password. If this is insufficient for your PostgreSQL setup, you must select the appropriate option below to enter the information of a privileged PostgreSQL account.","За допомогою цього діалогового вікна ви можете вказати обліковий запис PostgreSQL, який має потрібні права доступу до бази даних PostgreSQL Krecipes. Цим обліковим записом може бути або обліковий запис суперкористувача PostgreSQL, або обліковий запис, користувач якого може створювати нових користувачів і бази даних PostgreSQL. Якщо не буде надано облікового запису суперкористувача або привілейованого облікового запису, буде зроблено спробу використати обліковий запис « postgres » без пароля. Якщо цього недостатньо для налаштування вашого PostgreSQL, вам слід вибрати нижче відповідний параметр, щоб ввести інформацію про привілейований обліковий запис PostgreSQL.","За допомогою цього діалогового вікна ви зможете вказати обліковий запис PostgreSQL, який має потрібні права доступу до бази даних PostgreSQL Krecipes. Цим обліковим записом може бути або суперкористувач PostgreSQL, або програма може створити нових користувачів PostgreSQL і бази даних. Якщо не буде вказано облікового запису суперкористувача або привілейованого облікового запису, буде зроблено спробу облікового запису "" postgres, без пароля. Якщо цього недостатньо для налаштування вашого PostgreSQL, вам слід обрати відповідний пункт, щоб ввести дані привілейованого облікового запису PostgreSQL.",0.5392305911144248,0.1350462239206423
292,And Dr. Yedlin is a world-class surgeon who's received numerous awards and fellowships.,Та Dr. Едлін. світового класу хірург який отримав численні нагороди і стипендії.,"І Dr. Едлін - всесвітньокласний хірург, який отримав численні нагороди і спілкування.",0.46924700641055994,0.1350462239206423
293,A lot of Chester's Millers made that happen.,Багато жителів Честер Міллу доклали до цього зусиль.,Багато Честерових Міллерів зробили це.,6.686350417856737e-232,0.1350462239206423
294,"Oh, charlie. Don't you think you need to slow down a bit?","оу Чарлі. ти не думаєш, що тобі треба трохи пригальмувати?",оу Чарлі. ти не думаєш що тобі треба трохи сповільнитися?,0.8070557274927981,0.1350462239206423
295,Let the Krauts cook their own goddamn food.,Нехай фріци готують свою чортову їжу.,Нехай фріці самі варять свою кляту їжу.,1.4740564900137075e-231,0.1350462239206423
296,- This is no ordinary arrest.,- Це незвичайний арешт.,- Це не звичайний арешт.,9.283142785759642e-155,0.1350462239206423
297,Create directory in current panel.,Створити каталог в поточній панелі.,Створити каталог на поточній панелі.,1.1862800137389335e-154,0.1350462239206423
298,What are you talking about?,Про що ти говориш?,О чем ты говоришь?,1.2183324802375697e-231,0.1350462239206423
299,Size:,Розмір:,Розмір:,1.491668146240062e-154,0.1350462239206423
300,"This configuration dialog allows altering settings only for the selected window or application. Find the setting you want to affect, enable the setting using the checkbox, select in what way the setting should be affected and to which value.","За допомогою цього діалогового вікна налаштування можна змінити властивості тільки для вибраного вікна чи програми. Знайдіть властивість, яку потрібно змінити, активуйте її за допомогою прапорця, оберіть властивість вікна та її бажане значення.","За допомогою цього діалогового вікна налаштування можна змінити параметри лише для вибраного вікна або програми. Знайдіть параметр, який ви бажаєте змінити, позначте цей пункт, оберіть спосіб зміни параметрів і те, яке з них слід змінити.",0.25423603452181476,0.1350462239206423
301,"Dillon, better get on the radio.",Діллан. Виходь на зв'язок.,"Дiллoн, вiдпoвiдaйcя нa рaм.",0.0,0.1350462239206423
302,Choose Chair as the role.,Оберіть у спадному списку ролі Головуючий.,Оберіть роль Крістя.,5.092529201164552e-232,0.1350462239206423
303,Damn.,Дідько.,Чорт.,0.0,0.1350462239206423
304,This is a dummy setting for player setup.,Це тестовий параметр налаштування гравця.,Це набірне значення для налаштування гравця.,8.38826642100846e-155,0.1350462239206423
305,But if he's the fourth hand...,Але що як він четверта рука...,Але якщо він четверта рука...,6.042433724643145e-78,0.1350462239206423
306,You just can't see it.,Ти просто не можеш її бачити.,Ти просто не можеш цього бачити.,0.537284965911771,0.1350462239206423
307,I'm free.,Я вільна.,Я вільна.,1.491668146240062e-154,0.1350462239206423
308,"First off, Monica, you're not fooling any of us for even a second with your dress-shitty- to-ease-the-pain routine.","По-перше, Моніко, цей твій лайновий прикид, який має полегшити нам біль, не працює.","По-перше, Моніко, ти не обдуриш жодного з нас хоча б на секунду своїм лайновим одягом.",5.157006819435075e-155,0.1350462239206423
309,"They're coming, Cage.","Вони вже близько, Кейдж.","Вони йдуть, Кейдж.",1.1795617510369435e-231,0.1350462239206423
310,"Come on, let's get a couple more of these.","Пішли, йдемо ще дістанемо парочку.","Ну ж бо, давайте зробимо ще пару таких.",1.0832677820940877e-231,0.1350462239206423
311,"Well, whatever it is your business does, I don't think it's going to interfere with my irrigation company here.","Неважливо, чим ти займаєшся, не думаю, що це нашкодить моїй зрошувальній компанії","Що б там не було, це не буде заважати моїй зрошувальній компанії.",3.771272693679486e-78,0.1350462239206423
312,"Mosche Frenkiel, the Jewish orphanage in Warsaw.",Я Моше Френкель. Представник жидівського сиротинця з Варшави.,"Мосче Френкель, єврейський притулок у Варшаві.",8.34076112986429e-232,0.1350462239206423
313,"Yeah, I remember.","Да, я помню.","Так, я пам'ятаю.",1.384292958842266e-231,0.1350462239206423
314,"Decreases the game speed by one unit, down to a minimum of 2 units (a fifth of normal speed). You can use the - key as a shortcut.","Зменшує швидкість гри на один пункт, аж до мінімального значення у 2 пункти (одна п’ ята звичайної швидкості). Клавіатурним скороченням цієї дії є клавіша -.","Зменшує швидкість гри на одну одиницю, аж до мінімального значення у 2 одиницях (п' яти звичайної швидкості). Клавіатурним скороченням є клавіша -.",0.43016645533164793,0.1350462239206423
315,You ready?,В тебе гарне тіло Енестейжа.,Готовий?,0.0,0.1350462239206423
316,& Write Into All,Записати всі,& Записати всі,1.133422688662942e-154,0.1350462239206423
317,- Like my ride? - Um...,Як тобі мої колеса?,Как моя машина?,1.0032743411283238e-231,0.1350462239206423
318,I don't wanna live in this world no more.,Я більше не хочу жити в цьому світі.,Я більше не хочу жити в цьому світі.,1.0,0.1350462239206423
319,Take care of lil ass-kicker.,Позаботься о маленькой забияке.,Подбайте про крейсера.,0.0,0.1350462239206423
320,"I mean, I guess, technically, I could have...","У принципі можна. Формально я міг би, але...","Я имею в виду, технически, я мог бы...",1.0832677820940877e-231,0.1350462239206423
321,Smartass.,Хитрий який.,Умник.,0.0,0.1350462239206423
322,"Hey, no.",Ніхера...,"Гей, ні.",0.0,0.1350462239206423
323,All my years no one's ever done anything like this for me.,Мені ніколи ніхто в житті не робив таких сюрпризів.,Все мои годы никто никогда не делал ничего подобного для меня.,1.0003688322288243e-231,0.1350462239206423
324,"He's been working in the mining camps, trying to get his family back.",Він працював у гірському таборі. Він намагається повернути сім'ю.,"Він працює у шахтарських таборах, намагаючись повернути свою сім'ю.",4.0524962413350997e-78,0.1350462239206423
325,"Ding, ding, ding!",Динь-динь-динь!,Динь-динь-динь!,1.821831989445342e-231,0.1350462239206423
326,I can drink a beer underwater.,Я можу пити пиво під водою.,Я можу пити пиво під водою.,1.0,0.1350462239206423
327,"Frodo Baggins is my name, and this is Samwise Gamgee.",Мене звати Фродо Торбин. А це Семуайз Гамджі.,"Фродо Торбин - моє ім'я, а це Самуайзе Гамджі.",8.190757052088229e-155,0.1350462239206423
328,- How am I doing me first day?,- То як тобі мій перший день?,- Як я роблю свій перший день?,5.072841446586652e-78,0.1350462239206423
329,The White Wizard?,Білий Чарівник?,Білий Чарівник?,1.2213386697554703e-77,0.1350462239206423
330,Cut: Edit Cut equivalent; cut the selection to the clipboard.,Вирізати: еквівалент пункту меню Правка Вирізати; вирізає виділений фрагмент до буфера обміну інформацією.,Вирізати: еквівалент пункту меню Правка Вирізати; вирізати вибране до буфера обміну інформацією.,0.6515132562023376,0.1350462239206423
331,"- Hey, hey.","- Тихіше, тихіше.","- Эй, эй.",1.384292958842266e-231,0.1350462239206423
332,Reminder for first recurrence only,Завчасне нагадування тільки для першого повторення@ option: check,Нагадування лише для першого повторення@ info: whatsthis,0.29558013016570783,0.1350462239206423
333,"Just mineral water, please.",Мінеральну воду. Лише мінеральну воду.,"Просто мінеральна вода, будь ласка.",0.0,0.1350462239206423
334,- Yes. We have her cornered.,Ми загнали її в кут.,Ми її загнали у кут.,1.7229823170315744e-231,0.1350462239206423
335,Just a dog,Такий собі...,Просто собака.,0.0,0.1350462239206423
336,My DVD's broke.,Мій ДВД зломався.,Мій DVD зламався.,1.384292958842266e-231,0.1350462239206423
337,"I'll pay you the money you lost, okay?","Ну ж бо... Я поверну тобі гроші, щоб компенсувати втрати.","Я заплачу вам деньги, которые вы потеряли, хорошо?",9.412234823955334e-232,0.1350462239206423
338,"Just so you don't think I'm a complete swine... if there's anything in Dark Windows you can use, it's all yours.","Щоб Ви не вважали мене повною свинею, ""Темні вікна"" можете використати, як вважаєте за потрібне. Вони Ваші.","Щоб ти не думав, що я повний свинь... якщо у Темних вікнах є щось, що ти можеш використати, то це все твоє.",1.1070900996592687e-231,0.1350462239206423
339,Makes the dialog transient for an X app specified by winid,Робить вікно пов’ язаним з програмою X з вказаним winid,Робить вікно перехідним для програми X з вказаним winid,0.2842202242491899,0.1350462239206423
340,Be careful.,"Нехай йдуть, він поранений.",Будь осторожен.,0.0,0.1350462239206423
341,gFTP Import plugin,Додаток імпорту з gFTPComment,Додаток імпорту gFTPComment,8.987727354491445e-155,0.1350462239206423
342,The raids are in the Haga basin.,Напади відбуваються в районі Наґи.,Напади знаходяться у басейні Гаги.,1.2183324802375697e-231,0.1350462239206423
343,"Look, Curtis.","Поглянь, Кьортісе.","Слухай, Кьортісе.",1.5319719891192393e-231,0.1350462239206423
344,And you must lay so very nice and still.,Мусиш лежати чемно і тихо.,А ти повинен лежати так мило і спокійно.,1.2882297539194154e-231,0.1350462239206423
345,Encryption,Шифрування,Шифрування,1.821831989445342e-231,0.1350462239206423
346,This man page was prepared by Jan Schaumann jschauma@netmeister. org for the Missing Man Pages Project (http: / /www. netmeister. org/ misc/ m2p2/ index. html.,"Автором цієї сторінки довідника є Jan Schaumann jschauma@ netmeister. org, її було створено для Проекту відсутніх сторінок довідника (http: // www. netmeister. org/ misc/ m2p2/ index. html.",Цю сторінку довідника було підготовлено Jan Schaumann jschauma@ netmeister. org для проекту відсутніх сторінок man (http: // www. netmeister. org/ misc/ m2p2/ index. html.,0.5803515898273522,0.1350462239206423
347,"You're giving me what I want to know, whether you realize it or not.","Ти вже мені кажеш те, що я хочу дізнатись, розумієш ти це чи ні.","Ти даєш мені те, що я хочу знати, розумієш ти це чи ні.",0.4716381284555772,0.1350462239206423
348,I'll fucking kill ya.,"Я вас, сука, вб'ю.","Я тебе, курва, вб'ю.",6.206021746903507e-78,0.1350462239206423
349,"- No, it's not.",﻿Ні. не буде.,"- Ні, це не так.",1.2183324802375697e-231,0.1350462239206423
350,"Yeah, but you don't want stock in our company.","Так, але ти не хочеш акції нашої компанії.","так, але ти не хочеш акції в нашій компанії.",0.6104735835807844,0.1350462239206423
351,I know you're miserable.,"Я знаю, що ти нужденний.","Я знаю, що ти нещасний.",0.668740304976422,0.1350462239206423
352,Demultiplexer used for the file or stream,"Селектор, що використовуватиметься для файла або потоку","Демультиплексор, що використовується для файла або потоку",0.4347208719449914,0.1350462239206423
353,"Mm, right.","Ну, ясно.","Мм, так.",0.0,0.1350462239206423
354,Select the first of the two points of which you want to construct the midpoint...,"Виберіть першу з двох точок, для якої ви бажаєте побудувати середню точку...","Виберіть першу з двох точок, для яких ви бажаєте побудувати середню точку...",0.7348889200874658,0.1350462239206423
355,"You take the ball, you jump up, and put it in the basket.","Береш м'яч, підстрибуєш і кладеш його в корзину.","Ви берете м'яч, підстрибуєте і кладете його в кошик.",7.241926111174567e-155,0.1350462239206423
356,I'm always here for you.,Я завжди готова тобі допомогти.,Я завжди тут для тебе.,8.38826642100846e-155,0.1350462239206423
357,I do love him.,Я кохаю його.,Я люблю его.,1.384292958842266e-231,0.1350462239206423
358,Identity,Профіль,Профіль,1.821831989445342e-231,0.1350462239206423
359,So that...,Щоб...,Так что...,0.0,0.1350462239206423
360,- Mr. Frodo!,- Пане Фродо!,- Пане Фродо!,1.2213386697554703e-77,0.1350462239206423
361,We do not sow.,Девіз: Ми не сіємо.,Ми не сіємо.,6.2705618118895185e-78,0.1350462239206423
362,- Hi.,- Привіт.,- Привіт.,1.491668146240062e-154,0.1350462239206423
363,Copy to repository,Копіювати до сховища,Копіювати до сховища,1.2213386697554703e-77,0.1350462239206423
364,"Listen, when she took Finch, Root killed a former Intelligence operative named Alicia Corwin.","Коли вона викрала Фінча, вона вбила колишнього співробітника розвідки.","Слухай, коли вона забрала Фінча, Рут вбила колишнього агента розвідки на ім'я Алісія Корвін.",7.053663163619216e-155,0.1350462239206423
365,You know what I've got.,"﻿Ти знаєш, що в мене.","Ты знаешь, что у меня есть.",0.0,0.1350462239206423
366,And neither do those Peeping Toms with their eyes in the sky.,"Так як і всі ті роззяви, що літають в небесах.","І ті, що плачуть, не мають очей на небі.",1.2387197655613557e-231,0.1350462239206423
367,You're lucky to be alive.,"Тобі пощастило, що ти досі жива.","Тобі пощастило, що ти живий.",0.5475182535069453,0.1350462239206423
368,Minimal View,Мінімалістичний перегляд,Мінімалістичний перегляд,1.491668146240062e-154,0.1350462239206423
369,"I'm all he has, and you'll see, he's very handsome.","У нього є тільки я, і побачиш, він дуже гарний.","Я все, що в нього є, і ви побачите, він дуже гарний.",4.337579510280189e-78,0.1350462239206423
370,Widget type:,Тип віджета:,Тип віджета:,1.2213386697554703e-77,0.1350462239206423
371,"Yeah, well, you got a lot to learn.","Даа, тебе еще многому учиться","Да, тебе еще многое нужно учиться.",8.38826642100846e-155,0.1350462239206423
372,You lied?,Tи збрехав мені?,Ты соврал?,9.918892480173173e-232,0.1350462239206423
373,Kexi Open Database Connectivity Driver,Драйвер з' єднання Kexi Open DatabaseName,Драйвер з' єднання Kexi Open DatabaseName,1.0,0.1350462239206423
374,- Don't be a jerk.,- Не будь ідіотом.,- Не будь покидьком.,8.636168555094496e-78,0.1350462239206423
375,That was tryouts.,Тo були тpенування.,Это были пробки.,0.0,0.1350462239206423
376,Input:,Ввід:,Ввід:,1.491668146240062e-154,0.1350462239206423
377,Toggles the Pending Operations panel: This command turns the display of the operation list on and off.,Вмикає або вимикає показ панелі черги дій: за допомогою цього пункту можна ховати або показувати список дій.,Вмикає або вимикає показ панелі черги дій: за допомогою цього пункту можна увімкнути або вимкнути показ списку дій.,0.6792310722877624,0.1350462239206423
378,Asia/ Shanghai,Азія/ Шанхай,Азія/ Шанхай,1.491668146240062e-154,0.1350462239206423
379,-Three okay!,- 3-й в порядку!,- Три в порядку!,1.0547686614863434e-154,0.1350462239206423
380,Cannot drop database - name not specified.,Не вдається вилучити базу даних — не вказана назва.,Не вдалося скинути базу даних - не вказано назву.,7.241926111174567e-155,0.1350462239206423
381,Who prevented what could have been a major catastrophe.,"АзѕУАМ µЙјцАЦґВ °НµйА"" °ЎБ®°¬ґЩ°н ЗХґПґЩ",що запобігав великій катастрофі.,0.0,0.1350462239206423
382,Can we go?,Давай підемо?,Ми можемо йти?,1.2882297539194154e-231,0.1350462239206423
383,That means I will.,"Це означає, що прийду.","Це означає, що я буду.",6.86809206056511e-78,0.1350462239206423
384,Take off your clothes.,Зніми з себе сукню.,Роздягайся.,0.0,0.1350462239206423
385,& Read access,Доступ для & читання,Доступ для & читання,1.0,0.1350462239206423
386,"He was here, working for Max Seagrave.","Він був тут, бо працював на Максін Сігрейв.","Він був тут, працював на Макс Сігрейв.",5.728716644827669e-78,0.1350462239206423
387,This is not possible!,АМ°З єТ°ЎґЙЗШ!,Це неможливо!,0.0,0.1350462239206423
388,This is done by prepending the character with a backslash (\\).,Це завдання можна виконати за допомогою додавання перед символом зворотної навскісної риски (\\).,Зробити це можна за допомогою додавання до символу зворотної навскісної риски (\\).,0.4359765514726485,0.1350462239206423
389,You can use the Move Up and Move Down buttons to change the order.,"Ви можете скористатися кнопками Пересунути вгору і Пересунути вниз, щоб змінити цей порядок.","Ви можете скористатися кнопками Пересунути вгору і Пересунути вниз, щоб змінити порядок.",0.8496364166597655,0.1350462239206423
390,"When you have set the correct date and time, simply click Apply to make the changes permanent.","Після того, як ви встановили правильні значення для дати і часу, натисніть кнопку Застосувати, щоб застосувати виконані зміни.","Після того, як ви встановите правильну дату і час, просто натисніть кнопку Застосувати, щоб зробити зміни незмінними.",0.28547397706062927,0.1350462239206423
391,Mori!,Морі!,Морі!,1.821831989445342e-231,0.1350462239206423
392,I think he's writing about us in his reports.,"Думаю, він пише про нас у своїх рапортах.","Думаю, он пишет о нас в своих отчете.",1.2882297539194154e-231,0.1350462239206423
393,The SERIESSUM() function returns the sum of a power series.,Функція SERIESSUM () повертає частинну суму степеневого ряду.,Функція SERIESSUM} повертає суму ряду потужностей.,6.58443108435194e-155,0.1350462239206423
394,Percy?,Персі!,Перси?,0.0,0.1350462239206423
395,Media Type First,Тип першого носія,Тип першого носія,1.2213386697554703e-77,0.1350462239206423
396,Ghostscript Backend Configuration,Налаштування програми Ghostscript,Налаштування сервера Ghostscript,1.646211035903463e-231,0.1350462239206423
397,Can you video me now?,"Зніми мене, гаразд?",Можеш мене зняти?,1.5319719891192393e-231,0.1350462239206423
398,"No, I'm not gonna put Danny on... or Rusty.","Ні, я не передам слухавку Денні.","Нет, я не собираюсь надеть Дэнни... или Расті.",6.484592771860512e-155,0.1350462239206423
399,"And still, Gordo's the least of this.",Гордо - найменша з проблем.,"І все ж, Гордо - найменша з них.",0.345720784641941,0.1350462239206423
400,Nostradamus observe the stars and he sees an impending danger.,Нострадамус дивиться на зірки і бачить наближення небезпеки.,Нострадамус спостерігає за зірками і бачить неминучу небезпеку.,7.176381577237209e-155,0.1350462239206423
401,Cannot tag photo already visible on Facebook.,Не вдалося надати вже видимому у Facebook фото мітку.,Не вдається зробити фотографію мітки вже видимою у Facebook.,7.241926111174567e-155,0.1350462239206423
402,Deprecated: Please use --safe-upgrade,Застаріло: використовуйте --safe-upgrade,"Застаріла: будь ласка, скористайтеся параметром --safe- upgrade",1.2508498911928379e-231,0.1350462239206423
403,Split Vertical In,Розділятись вертикально всередину,Розділити вертикально всередину,1.133422688662942e-154,0.1350462239206423
404,Created thumbnail for: %1,Створено мініатюру для:% 1,Створено мініатюру для:% 1,1.0,0.1350462239206423
405,Password or swipe finger for %1:,Пароль або відбиток пальця для% 1:,Пароль або відбиток пальця для% 1:,1.0,0.1350462239206423
406,You want me to cast my friends aside.,"Ти хочеш, щоб я покинув друзів у біді?","Ты хочешь, чтобы я бросил своих друзей в сторону.",1.0518351895246305e-231,0.1350462239206423
407,"Let's get pissed up, and have a puff!",Віділ'ємо і будемо пити.,Давай взбешимся и покурим!,0.0,0.1350462239206423
408,You got involved with the wrong girl... you dumb shit.,Ти зв'язався не з тією дівчиною... ти лайно смердюче.,Ти зв'язався з не з тією дівчиною... ти тупе лайно.,0.4671379777282001,0.1350462239206423
409,Bloody hell.,Божевілля.,Чорт забирай.,0.0,0.1350462239206423
410,"No, thanks, Nina. I've seen enough.","Ні, дякую, я вже побачив достатньо","Ні, дякую, я бачив достатньо.",6.042433724643145e-78,0.1350462239206423
411,I'm sorry.,Пробач.,Мне жаль.,0.0,0.1350462239206423
412,"Out of town, lieutenant?","Йдемо з міста, лейтенант?","З міста, лейтенанте?",8.214546595247418e-155,0.1350462239206423
413,All right.,"Добре. Хлопці, ви просто...",Гаразд.,0.0,0.1350462239206423
414,"I'm not afraid anymore, Tommy.","Я більше не боюся, Томі.","Я больше не боюсь, Томми.",1.4488496539373276e-231,0.1350462239206423
415,"And what, send it up in an ambulance?","І що, потім відправлю його каретою швидкої допомоги?","И что, выслать его в скорую?",8.416851712392762e-232,0.1350462239206423
416,KDE development,Розробка KDE,Розробка KDE,1.491668146240062e-154,0.1350462239206423
417,"- I ran her social, her name, police records, taxes, everything.","- Я переглянув її в соцмережах, шукав по імені, в поліцейських протоколах, по податках, скрізь.","- Я проверил её социально, её имя, полицейские записи, податки, всё.",3.807643477730697e-155,0.1350462239206423
418,- I was just looking for his Majesty.,Просто шукаю його величність.,- Я просто искал его Величество.,1.1640469867513693e-231,0.1350462239206423
419,Clench 'em and get over here.,Стиснув булки і підійшов сюди.,Ударь их и иди сюда.,0.0,0.1350462239206423
420,Take the father first.,Візьміть спершу батька.,Спочатку візьми батька.,1.384292958842266e-231,0.1350462239206423
421,Don't listen to them.,"Неправда, не слухай їх.",Не слухай їх.,8.751273976943354e-78,0.1350462239206423
