Unnamed: 0,DE,EN,TRANSLATION,bertscore
215,Welche Bedingungen?,At what terms?,Zu welchen Bedingungen?,0.9566240906715393
216,Zieh doch einfach Chaturs Anzug an.,Take Chatur's suit instead,Nimm stattdessen Chatur's Anzug.,0.8107051849365234
217,Es brennt!,We're on fire!,Wir feuern!,0.738014280796051
218,. – Herr Präsident!,.,........................................................................................................,0.0
219,Holen Sie das Ding aus meinem Kopf.,Help me!,Helft mir!,0.7475709915161133
220,"Wissen diejenigen, die Frauen zum Autofahren aufrufen, dass sie den Feinden dieses Landes dienen, indem sie es in Chaos und Korruption stürzen, wenn eigentlich Sicherheit, Glaube und Stabilität am dringendsten benötigt werden?!","Do those who call for women driving understand that they are serving the enemies of this country by getting it into chaos and corruption when it badly needs security, faith and stability?!","Verstehen diejenigen, die nach Frauen rufen, die fahren, dass sie den Feinden dieses Landes dienen, indem sie es ins Chaos und in die Korruption bringen, wenn es dringend Sicherheit, Glauben und Stabilität braucht?!",0.9421614408493042
221,Ich bin der Boss.,I'm the boss.,Ich bin der Boss.,1.0000001192092896
222,Meine Mutter war Italienerin.,My mother was Italian.,Meine Mutter war Italienerin.,1.0
223,Bilder auf der Vorderseite der Karteikarten anzeigen.,Show images on the front of the flashcard.,Bilder auf der Vorderseite der Karteikarte anzeigen.,0.9904109835624695
224,Natürlich nicht.,Of course not.,Natürlich nicht.,1.0
225,Ich flehe dich an.,I'm really begging you right now.,Ich flehe dich jetzt wirklich an.,0.9556122422218323
226,Verlass mich nicht.,Don't leave me.,Verlass mich nicht.,0.9999999403953552
227,Das wird nicht helfen.,It won't help.,Es wird nicht helfen.,0.9765542149543762
228,Lass mich mal sehen.,Let me see.,Lass mich mal sehen.,1.0
229,Ihr Mistkerle!,Screw you all!,Fick euch alle!,0.7943832278251648
230,Aber...,But...,Aber...,1.000000238418579
231,Jetzt komm!,Let's get out of here.,Lass uns hier verschwinden.,0.7661774158477783
232,Einen Moment mal.,Wait a minute.,Warte mal.,0.8087988495826721
233,So was kann man schlecht einplanen.,It's not exactly something you can plan.,"Es ist nicht gerade etwas, was Sie planen können.",0.8539568781852722
234,"So jemandem mache ich klar, daß ich für ihn zu schade bin.","Anybody who thinks that, I'll knock over sometime.","Jeder, der das denkt, werde ich irgendwann umfallen.",0.8487840294837952
235,"Ja, das tue ich und Mama auch.","Yes, I am, and Mother is too.","Ja, das bin ich, und Mutter auch.",0.9451248645782471
236,"Und deine Geister, Rossella?","And your spirits, Rossella?","Und dein Geist, Rossella?",0.9727347493171692
237,- Passt auf!,- Look out!,- Vorsicht!,0.8427948951721191
238,Ich bin ja nicht weit weg.,I'm just down the beach.,Ich bin am Strand.,0.8341442942619324
239,Tschüs.,Bye.,Wiedersehen.,0.5870717763900757
240,"auf Vorschlag der Kommission (1),","Having regard to the proposal from the Commission (1),","auf Vorschlag der Kommission (1),",1.0
241,SubCentral.de und TV4User.de präsentieren:,"♪ Our whole universe was in a hot, dense state ♪ ♪ Then nearly 14 billion years ago expansion started... Wait!","Unser ganzes Universum war in einem heißen, dichten Zustand, dann begann vor fast 14 Milliarden Jahren die Expansion...",0.7966645359992981
242,Worte fallen aus Eurem Mund wie Scheiße aus dem Arsch.,"Words fall from your mouth, as shit from ass.","Worte fallen dir aus dem Mund, wie Scheiße aus dem Arsch.",0.9761471748352051
243,Und weißt du wie?,And do you know why?,Und weißt du warum?,0.9553273916244507
244,Halt deine verdammte Klappe!,Shut the fuck up!,Halt die Klappe!,0.9123122692108154
245,"Ich seh' nur noch Blonde, Brünette, Rothaarige--","All I see is blonde, brunette, redhead.","Alles, was ich sehe, ist blond, brünette, rothaarig.",0.8962156772613525
246,Bestimmung,Destination,Ziel,0.6445982456207275
247,Ah. Meinst du?,He's very funny.,Er ist sehr lustig.,0.8050108551979065
248,Lieben Sie mich noch?,Do you love me?,Liebst du mich?,0.9235956072807312
249,"Ich und Kuby haben für den Typen einen Van gemietet, haben das Geld bei einem Lagerplatz aufgeladen, haben ihm die Schlüssel bei Goodman gegeben.","Me and Kuby rented a van for the dude, loaded his cash up in a self-storage unit, handed over the keys to him at Goodman's.","Kuby und ich mieteten einen Lieferwagen für den Kerl, luden sein Geld in eine Selfstorage-Einheit und übergaben ihm die Schlüssel bei Goodman.",0.8919471502304077
250,Hier...,Here.,"Hier, bitte.",0.8714994788169861
251,Whistler?,Whistler?,Whistler?,1.0
252,Das ist jetzt auch mein Haus.,"This is now my house, too.",Das ist jetzt auch mein Haus.,1.0000001192092896
253,"Was zum Teufel, man?","What the hell, man?","Was zum Teufel, Mann?",0.9675307273864746
254,Vertraue niemandem.,Don't trust anyone.,Vertrau niemandem.,0.9726955890655518
255,"Okay, Kreis, Kreis, Pünktchen, Pünktchen, jetzt bekommst du ein kleines Spritzchen!","Okay,circle, circle,dot,dot, now you have a cootie shot!","Okay, Kreis, Kreis, Punkt, Punkt, jetzt hast du einen Cootie-Schuß!",0.9039983153343201
256,"Ich habe nicht gedacht, dass ich das tun müsste. Das hat dich sonst auch nicht davon abgehalten, es zu sagen.",I didn't think I had to.,"Ich dachte nicht, dass ich es tun müsste.",0.9266641736030579
257,Die Welt ist schön.,I like to walk.,Ich gehe gern zu Fuß.,0.8260901570320129
258,Es ist ein Wunder.,_,_______________________________________________________________________________________________________________________________________________________________________________________________________________________________________,0.43836137652397156
259,"- Bitte, hör mir zu.","Please, listen.","Bitte, hör zu.",0.949942409992218
260,- Sie haben schon alle aufgebraucht.,- Your favours are all used up.,- Ihre Gefallen sind verbraucht.,0.884652316570282
261,Du bist verhaftet.,You're under arrest.,Sie sind verhaftet.,0.9175970554351807
262,Die in dieser Entscheidung vorgesehenen Maßnahmen entsprechen der Stellungnahme des Ständigen Veterinärausschusses -,"Whereas the measures provided for in this Decision are in accordance with the opinion of the Standing Veterinary Committee,",Die in dieser Entscheidung vorgesehenen Maßnahmen entsprechen der Stellungnahme des Ständigen Veterinärausschusses -,1.0000001192092896
263,Guten Morgen.,"Good morning, Cecilie.","Guten Morgen, Cecilie.",0.9198859930038452
264,"I.G. Farben produzierte 84% von Deutschlands Sprengstoffen und sogar das Zyklon B, das in den Konzentrationslagern zur Tötung von Millionen von Menschen verwendet wurde.",I.G. Farben produced 84% of Germany's explosives and even the Zyklon B used in the concentration camps to kill millions.,"I.G. Farben produzierte 84 % der deutschen Sprengstoffe und sogar der Zyklon B in den Konzentrationslagern, um Millionen zu töten.",0.9473654627799988
265,Es war ein langer Tag.,It's been a long day.,Es war ein langer Tag.,1.0000001192092896
266,"Aber Sie kamen nach L.A., um ein Schauspieler zu sein.",But you came to L.A. to be an actor.,"Aber du bist nach L.A. gekommen, um Schauspieler zu werden.",0.9216760396957397
267,Neun.,Nine.,Neun.,0.9999998807907104
268,- Ihr Zimmer ist schon bereit.,Everything's in order with the apartment.,Alles ist in Ordnung mit der Wohnung.,0.8203301429748535
269,Ich nicht.,- Yeah. - Legally.,- Rechtlich gesehen.,0.8221225142478943
270,Keine Sorge.,Nothing will happen.,Nichts wird passieren.,0.7829303741455078
271,Es ist genug!,It's enough!,Es reicht!,0.8401788473129272
272,"Ja, die Hindus waren da was auf der Spur, Billy.","Yeah, the Hindus were onto something, Billy.","Ja, die Hindus hatten was vor, Billy.",0.901369571685791
273,- Was Neues von Tara?,Aw.,"Oh, nein.",0.6929947733879089
274,"Ich weiß nicht, was ich tun soll.",I don't know what I'm supposed to do.,"Ich weiß nicht, was ich tun soll.",0.9999999403953552
275,"Oh, Scheiße, Mann!","- Oh, shit, man!","- Scheiße, Mann!",0.9246153831481934
276,"Lethargie, Koma, Atemdepression mit Cheyne-Stokes-Atmung und/oder Cyanose.","Symptoms The symptoms of fentanyl overdose are an extension of its pharmacological actions, e. g. lethargy, coma, respiratory depression with Cheyne-Stokes respiration and/ or cyanosis.","Lethargie, Koma, Atemdepression mit Cheyne-Stokes-Respiration und/oder Zyanose.",0.946816086769104
277,Ich hab es vor nicht mal sieben Jahren mit meinen eigenen Augen gesehen.,I saw it with my own eyes not seven years ago.,Ich sah es mit meinen eigenen Augen nicht vor sieben Jahren.,0.9633853435516357
278,Wo liegt der Unterschied?,"She didn't do it with rope, so what difference does it make?","Sie hat es nicht mit Seil gemacht, also was macht das für einen Unterschied?",0.8974048495292664
279,Aber was ist es?,But what is it?,Aber was ist es?,1.0
280,Gib mir 'nen Status.,Give me a status.,Geben Sie mir einen Status.,0.7503916621208191
281,"- Nein, ich hab's abgestellt.","No, I turned it off.","Nein, ich habe es ausgeschaltet.",0.8976491689682007
282,"Nein, nein, bitte.","No, no, please.","Nein, nein, bitte.",1.0
283,Was meinen Sie?,Meaning what?,Was meinst du damit?,0.8981338739395142
284,Auf jeden Fall.,-Slim.,- Schlimm.,0.7482842803001404
285,Die Aussprache ist geschlossen.,The debate is closed.,Die Aussprache ist geschlossen.,1.0000001192092896
286,Du kannst das schaffen.,You can make it.,Du schaffst es.,0.8602132201194763
287,Das sind fünf Dinge.,That's five things.,Das sind fünf Dinge.,0.9999998807907104
288,Ich muss sie sehen.,I need to see it.,Ich muss es sehen.,0.9633347988128662
289,"Stimmt was nicht, Fairchild?","Anything wrong, Fairchild?","Stimmt was nicht, Fairchild?",1.0
290,"Oh, sieht so aus, als hätte sich sein Gesicht seit dem Bild auf dem Führerschein leicht verändert.","Oh, looks like his face has changed a little since his driver's license picture was taken.","Sieht aus, als hätte sich sein Gesicht ein wenig verändert, seit sein Führerscheinfoto aufgenommen wurde.",0.938677966594696
291,Ich bin Italiener.,I'm Italian.,Ich bin Italiener.,1.0
292,"Genau das wäre ich auch, wenn ich gerade mein Baby verloren hätte.",Which is exactly what I'd be if I just lost my baby.,"Genau das wäre ich, wenn ich mein Baby verloren hätte.",0.9790674448013306
293,"Wenn ihr (Kafir) um den Sieg (als Zeichen der Rechtschaffenheit) bittet, so traf der Sieg euch bereits. Wenn ihr aber (vom Kufr) ablasst, so ist dies besser für euch. Wenn ihr jedoch wiederholtermaßen (zum Krieg) zurückkehrt, kehren WIR zurück, und dann wird eure Gruppe von euch nichts abwenden, selbst dann sollte sie noch so groß sein. Und ALLAH ist gewiß mit den Mumin.","If you sought a verdict, the verdict has certainly come to you; and if you cease [your belligerence against the Prophet and his followers], it is better for you, but if you resume, We [too] shall return and your troops will never avail you though they should be ever so many, and [know] that Allah is with the faithful.","Und wenn ihr nach einer Entscheidung strebt, so ist die Entscheidung zu euch gekommen. Und wenn ihr aufhört, so ist es besser für euch. Wenn ihr aber fortfahrt, werden Wir zurückkehren, und eure Truppen werden euch nicht nützen, obwohl sie so viele sind. Und Gott ist mit den Gläubigen.",0.8537945747375488
294,"Nein, habe ich nicht.","No. I don't have that, either.","Nein, das habe ich auch nicht.",0.9743844866752625
295,Aber klar kann ich das.,"Sure, you can.",Klar kannst du das.,0.8809088468551636
296,Ich habe keine Feuerzeuge gefunden.,I didn't find any matches.,Ich habe keine Streichhölzer gefunden.,0.9286462664604187
297,Haben Sie einen Moment?,Can you spare a moment?,Kannst du mir einen Moment Zeit lassen?,0.9056788086891174
298,"Es gibt viele Dinge, die uns noch Sorgen bereiten.",There are many things which still trouble us.,"Es gibt viele Dinge, die uns immer noch beunruhigen.",0.949066698551178
299,Ich habe eine Frage.,Let me ask you something.,Lassen Sie mich Sie etwas fragen.,0.8524029850959778
300,Ihn umbringen.,Kill him,Töte ihn!,0.8231865167617798
301,Ich meine nicht mich damit.,My lips are sealed.,Meine Lippen sind versiegelt.,0.8247528076171875
302,Er erhängte sich.,He hung himself.,Er hat sich erhängt.,0.9372492432594299
303,"Okay, jetzt weißt du es ja.","Okay, now you know.","Okay, jetzt weißt du es.",0.9851565361022949
304,Was soll denn der Thomas da?,Thomas!,"Thomas! - Nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein! nein, nein, nein, nein! nein, nein, nein, nein! nein, nein, nein! nein, nein, nein, nein, nein! nein, nein! nein!",0.6127173900604248
305,Lass uns gehen.,Let's go,Gehen wir.,0.8776507377624512
306,"Oh, danken Sie nicht mir.",Don't thank me.,Danken Sie mir nicht.,0.9503180980682373
307,Ich kann sie vor dem Ende beschützen.,I can protect her from the end.,Ich kann sie vor dem Ende beschützen.,1.0
308,Wer war das?,Who took them?,Wer hat sie genommen?,0.8768012523651123
309,Kann ich helfen?,Hello.,Guten Tag.,0.80378657579422
310,"Egal, was ich dafür tun muss.",You're not gonna argue with me?,Du willst nicht mit mir streiten?,0.7181507349014282
311,Lange Geschichte.,long story.,Lange Geschichte.,1.0000003576278687
312,Disketten- und & CD-ROM;-Laufwerke,Floppy and & CD-ROM; Drives,Disketten und & CD-ROM;-Laufwerke,0.989766001701355
313,"Du siehst aus, als ob du einen Geist gesehen hast.",You look like you saw a ghost.,"Du siehst aus, als hättest du einen Geist gesehen.",0.9662526249885559
314,Unionsverbrauch,Union Consumption,Unionsverbrauch,1.0
315,Ich warte.,I'm waiting.,Ich warte.,1.0000001192092896
316,Dritter Grad.,Level three.,Stufe drei.,0.7981353998184204
317,Ich bin rumgelaufen.,I walked.,Ich bin gelaufen.,0.9592096209526062
318,Brigitte übernimmt deine Rolle.,You're out.,Du bist raus.,0.7975290417671204
319,- Sicher.,- Sure.,- Sicher.,1.000000238418579
320,"Stimmt das, was du gesagt hast?",Is it true that Reidun ...,"Stimmt es, dass Reidun...",0.8728505969047546
321,"Du weißt schon, weil Melodie Musik ist und du...","You know, because Melody is music and you're...","Weißt du, weil Melody Musik ist und du...",0.9380581378936768
322,Zwei.,Two.,Zwei.,1.0
323,"Ich hoffe, du verstehsl es.",I know you'll understand.,"Ich weiß, du wirst es verstehen.",0.9108595848083496
324,Etwa zehn Stunden.,About 10 hours.,Etwa 10 Stunden.,0.8467745184898376
325,"Ja, das muss es sein.","Yes, this is it!","Ja, das ist es!",0.8961251378059387
326,-Schon gut.,- All right.,- In Ordnung.,0.766856849193573
327,Diese Verordnung ist in allen ihren Teilen verbindlich und gilt unmittelbar in jedem Mitgliedstaat.,This Regulation shall be binding in its entirety and directly applicable in all Member States.,Diese Verordnung ist in allen ihren Teilen verbindlich und gilt unmittelbar in jedem Mitgliedstaat.,1.0
328,"Können Sie mir sagen, wo ich ihn finden kann?",Can you tell me where I can find him?,"Können Sie mir sagen, wo ich ihn finden kann?",0.9999999403953552
329,"Ja, schnell, hol den Arzt!",Hurry up!,Beeilung!,0.6709656715393066
330,Lassen Sie uns durch.,Let us through.,Lassen Sie uns durch.,1.0
331,Ich bin kein Fan von dir.,George.,"George. Ich weiß nicht, was ich tun soll.",0.8519994020462036
332,zur Festlegung pauschaler Einfuhrwerte für die Bestimmung der im Sektor Obst und Gemüse geltenden Einfuhrpreise,establishing the standard import values for determining the entry price of certain fruit and vegetables,zur Festlegung pauschaler Einfuhrwerte für die Bestimmung der für bestimmtes Obst und Gemüse geltenden Einfuhrpreise,0.9781794548034668
333,Worum ging es da eben?,What was that about back there?,Worum ging es da hinten?,0.9575367569923401
334,- Sehr gern.,- Right sir.,"- Richtig, Sir.",0.7403897047042847
335,- Ich möchte nicht gehen.,- I do not wish to go.,- Ich will nicht gehen.,0.9638923406600952
336,Ich habe gebadet.,- I was taking a bath.,- Ich habe gebadet.,0.9705959558486938
337,Das finde ich gut.,I like that.,Das gefällt mir.,0.86076420545578
338,"Ja, vielleicht.","Yeah, maybe.","Ja, vielleicht.",0.9999998807907104
339,Führen Sie vor jeder Injektion einen Sicherheitstest durch.,A safety test must be performed before each injection.,Vor jeder Injektion ist ein Sicherheitstest durchzuführen.,0.9402909278869629
340,Ich habe diesen Witz geschrieben.,I wrote that joke.,Ich habe diesen Witz geschrieben.,1.0
341,Zurück,Prev,Zurück,0.9999997615814209
342,Diese Verordnung ist in allen ihren Teilen verbindlich und gilt unmittelbar in jedem Mitgliedstaat.,This Regulation shall be binding in its entirety and directly applicable in all Member States.,Diese Verordnung ist in allen ihren Teilen verbindlich und gilt unmittelbar in jedem Mitgliedstaat.,1.0
343,Was machen Sie hier drin?,What're you doing in here?,Was machst du hier drin?,0.942907989025116
344,"Ja, ich glaube...","Actually, yes.",Eigentlich ja.,0.7325530052185059
345,4.9 Überdosierung,4.9 Overdose,4.9 Überdosierung,1.0
346,Macht Laune!,Love it!,Ich liebe es!,0.7413123250007629
347,- Jetzt soll ich mich also besser fühlen?,That's supposed to make me feel better?,Soll ich mich dadurch besser fühlen?,0.9450659155845642
348,Guten Morgen liebe Pan-Gemeinde!,"Good morning, bread lovers!","Guten Morgen, Brotliebhaber!",0.8727694153785706
349,"Sind Sie nicht hier, um zu kellnern?",Aren't you here to waitress?,Bist du nicht zur Kellnerin hier?,0.949121356010437
350,Was soll ich machen?,What can I do?,Was kann ich tun?,0.8703782558441162
351,Ich liebe Hunde.,I love dogs.,Ich liebe Hunde.,0.9999999403953552
352,Ich kann nicht!,I can't do it.,Ich kann das nicht.,0.9801055192947388
353,Es ist nicht von dir.,It's not yours.,Es gehört nicht dir.,0.9323843121528625
354,Mein Leben?,You want my life?,Du willst mein Leben?,0.9408959746360779
355,Die Aussprache ist geschlossen.,The debate is closed.,Die Aussprache ist geschlossen.,1.0000001192092896
356,"Nomenklatur der Länder gemäß der Verordnung (EG) Nr. 1833/2006 der Kommission (ABl. L 354 vom 14.12.2006, S. 19).","Country nomenclature as fixed by Commission Regulation (EC) No 1833/2006 (OJ L 354, 14.12.2006, p. 19).","Nomenklatur der Länder gemäß der Verordnung (EG) Nr. 1833/2006 der Kommission (ABl. L 354 vom 14.12.2006, S. 19).",0.9999999403953552
357,BEZEICHNUNG DES ARZNEIMITTELS UND ART(EN) DER ANWENDUNG,NAME OF THE MEDICINAL PRODUCT AND ROUTE(S) OF ADMINISTRATION,BEZEICHNUNG DES ARZNEIMITTELS SOWIE ART(EN) DER ANWENDUNG,0.9740368723869324
358,"Ja, genau. - Das sollten wir feiern und ""Freundinnen"" gucken.",We should celebrate by watching Beaches.,"Wir sollten feiern, indem wir Beaches beobachten.",0.858211874961853
359,Mochtest du etwas?,Would you like anything?,Möchtest du etwas?,0.9999999403953552
360,Sehr viel sogar.,A lot of art.,Eine Menge Kunst.,0.7709082961082458
361,Ich war an einem Samstagabend mal so deprimiert...,I was really depressed one Saturday night about 9:00--,Ich war an einem Samstagabend um 9 Uhr wirklich deprimiert...,0.9487085938453674
362,Wie geht es Ihnen?,How you doing?,Wie geht's?,0.9218639135360718
363,- Selbstverständlich.,- Certainly.,- Natürlich.,0.8047064542770386
364,Ich hab was Neues entdeckt.,I found something new.,Ich habe etwas Neues gefunden.,0.903376579284668
365,"Ja, natürlich.","Yeah, I do.","Ja, das tue ich.",0.7809035181999207
366,"Zuletzt geändert durch die Verordnung (EG) Nr. 806/2003 (ABl. L 122 vom 16.5.2003, S. 1).","Directive as last amended by Regulation (EC) No 806/2003 (OJ L 122, 16.5.2003, p. 1).","Zuletzt geändert durch die Verordnung (EG) Nr. 806/2003 (ABl. L 122 vom 16.5.2003, S. 1).",0.9999999403953552
367,"- Tut mir leid, das hätte ich nicht sagen sollen.",I'm sorry I shouldn't have said that.,"Tut mir leid, dass ich das nicht hätte sagen sollen.",0.9754767417907715
368,- Michelle.,"It's all right, baby.","Schon gut, Baby.",0.6500310897827148
369,Was genau?,Which part?,Welchen Teil?,0.697257936000824
370,Mittel 2005 _BAR_ Mittel 2004 _BAR_ Ausgaben 2003 _BAR_,Appropriations 2005 _BAR_ Appropriations 2004 _BAR_ Outturn 2003 _BAR_,Mittel 2005 _BAR_ Mittel 2004 _BAR_ Ausgaben 2003 _BAR_,1.0
371,"Bin oft hier gewesen, als wir Partner waren.","Came here often, when we were partners.","Ich kam oft hierher, als wir Partner waren.",0.939229428768158
372,Das ist abstoßend.,That's appalling.,Das ist entsetzlich.,0.8773584365844727
373,"Seine engsten Vertrauten meinen, er hat den ersten Jedi-Tempel gesucht.",People that knew him best... think he went looking for the first Jedi temple.,"Leute, die ihn am besten kannten, dachten, er würde nach dem ersten Jedi-Tempel suchen.",0.8966678977012634
374,Wir wollen nur mit dem Kerl reden.,All we wanna do is talk to the guy.,Wir wollen nur mit dem Kerl reden.,1.0000001192092896
375,Warten Sie.,Wait.,Warte.,0.8065046668052673
376,"Ich habe doch gesagt, sie ist hübsch!",I told you she was pretty,"Ich sagte doch, sie ist hübsch.",0.9644684791564941
377,"Um euch zu sagen, dass der Schöpfer eine neue Prophezeiung über den Sucher gesandt hat.",To tell you that the Creator has sent a new Prophecy about the Seeker.,"Um dir zu sagen, daß der Schöpfer eine neue Prophezeiung über den Sucher gesandt hat.",0.9775809645652771
378,Schafft ihn weg!,Get him out of here.,Schafft ihn hier raus.,0.9465929865837097
379,"Ich bin geneigt zu glauben, dass er unschuldig ist.",I'm inclined to think he's innocent.,"Ich bin geneigt, ihn für unschuldig zu halten.",0.9291164875030518
380,Und Sie.,And you.,Und du.,0.8674291372299194
381,Vergiss es!,Forget it.,Vergessen Sie's.,0.7628781199455261
382,- Du bist ein Genie.,- You're a genius.,- Du bist ein Genie.,0.9999999403953552
383,ERTEILUNG DER GENEHMIGUNG,APPROVAL GRANTED,ERTEILUNG DER GENEHMIGUNG,0.9999999403953552
384,Aber ich will nichts mehr mit dir zu tun haben.,But I don't want to know you either.,Aber ich will dich auch nicht kennen.,0.9219587445259094
385,"Wir dachten, wir hätten ihn getötet.","I thought Ray and I killed him, but we didn't.","Ich dachte, Ray und ich hätten ihn getötet, aber wir nicht.",0.9490301012992859
386,Wir können rein.,Good to go.,Gut zu gehen.,0.807522177696228
387,Du hast mir das Leben gerettet.,For saving my life.,"Dafür, dass du mir das Leben gerettet hast.",0.9482886791229248
388,"Gab mir gute Rückmeldungen, einige Funktionswünsche, Bereinigungen und Designverbesserungen und war jemand, mit dem ich mich über IRC unterhalten konnte:)","Gave me some good feedback on Kig, some feature requests, cleanups and style fixes, and someone to chat with on irc:)","Gab mir ein paar gute Rückmeldungen über Kig, einige Feature-Anfragen, cleanups und Stylefixes, und jemand, mit dem man auf irc chattet:)",0.8966747522354126
389,Hast du das verstanden?,Do you understand?,Verstehst du das?,0.9087510704994202
390,- Bleib weg!,Stay away!,Bleiben Sie weg!,0.8880661129951477
391,Ich sage gar nichts.,I'm not saying anything.,Ich sage nichts.,0.9706421494483948
392,Ich weiß nicht so ganz.,I don't know that I can.,"Ich weiß nicht, ob ich das kann.",0.9295126795768738
393,Sie war auch in meinen Sitzungen ein Thema.,She has come up in a number of my sessions as well.,Sie ist auch in einigen meiner Sitzungen aufgetaucht.,0.9294688105583191
394,"Gestern hat Kommissar Rehn dem Parlament erläutert, wie die Verhandlungen mit der Türkei ausgestaltet werden.","Yesterday, Commissioner Rehn explained to this House the shape that negotiations with Turkey will take.","Gestern hat Kommissar Rehn diesem Haus erklärt, wie die Verhandlungen mit der Türkei aussehen werden.",0.9484264254570007
395,4 und Nr.,'4.,Vier.,0.6893189549446106
396,Schlug ihr den Schädel mit dem Boden eines Waring-Mixer ein.,Caved her head in with the base of a Waring blender.,Hat ihren Kopf mit der Basis eines Waring-Mixers eingegraben.,0.8908851146697998
397,Das ist verrückt.,This is crazy.,Das ist verrückt.,0.9999999403953552
398,"Ich weiß, welche Frau!",- I know who this other woman is.,"- Ich weiß, wer diese andere Frau ist.",0.923851728439331
399,Pfirsiche (Nektarinen und ähnliche Hybriden),Peaches (Nectarines and similar hybrids),Pfirsiche (Nektarinen und ähnliche Hybriden),1.0000001192092896
400,Möchten Sie denn was von mir?,Would you like something from me?,Möchtest du etwas von mir?,0.9160299897193909
401,"Ich denke langsam, dass er immer gehen konnte.",I'm beginning to think that he could walk.,"Ich fange an zu glauben, dass er gehen könnte.",0.9359463453292847
402,-Geh bitte nach Hause.,It'll be better if you go.,"Es ist besser, wenn du gehst.",0.8436704874038696
403,"Die Nebenwirkungen, die in Verbindung mit Viagra beschrieben werden, sind zumeist leicht bis mäßig und von kurzer Dauer.",The side effects reported in association with the use of Viagra are usually mild to moderate and of a short duration.,Die im Zusammenhang mit der Anwendung von Viagra berichteten Nebenwirkungen sind in der Regel leicht bis mäßig und von kurzer Dauer.,0.9277796149253845
404,Unserer letzter Arzt zeigte mir eine Methode.,Ah! Our last medic showed me a technique that might help.,"Unser letzter Sanitäter zeigte mir eine Technik, die helfen könnte.",0.9190046787261963
405,- Die Waffe.,The gun.,Die Waffe.,0.9450722336769104
406,Gib mir ein Bier.,Get me a beer.,Hol mir ein Bier.,0.9429578185081482
407,Dein Nachbar.,I'm your neighbor.,Ich bin deine Nachbarin.,0.8632283806800842
408,- Das tun die auch nicht.,They don't.,Das tun sie nicht.,0.9161083698272705
409,Ich bin nicht wie dein Vater.,I'm not your dad.,Ich bin nicht dein Vater.,0.9864385724067688
410,Marktanteil,Market share,Marktanteil,1.0000001192092896
411,Eine Sukhoi?,A Sukhoi?,Ein Sukhoi?,0.9628596305847168
412,Versprochen.,I promise.,Ich verspreche es.,0.8249490857124329
413,- Ist Daniel da?,Is Daniel home?,Ist Daniel zu Hause?,0.8416301608085632
414,"Ich habe eigentlich die Mandoline spielen gelernt, als ich in Rom war.",I actually learned how to play the mandolin when I was in Rome.,"Ich habe tatsächlich gelernt, wie man Mandoline spielt, als ich in Rom war.",0.9391351938247681
415,"auf Vorschlag der Europäischen Kommission,","Having regard to the proposal from the European Commission,","auf Vorschlag der Europäischen Kommission,",1.0
416,- Komm schon!,-Come on.,- Komm schon.,1.0
417,Guten Morgen.,Good morning.,Guten Morgen.,1.0
418,"Ich wünschte Ich wünschte, er würde weggehen",I wish I wish he'd go away,"Ich wünschte, er würde gehen.",0.9469068646430969
419,Entschuldigung!,Excuse me.,Entschuldigung.,1.0
420,- Fertig?,-Ready?,- Fertig?,1.0
421,Bewegung.,Move.,Bewegung.,0.9999998807907104
422,Sie würden kein Baby stehlen.,You wouldn't steal a baby.,Du würdest kein Baby stehlen.,0.9534870982170105
423,Wo seid ihr?,Wo seid ihr?,Wie wär's mit ihr?,0.8799765706062317
424,Weil ich dich Liebe.,Because I love you.,Weil ich dich liebe.,1.0
425,- Meine Kleine.,- My baby.,- Mein Baby.,0.7879403233528137
426,Gute Frage.,Good question.,Gute Frage.,1.0
427,"Tja, das wäre es dann wohl.","That's it, then.",Das war's dann.,0.7997310757637024
428,Er ist verrückt.,He's crazy!,Er ist verrückt!,1.0000001192092896
429,Oh mein Gott!,"Oh, my God! Oh, my God!","Oh, mein Gott!",1.0
430,Die können dich umbringen!,They can kill you.,Sie können dich töten.,0.9086287021636963
431,Nichts.,Nothing!,Nichts!,1.0
432,"Europa, das den Wohlfahrtsstaat erfunden hat, braucht schließlich sozialen Zusammenhalt.","The fundamental principle of subsidiarity has to be interpreted as a principle of political cohesion, allowing bottom-up participation in Community decision-making, starting from the thousands and thousands of town councils in our Union.","Das Grundprinzip der Subsidiarität ist als ein Grundsatz des politischen Zusammenhalts zu verstehen, der eine Bottom-up-Beteiligung an der Entscheidungsfindung der Gemeinschaft ermöglicht, ausgehend von den Tausenden und Tausenden von Stadträten in unserer Union.",0.8115935325622559
433,Ich hab mit ihm geschlafen.,I slept with him.,Ich habe mit ihm geschlafen.,0.9916021823883057
434,Sie und Ihren Bruder.,You and your brother.,Du und dein Bruder.,0.9235583543777466
435,Führen Sie eine Untersuchung durch.,Conduct a real investigation.,Führen Sie eine echte Untersuchung durch.,0.9836840033531189
436,Erstattungsbetrag,Amount of refunds,Erstattungsbetrag,1.0000001192092896
437,- Und was erwartest du von mir?,- What do you expect me to do about it?,- Was soll ich dagegen tun?,0.8831799626350403
