Unnamed: 0,DE,EN,TRANSLATION,chrf_score
268,- Ihr Zimmer ist schon bereit.,Everything's in order with the apartment.,- Your room's ready.,6.979928754740109
269,Ich nicht.,- Yeah. - Legally.,Not me.,1.754385964912281
270,Keine Sorge.,Nothing will happen.,Don't worry.,4.2735042735042725
271,Es ist genug!,It's enough!,It's enough!,100.0
272,"Ja, die Hindus waren da was auf der Spur, Billy.","Yeah, the Hindus were onto something, Billy.","Yeah, the Hindus were onto something, Billy.",100.0
273,- Was Neues von Tara?,Aw.,- Any word on Tara?,21.73913043478261
274,"Ich weiß nicht, was ich tun soll.",I don't know what I'm supposed to do.,I don't know what to do.,53.5449372997753
275,"Oh, Scheiße, Mann!","- Oh, shit, man!","Oh, shit, man!",88.39782765520151
276,"Lethargie, Koma, Atemdepression mit Cheyne-Stokes-Atmung und/oder Cyanose.","Symptoms The symptoms of fentanyl overdose are an extension of its pharmacological actions, e. g. lethargy, coma, respiratory depression with Cheyne-Stokes respiration and/ or cyanosis.","Lethargy, coma, respiratory depression with Cheyne Stokes breathing and/ or cyanosis.",41.512129164568506
277,Ich hab es vor nicht mal sieben Jahren mit meinen eigenen Augen gesehen.,I saw it with my own eyes not seven years ago.,I didn't even see it with my own eyes seven years ago.,69.34230850774054
278,Wo liegt der Unterschied?,"She didn't do it with rope, so what difference does it make?",What's the difference?,26.268344960844324
279,Aber was ist es?,But what is it?,But what is it?,100.0
280,Gib mir 'nen Status.,Give me a status.,Give me a status.,100.0
281,"- Nein, ich hab's abgestellt.","No, I turned it off.","- No, I turned it off.",98.2553168750668
282,"Nein, nein, bitte.","No, no, please.","No, no, please.",100.0
283,Was meinen Sie?,Meaning what?,What do you mean?,18.46204005350051
284,Auf jeden Fall.,-Slim.,Absolutely.,3.3333333333333335
285,Die Aussprache ist geschlossen.,The debate is closed.,The debate is closed.,100.0
286,Du kannst das schaffen.,You can make it.,You can do this.,37.45670995670996
287,Das sind fünf Dinge.,That's five things.,That's five things.,100.0
288,Ich muss sie sehen.,I need to see it.,I need to see her.,76.5805332823536
289,"Stimmt was nicht, Fairchild?","Anything wrong, Fairchild?","Something wrong, Fairchild?",84.43479296842837
290,"Oh, sieht so aus, als hätte sich sein Gesicht seit dem Bild auf dem Führerschein leicht verändert.","Oh, looks like his face has changed a little since his driver's license picture was taken.","Oh, looks like his face has changed slightly since the picture on the driver's license.",68.18310877275123
291,Ich bin Italiener.,I'm Italian.,I'm Italian.,100.0
292,"Genau das wäre ich auch, wenn ich gerade mein Baby verloren hätte.",Which is exactly what I'd be if I just lost my baby.,That's exactly what I would be if I just lost my baby.,74.4467793924199
293,"Wenn ihr (Kafir) um den Sieg (als Zeichen der Rechtschaffenheit) bittet, so traf der Sieg euch bereits. Wenn ihr aber (vom Kufr) ablasst, so ist dies besser für euch. Wenn ihr jedoch wiederholtermaßen (zum Krieg) zurückkehrt, kehren WIR zurück, und dann wird eure Gruppe von euch nichts abwenden, selbst dann sollte sie noch so groß sein. Und ALLAH ist gewiß mit den Mumin.","If you sought a verdict, the verdict has certainly come to you; and if you cease [your belligerence against the Prophet and his followers], it is better for you, but if you resume, We [too] shall return and your troops will never avail you though they should be ever so many, and [know] that Allah is with the faithful.","If you ask for victory (as a sign of righteousness), victory has already struck you; but if you turn away, it is better for you; but if you return again (to war), We will return, and your group will not turn away from you, even if it is so great, and Allah is with the believers.",36.26078820099021
294,"Nein, habe ich nicht.","No. I don't have that, either.","No, I didn't.",15.298919224301011
295,Aber klar kann ich das.,"Sure, you can.",Of course I can.,20.294898688425135
296,Ich habe keine Feuerzeuge gefunden.,I didn't find any matches.,I didn't find any lighters.,64.31637453404966
297,Haben Sie einen Moment?,Can you spare a moment?,Do you have a moment?,46.17189529125678
298,"Es gibt viele Dinge, die uns noch Sorgen bereiten.",There are many things which still trouble us.,There are many things that still worry us.,56.39899128152028
299,Ich habe eine Frage.,Let me ask you something.,I have a question.,9.801633605600934
300,Ihn umbringen.,Kill him,Kill him.,100.0
301,Ich meine nicht mich damit.,My lips are sealed.,I'm not talking about myself.,10.046450807033978
302,Er erhängte sich.,He hung himself.,He hung himself.,100.0
303,"Okay, jetzt weißt du es ja.","Okay, now you know.","Okay, now you know.",100.0
304,Was soll denn der Thomas da?,Thomas!,What's Thomas doing?,57.969430632532095
305,Lass uns gehen.,Let's go,Let's go.,100.0
306,"Oh, danken Sie nicht mir.",Don't thank me.,"Oh, don't thank me.",85.43127977238899
307,Ich kann sie vor dem Ende beschützen.,I can protect her from the end.,I can protect her from the end.,100.0
308,Wer war das?,Who took them?,Who was that?,16.217405183446992
309,Kann ich helfen?,Hello.,Can I help you?,13.090349075975357
310,"Egal, was ich dafür tun muss.",You're not gonna argue with me?,No matter what I have to do for it.,10.282051282051281
311,Lange Geschichte.,long story.,Long story.,83.40608465608467
312,Disketten- und & CD-ROM;-Laufwerke,Floppy and & CD-ROM; Drives,Disk and CD-ROM; drives,39.29788490470541
313,"Du siehst aus, als ob du einen Geist gesehen hast.",You look like you saw a ghost.,You look like you saw a ghost.,100.0
314,Unionsverbrauch,Union Consumption,Union consumption,72.00112387612387
315,Ich warte.,I'm waiting.,I'm waiting.,100.0
316,Dritter Grad.,Level three.,Third grade.,5.0
317,Ich bin rumgelaufen.,I walked.,I was walking around.,29.45956453238006
318,Brigitte übernimmt deine Rolle.,You're out.,Brigitte's taking on your role.,10.872495955581298
319,- Sicher.,- Sure.,- Sure.,100.0
320,"Stimmt das, was du gesagt hast?",Is it true that Reidun ...,Is that what you said true?,25.980527939525878
321,"Du weißt schon, weil Melodie Musik ist und du...","You know, because Melody is music and you're...","You know, because melody is music, and you...",81.74790528214598
322,Zwei.,Two.,Two.,100.0
323,"Ich hoffe, du verstehsl es.",I know you'll understand.,I hope you get it.,8.783700464908284
324,Etwa zehn Stunden.,About 10 hours.,About ten hours.,46.68237546502413
325,"Ja, das muss es sein.","Yes, this is it!","Yes, it must be.",22.64309764309764
326,-Schon gut.,- All right.,- It's all right.,61.15907979211711
327,Diese Verordnung ist in allen ihren Teilen verbindlich und gilt unmittelbar in jedem Mitgliedstaat.,This Regulation shall be binding in its entirety and directly applicable in all Member States.,This Regulation shall be binding in its entirety and directly applicable in all Member States.,100.0
328,"Können Sie mir sagen, wo ich ihn finden kann?",Can you tell me where I can find him?,Can you tell me where to find him?,76.09649386016312
329,"Ja, schnell, hol den Arzt!",Hurry up!,"Yes, quickly, get the doctor!",4.999999999999998
330,Lassen Sie uns durch.,Let us through.,Let us through.,100.0
331,Ich bin kein Fan von dir.,George.,I'm not a fan of yours.,4.0650406504065035
332,zur Festlegung pauschaler Einfuhrwerte für die Bestimmung der im Sektor Obst und Gemüse geltenden Einfuhrpreise,establishing the standard import values for determining the entry price of certain fruit and vegetables,establishing the standard import values for determining the entry price of certain fruit and vegetables,100.0
333,Worum ging es da eben?,What was that about back there?,What was that all about?,53.62167104703113
334,- Sehr gern.,- Right sir.,- I'd love to.,3.6231884057971016
335,- Ich möchte nicht gehen.,- I do not wish to go.,- I don't want to go.,33.838106338106336
336,Ich habe gebadet.,- I was taking a bath.,I bathed.,13.891694402311819
337,Das finde ich gut.,I like that.,I think that's good.,22.7783472474745
338,"Ja, vielleicht.","Yeah, maybe.","Yeah, maybe.",100.0
339,Führen Sie vor jeder Injektion einen Sicherheitstest durch.,A safety test must be performed before each injection.,Perform a safety test before each injection.,68.4416673187474
340,Ich habe diesen Witz geschrieben.,I wrote that joke.,I wrote this joke.,59.53046953046953
341,Zurück,Prev,Prev,100.0
342,Diese Verordnung ist in allen ihren Teilen verbindlich und gilt unmittelbar in jedem Mitgliedstaat.,This Regulation shall be binding in its entirety and directly applicable in all Member States.,This Regulation shall be binding in its entirety and directly applicable in all Member States.,100.0
343,Was machen Sie hier drin?,What're you doing in here?,What are you doing in here?,82.11476031135474
344,"Ja, ich glaube...","Actually, yes.","Yeah, I think...",4.629629629629629
345,4.9 Überdosierung,4.9 Overdose,4.9 Overdose,100.0
346,Macht Laune!,Love it!,Let's have a good time.,14.164305949008495
347,- Jetzt soll ich mich also besser fühlen?,That's supposed to make me feel better?,- So now you want me to feel better?,33.81610460555115
348,Guten Morgen liebe Pan-Gemeinde!,"Good morning, bread lovers!","Good morning, dear Pan community!",45.43565557002932
349,"Sind Sie nicht hier, um zu kellnern?",Aren't you here to waitress?,Aren't you here to wait?,80.29262718195105
350,Was soll ich machen?,What can I do?,What do you want me to do?,26.535831322358995
351,Ich liebe Hunde.,I love dogs.,I love dogs.,100.0
352,Ich kann nicht!,I can't do it.,I can't!,49.168107817997495
353,Es ist nicht von dir.,It's not yours.,It's not yours.,100.0
354,Mein Leben?,You want my life?,My life?,32.82695743662942
355,Die Aussprache ist geschlossen.,The debate is closed.,The debate is closed.,100.0
356,"Nomenklatur der Länder gemäß der Verordnung (EG) Nr. 1833/2006 der Kommission (ABl. L 354 vom 14.12.2006, S. 19).","Country nomenclature as fixed by Commission Regulation (EC) No 1833/2006 (OJ L 354, 14.12.2006, p. 19).","Nomenclature of countries laid down by Commission Regulation (EC) No 1833/2006 (OJ L 354, 14.12.2006, p. 19).",81.43082806226434
357,BEZEICHNUNG DES ARZNEIMITTELS UND ART(EN) DER ANWENDUNG,NAME OF THE MEDICINAL PRODUCT AND ROUTE(S) OF ADMINISTRATION,NAME OF THE MEDICINAL PRODUCT AND ROUTE(S) OF ADMINISTRATION,100.0
358,"Ja, genau. - Das sollten wir feiern und ""Freundinnen"" gucken.",We should celebrate by watching Beaches.,"Yeah, that's what we should celebrate and watch ""girlfriends.""",49.22228858400438
359,Mochtest du etwas?,Would you like anything?,Did you like something?,48.64810148140798
360,Sehr viel sogar.,A lot of art.,A lot.,36.81792073520966
361,Ich war an einem Samstagabend mal so deprimiert...,I was really depressed one Saturday night about 9:00--,I was so depressed on a Saturday night...,51.38883355838585
362,Wie geht es Ihnen?,How you doing?,How are you?,19.819647849125882
363,- Selbstverständlich.,- Certainly.,- Of course.,5.1020408163265305
364,Ich hab was Neues entdeckt.,I found something new.,I found something new.,100.0
365,"Ja, natürlich.","Yeah, I do.","Yes, of course.",8.862488759770352
366,"Zuletzt geändert durch die Verordnung (EG) Nr. 806/2003 (ABl. L 122 vom 16.5.2003, S. 1).","Directive as last amended by Regulation (EC) No 806/2003 (OJ L 122, 16.5.2003, p. 1).","Regulation as last amended by Regulation (EC) No 806/2003 (OJ L 122, 16.5.2003, p. 1).",86.34253282813876
367,"- Tut mir leid, das hätte ich nicht sagen sollen.",I'm sorry I shouldn't have said that.,"I'm sorry, I shouldn't have said that.",100.0
368,- Michelle.,"It's all right, baby.",- Michelle.,5.7919938139424225
369,Was genau?,Which part?,What exactly?,11.388523872098116
370,Mittel 2005 _BAR_ Mittel 2004 _BAR_ Ausgaben 2003 _BAR_,Appropriations 2005 _BAR_ Appropriations 2004 _BAR_ Outturn 2003 _BAR_,Appropriations 2005 _BAR_ Appropriations 2004 _BAR_ Outturn 2003 _BAR_,100.0
371,"Bin oft hier gewesen, als wir Partner waren.","Came here often, when we were partners.",I've been here many times when we were partners.,60.741929873167
372,Das ist abstoßend.,That's appalling.,That's disgusting.,33.10646153681774
373,"Seine engsten Vertrauten meinen, er hat den ersten Jedi-Tempel gesucht.",People that knew him best... think he went looking for the first Jedi temple.,His closest confidants think he was looking for the first Jedi temple.,58.0991939074371
374,Wir wollen nur mit dem Kerl reden.,All we wanna do is talk to the guy.,We just want to talk to the guy.,47.4459726696044
375,Warten Sie.,Wait.,Wait.,100.0
376,"Ich habe doch gesagt, sie ist hübsch!",I told you she was pretty,"I told you, she's pretty!",73.90720961510117
377,"Um euch zu sagen, dass der Schöpfer eine neue Prophezeiung über den Sucher gesandt hat.",To tell you that the Creator has sent a new Prophecy about the Seeker.,To tell you that the Creator has sent a new prophecy about the Seeker.,93.34918436888472
378,Schafft ihn weg!,Get him out of here.,Get him out of here!,100.0
379,"Ich bin geneigt zu glauben, dass er unschuldig ist.",I'm inclined to think he's innocent.,I'm inclined to believe that he's innocent.,71.37814081386912
380,Und Sie.,And you.,And you.,100.0
381,Vergiss es!,Forget it.,Forget it!,100.0
382,- Du bist ein Genie.,- You're a genius.,- You're a genius.,100.0
383,ERTEILUNG DER GENEHMIGUNG,APPROVAL GRANTED,APPROVAL GRANTED,100.0
384,Aber ich will nichts mehr mit dir zu tun haben.,But I don't want to know you either.,But I don't want anything to do with you anymore.,49.45345534431603
385,"Wir dachten, wir hätten ihn getötet.","I thought Ray and I killed him, but we didn't.",We thought we killed him.,39.41966608228044
386,Wir können rein.,Good to go.,We can go in.,6.379918337045286
387,Du hast mir das Leben gerettet.,For saving my life.,You saved my life.,35.25072174271743
388,"Gab mir gute Rückmeldungen, einige Funktionswünsche, Bereinigungen und Designverbesserungen und war jemand, mit dem ich mich über IRC unterhalten konnte:)","Gave me some good feedback on Kig, some feature requests, cleanups and style fixes, and someone to chat with on irc:)","Gave me good feedback, some functional requests, adjustments and design improvements, and was someone I could talk to about IRC:)",39.81524977919143
389,Hast du das verstanden?,Do you understand?,Do you understand that?,88.23500548846248
390,- Bleib weg!,Stay away!,- Stay away!,96.17320480751631
391,Ich sage gar nichts.,I'm not saying anything.,I'm not saying anything.,100.0
392,Ich weiß nicht so ganz.,I don't know that I can.,I don't know.,53.31918685462929
393,Sie war auch in meinen Sitzungen ein Thema.,She has come up in a number of my sessions as well.,She was also an issue in my meetings.,16.354618996852256
394,"Gestern hat Kommissar Rehn dem Parlament erläutert, wie die Verhandlungen mit der Türkei ausgestaltet werden.","Yesterday, Commissioner Rehn explained to this House the shape that negotiations with Turkey will take.","Yesterday, Commissioner Rehn explained to Parliament how the negotiations with Turkey will be organised.",70.91339636138261
395,4 und Nr.,'4.,4 and No,17.857142857142858
396,Schlug ihr den Schädel mit dem Boden eines Waring-Mixer ein.,Caved her head in with the base of a Waring blender.,Slip her skull with the bottom of a waring mixer.,28.120009213823483
397,Das ist verrückt.,This is crazy.,This is crazy.,100.0
398,"Ich weiß, welche Frau!",- I know who this other woman is.,I know what woman!,34.04178274655909
399,Pfirsiche (Nektarinen und ähnliche Hybriden),Peaches (Nectarines and similar hybrids),Peaches (Nectarines and similar hybrids),100.0
400,Möchten Sie denn was von mir?,Would you like something from me?,Would you like something from me?,100.0
401,"Ich denke langsam, dass er immer gehen konnte.",I'm beginning to think that he could walk.,I'm starting to think he could always walk.,46.85222531971178
402,-Geh bitte nach Hause.,It'll be better if you go.,- Please go home.,7.219452681719477
403,"Die Nebenwirkungen, die in Verbindung mit Viagra beschrieben werden, sind zumeist leicht bis mäßig und von kurzer Dauer.",The side effects reported in association with the use of Viagra are usually mild to moderate and of a short duration.,The side effects described in association with Viagra are usually mild to moderate and of short duration.,77.67605959095624
404,Unserer letzter Arzt zeigte mir eine Methode.,Ah! Our last medic showed me a technique that might help.,Our last doctor showed me a method.,32.263271433194845
405,- Die Waffe.,The gun.,- The gun.,93.25876662636034
406,Gib mir ein Bier.,Get me a beer.,Give me a beer.,59.480033719240424
407,Dein Nachbar.,I'm your neighbor.,Your neighbor.,70.83740450764509
408,- Das tun die auch nicht.,They don't.,- They don't.,96.82300673862483
409,Ich bin nicht wie dein Vater.,I'm not your dad.,I'm not like your father.,41.59684137367128
410,Marktanteil,Market share,Market share,100.0
411,Eine Sukhoi?,A Sukhoi?,A Sukhoi?,100.0
412,Versprochen.,I promise.,I promise.,100.0
413,- Ist Daniel da?,Is Daniel home?,- Is Daniel here?,63.59488583088996
414,"Ich habe eigentlich die Mandoline spielen gelernt, als ich in Rom war.",I actually learned how to play the mandolin when I was in Rome.,I actually learned to play the mandolin when I was in Rome.,89.40552953762577
415,"auf Vorschlag der Europäischen Kommission,","Having regard to the proposal from the European Commission,","Having regard to the proposal from the European Commission,",100.0
416,- Komm schon!,-Come on.,- Come on!,100.0
417,Guten Morgen.,Good morning.,Good morning.,100.0
418,"Ich wünschte Ich wünschte, er würde weggehen",I wish I wish he'd go away,I wish I wish he'd go away,100.0
419,Entschuldigung!,Excuse me.,Excuse me!,100.0
420,- Fertig?,-Ready?,- Ready?,100.0
421,Bewegung.,Move.,Move.,100.0
422,Sie würden kein Baby stehlen.,You wouldn't steal a baby.,They wouldn't steal a baby.,82.74319122053157
423,Wo seid ihr?,Wo seid ihr?,Where are you?,9.615384615384615
424,Weil ich dich Liebe.,Because I love you.,Because I love you.,100.0
425,- Meine Kleine.,- My baby.,- My little girl.,13.42754412283574
426,Gute Frage.,Good question.,Good question.,100.0
427,"Tja, das wäre es dann wohl.","That's it, then.","Well, that would be it.",16.046121899932743
428,Er ist verrückt.,He's crazy!,He's crazy.,100.0
429,Oh mein Gott!,"Oh, my God! Oh, my God!","Oh, my God!",43.10193081147925
430,Die können dich umbringen!,They can kill you.,They can kill you!,100.0
431,Nichts.,Nothing!,Nothing.,100.0
432,"Europa, das den Wohlfahrtsstaat erfunden hat, braucht schließlich sozialen Zusammenhalt.","The fundamental principle of subsidiarity has to be interpreted as a principle of political cohesion, allowing bottom-up participation in Community decision-making, starting from the thousands and thousands of town councils in our Union.","After all, Europe, which invented the welfare state, needs social cohesion.",12.159343244003159
433,Ich hab mit ihm geschlafen.,I slept with him.,I slept with him.,100.0
434,Sie und Ihren Bruder.,You and your brother.,You and your brother.,100.0
435,Führen Sie eine Untersuchung durch.,Conduct a real investigation.,Do an examination.,17.411323463850817
436,Erstattungsbetrag,Amount of refunds,Amount of refund,93.36837027445603
437,- Und was erwartest du von mir?,- What do you expect me to do about it?,- And what do you expect me to do?,66.5437500110313
438,Ich weiß...,I know...,I know...,100.0
439,"- Das kann ich bestätigen, Sir.","- Confirmed, sir.","- I can confirm that, sir.",36.96879628459147
440,Ja. Mir geht's gut.,"yeah, I'm fine.","Yeah, I'm fine.",87.72426647426647
441,- Das ist meins.,- It's mine.,- That's mine.,64.65445411339685
442,Nach unten.,Downstairs.,Downstairs.,100.0
443,- Warum nicht?,Why not?,- Why not?,95.15349630471859
444,"Ich kam her, um Euch zu danken.",I came to thank you.,I came here to thank you.,79.67650879626242
445,"Ich denke, du hast Angst.",I think you're afraid.,I think you're scared.,63.588037779214254
446,Ich reagiere nicht gut auf Drohungen und Cyrus Rose auch nicht.,"I do not respond well to threats, and neither does Cyrus Rose.",I don't respond well to threats and neither does Cyrus Rose.,92.70652310578966
447,Er ist kein Mörder.,He's not a murderer.,He's not a murderer.,100.0
448,Ich sagte nichts.,I held my tongue.,I didn't say anything.,10.897632561231271
449,"Was tun Sie, David?","What are you doing, David?","What are you doing, David?",100.0
450,"Nein, tun Sie das nicht, Sir!","No, no, no, don't do it, sir!","No, don't do that, sir!",47.62293992199425
451,"Auf der Naomi-Angst-Skala von eins bis zehn, wo eins für Schlaflosigkeit und zehn für Panikattacken steht, etwa fünf.",On the Naomi anxiety scale of one to ten-- where one is a touch of insomnia and ten is a panic attack-- about five.,"On the Naomi fear scale from one to ten, where one stands for insomnia and ten for panic attacks, about five.",56.82359662037626
452,- Der ist gut.,That's pretty good.,- That's good.,38.597132112554775
453,"O ihr, die ihr glaubt!",Believers!,O you who believe!,43.734122165700654
454,Ich habe keine Angst.,I'm not scared of you.,I'm not afraid.,28.884016789899995
455,"Ich frage mich, wie vielen Frauen Sie schon geschmeichelt haben, mit Papier und Gemälden?","I wonder, how many women have you flattered with paper and canvas?",I wonder how many women you've flattered with paper and paintings?,71.61744663792776
456,Generaldirektor für Landwirtschaft und Entwicklung des ländlichen Raumes,Director-General for Agriculture and Rural Development,Director-General for Agriculture and Rural Development,100.0
457,"In Ordnung, bleibt wachsam.","All right, stay alert.","All right, keep your watch.",39.8182606233325
458,Umsetzungsfrist,Time limit for transposition,Time limit for transposition,100.0
459,Arzneimittel für Kinder unzugänglich aufbewahren,Keep out of the reach and sight of children,Keep out of the reach and sight of children,100.0
460,- Da drüben.,-Over there.,- Over there.,100.0
461,"Ach, seit wann?",Since when?,"Oh, since when?",81.41650582100127
462,"Ich werde dir Bescheid geben, ob und wann wir neue Waffen brauchen.",I will let you know if and when we need more guns.,I'll let you know if and when we need new weapons.,71.62121990605077
463,Willst du mich einfach hier sitzen lassen und abhauen?,How can you just leave me like this and go?,Are you just gonna leave me here and get out of here?,36.25855766342768
464,Ihr Boss?,Your boss?,Your boss?,100.0
465,Ihr seid noch auf?,Why are you still up?,You're still up?,44.86671539533659
466,"Die Funktionen zum‚ Lückentext‘ können im Einstellungsdialog ein- und ausgeschaltet werden. Ist‚ Lückentext aktivieren‘ ausgeschaltet, können auch Schriften benutzt werden, bei denen im Zeichensatz andere Zeichen an der Position der Klammern stehen. Auch wird dann die Arbeitsgeschwindigkeit ein wenig größer.",The'Fill-in-the-blank 'features can be turned on and off in the Configuration dialog. Turning them of will make it possible to use fonts that map other characters to the positions of the brackets. It will also speed up performance slightly.,"The functions for the ""Gaptext"" can be switched on and off in the settings dialog. If ""Enable Gaptext"" is disabled, fonts can also be used in which other characters are located in the character set. Also, the working speed will be a little higher.",34.740906018059576
467,"Nein, nein, nein, nein, nein, nein...","No. No, no, no...","No, no, no, no, no, no...",53.89162871060428
468,"Beschäftigung, Produktivität und Löhne","Employment, productivity and wages","Employment, productivity and wages",100.0
469,Schlussfolgerung,Conclusion,Conclusion,100.0
470,- Mit wem haben Sie gesprochen?,- Who'd you talk to over there?,- Who were you talking to?,34.47780248394404
471,"Ja, das ist es.","Yeah, that's it.","Yes, it is.",14.431890675888932
472,- Ich weiß nicht.,- I do not know.,- I don't know.,52.69119769119769
473,Vorwärts!,Push on!,Move!,4.4642857142857135
474,"Aber ich denke es ist nur fair dir zu sagen, dass ich Zugang zu einer Liste habe.",But I think it's only fair to tell you I have access to list.,But I think it's just fair to tell you that I have access to a list.,72.45276214813134
475,In diesem Fall findet Artikel 2 Anwendung.,In that case Article 2 applies.,"In that case, Article 2 shall apply.",74.35666612196941
476,"Meist entscheiden Ereignisse, nicht die Menschen.","Events decide, not people.","Mostly events decide, not people.",88.7561544166211
477,Du fehlst mir.,I miss you so much.,I miss you.,52.201526709968604
478,"Nein, nein ich verstehe es.","No, no, I understand.","No, no, I get it.",22.335008968362832
479,"Was ich dir sagen werde ist, dass ich während meiner Zeit in der Wildnis...",What I will tell you is that during my time in the wilderness--,What I'm going to tell you is that during my time in the wilderness...,81.64574313454457
480,Ein Beispiel:,An example would look something like the following:,For example:,13.590531666491362
481,der tatsächliche Rumpfwinkel und der konstruktiv festgelegte Rumpfwinkel und die Abweichung voneinander;,the actual torso angle and the design torso angle and their relationship.,the actual torso angle and the design torso angle and the deviation from each other;,79.17274745371368
482,Einfach.,Simple.,Simple.,100.0
483,- Irgendwas stimmt nicht.,- Something's not right.,- Something's wrong.,59.19784228121191
484,- Bitte.,All right.,- Please.,2.1367521367521367
485,Wie geht es dir?,How are you?,How are you?,100.0
486,Kommen Sie rein.,Do come in.,Come in.,41.95175911936111
487,"Einen Moment noch, Siler.","Hang on, Siler.","Just a minute, Siler.",26.583629285351694
488,- Nein...,- No...,"- No, no, no, no.",61.49193548387096
489,Ich kenne den Geruch.,I know it.,I know the smell.,40.10319152141984
490,Dann machen unsere Eltern aus uns was anderes.,"Then, our parents make us into something else.",Then our parents make us different.,55.90505977826904
491,"Oh, jetzt geht's los.","Oh, here we go.","Oh, here we go.",100.0
492,Der Vizepräsident.,The Vice President.,The vice president.,52.84063159063158
493,"- (HU) Vielen Dank, Herr Präsident!","(HU) Thank you, Mr President.","- (HU) Thank you very much, Mr President.",80.02063447303821
494,- Das Wunderrisotto?,- The magic risotto?,- The miracle risotto?,54.59944910876446
495,"Viel Glück, Doc.","Good luck, Doc.","Good luck, Doc.",100.0
496,Hoffnung?,Hope?,Hope?,100.0
497,Offshore-Schiffe,Offshore vessels,Offshore vessels,100.0
498,Einer Familie.,A family.,A family.,100.0
499,Ich bin so stolz auf dich.,I'm so proud of you.,I'm so proud of you.,100.0
500,Aber weißt du was?,But you know what?,But you know what?,100.0
501,"Lauf, verdammt!","Run, damn it!","Run, damn it!",100.0
502,Er hat Recht.,"You know, he's right.",He's right.,44.412897059364795
503,Was ist jetzt schon wieder?,What's the matter? You look funny.,What is it now?,10.37832622046282
504,"Wir haben keine Wahl, Bobby.","We have no choice, Bobby.","We don't have a choice, Bobby.",61.77795351688923
505,"Ich weiß nicht, was ich tun soll.",I'm not thinking.,I don't know what to do.,12.550697398357899
506,Folgen Sie mir.,Follow me.,Follow me.,100.0
507,Kommt schon.,Come on.,Come on.,100.0
508,Ist alles in Ordnung?,Is everything all right?,Are you all right?,39.48835046115799
509,Entschuldigen Sie.,Excuse me.,Excuse me.,100.0
510,Findest du mich begehrenswert?,Do you find me desirable?,Do you think I'm desirable?,54.84591702418481
511,Wir haben eine gemeinsame Vergangenheit.,We have a history.,We have a common past.,40.550429579278045
512,Komm rein.,Come in.,Come on in.,40.48963103321227
513,Wir suchen nach dem Belgier.,We're looking for the Belgian.,We're looking for the Belgian.,100.0
514,Er hat ihr den Artefakt abgenommen.,He relieved her of her artifact.,He took the artifact from her.,33.993453749208456
515,- Was wollt ihr? - Pulli.,What do you want?,- What do you want?,98.2553168750668
516,"Kinder, ich hatte nur einen Kampf in meinem Leben.","Kids, I've only been in one fight in my life.","Kids, I only had one fight in my life.",57.582699100361104
517,Wer kann mir helfen?,Can you help me?,Who can help me?,46.50738150738151
518,Kann ich dir nicht sagen.,I can't tell you that.,I can't tell you.,76.29062573822185
519,"Finden Sie raus, wo er ist.",Run a trace.,Find out where he is.,8.012820512820513
520,- War sie hübsch?,- Is she pretty?,- Was she pretty?,80.1567307328877
521,- Du weißt den Namen noch?,You remember.,- You remember the name?,82.23478061310054
522,"- Aber, aber...",- But...,"- But, but...",79.06824146981627
523,"Ähnliche Asset Management Aktivitäten, die nicht ausdrücklich erwähnt sind.",similar asset management activities not expressly mentioned.,Similar asset management activities that are not explicitly mentioned.,78.41758907985255
524,Wo ist sie?,Where?,Where is she?,52.552238724413414
525,Und jetzt?,And now?,Now what?,9.632759353741497
526,Also wirst du sehen und sie werden auch sehen,You shall see and they will see,"So you'll see, and they'll see.",54.98990407608062
527,"- Du hast gesagt, du liebst mich.",You said you'd still love me.,- You said you loved me.,49.00909947081013
528,"Ich denke, wir haben nichts zu befürchten.",I think we're safe.,I think we have nothing to fear.,43.02501519995055
529,"Glaub mir, das hast du nicht.",Trust me. You didn't.,"Believe me, you didn't.",41.74812732617345
530,"Das Volk der Matsés lebt in Peru und Brasilien und hat eine Gesundheitsenzyklopädie mit mehr als 500 Seiten geschaffen, in der sie ihre traditionellen medizinischen Praktiken auflisten, um das Wissen ihrer Vorfahren für die jüngere Generation zu erhalten.","The Matsés people, who live in Peru and Brazil, have created a health encyclopedia more than 500 pages long cataloging their traditional medicinal practices, preserving ancestral knowledge for younger generations.",The Matsés people live in Peru and Brazil and have created a health encyclopedia with more than 500 pages in which they list their traditional medical practices in order to preserve the knowledge of their ancestors for the younger generation.,71.72195756068291
531,Sehr erfreut.,It is my pleasure.,How do you do?,2.4875621890547266
532,Würde jetzt bitte jemand dem Kerl eine Waffe an den Kopf halten?,"Now, will someone please stick a gun in this Kramer's face?",Would somebody please hold a gun to the guy's head?,20.766368869728407
533,- Derzeit ist es sehr gefährlich.,- It's very dangerous right now.,- It's very dangerous right now.,100.0
534,Die Schlüssel.,- Yes? - The keys!,The keys.,46.765155150175865
535,Bläschenkumpels.,Bubble Buddies.,Bleek bumps.,10.870699925082596
536,Insgesamt,Total,Total,100.0
537,Achtung.,Easy.,Attention.,0.0
538,Jedoch viel Glück.,"Good luck, though.",But good luck.,43.52544136902666
539,"Er denkt immer noch, ich schulde ihm etwas, weil er mich eingeschworen hat.",Still thinks I owe him because he swore me in.,He still thinks I owe him something because he swore to me.,75.18044614769138
540,So ist es schon viel besser!,This is so much better.,That's much better!,52.85746979616845
