Unnamed: 0,de,uk,TRANSLATION,BLEURT_Score,UK
224.0,Bill lebt nah am Meer.,Біл живе недалеко від моря.,Bill lebt nah am Meer.,0.9231205582618713,
225.0,Bill raucht nicht mehr.,Білл більше не палить.,Bill raucht nicht mehr.,0.8996554613113403,
226.0,"Bill, ruf mich heute Abend an.","Біле, зателефонуй мені сьогодні ввечері.","Bill, ruf mich heute Abend an.",0.9225390553474426,
227.0,Bill war in Japan.,Біл був у Японії.,Bill war in Japan.,0.912405252456665,
228.0,Bill wohnt in der Nähe des Meeres.,Біл живе недалеко від моря.,Bill wohnt in der Nähe des Meeres.,0.9058743715286255,
229.0,Bin ich bereit?,Я готова?,Bin ich bereit?,0.9279971122741699,
230.0,Bin ich bereit?,Я готовий?,Bin ich bereit?,0.9279971122741699,
231.0,Bin ich gefeuert?,Я звільнена?,Bin ich gefeuert?,0.9164144992828369,
232.0,Bin ich in London?,Чи я в Лондоні?,Bin ich in London?,0.9142614603042603,
233.0,Bin ich in London?,Я в Лондоні?,Bin ich in London?,0.9142614603042603,
234.0,Bis bald!,Побачимося!,Bis bald!,0.9237568378448486,
235.0,Bis fünf Uhr wird er wieder zurück sein.,Він повернеться з школи до п'ятої.,Bis fünf Uhr wird er wieder zurück sein.,0.914945125579834,
236.0,Bis morgen!,До завтра!,Bis morgen!,0.9238086938858032,
237.0,Bis nächste Woche!,Побачимося наступного тижня.,Bis nächste Woche!,0.9183105230331421,
238.0,Bis später!,Побачимось пізніше!,Bis später!,0.9188339710235596,
239.0,Bist du am Arbeiten?,Ти на роботі?,Bist du am Arbeiten?,0.9101951122283936,
240.0,Bist du Amerikaner?,Ти американець?,Bist du Amerikaner?,0.9086163640022278,
241.0,Bist du an Musik interessiert?,Тебе цікавить музика?,Bist du an Musik зацікавлений?,-0.29950475692749023,
242.0,Bist du Atheist?,Ти атеїст?,Bist du Atheist?,0.9232707023620605,
243.0,Bist du Atheist?,Ти атеїстка?,Bist du Atheist?,0.9232707023620605,
244.0,Bist du aus den Vereinigten Staaten?,Ти зі Сполучених Штатів?,Bist ду aus den Vereinigten Staaten?,0.5611779093742371,
245.0,Bist du Ausländer?,Ти іноземець?,Bist du Ausländer?,0.8918633460998535,
246.0,Bist du bei mir?,Ти зі мною?,Bist du bei mir?,0.9100195169448853,
247.0,Bist du bereit anzufangen?,Готовий починати?,Bist du bereit anzufangen?,0.9286321401596069,
248.0,"Bist du bereit, aus dem Haus zu gehen?",Готовий іти надвір?,"Bist du bereit, aus dem Haus zu gehen?",0.9011024236679077,
249.0,Bist du Deutscher?,Ти німець?,Bist du Deutscher?,0.9031602144241333,
250.0,Bist du dick?,Ти гладкий?,Bist ду дик?,-1.0292435884475708,
251.0,Bist du eine gute Tänzerin?,Ти добре танцюєш?,Bist du eine gute Tänzerin?,0.8990554213523865,
252.0,Bist du ein Einzelkind?,Ти єдина дитина?,Bist du ein Einzelkind?,0.8906924724578857,
253.0,Bist du ein guter Tänzer?,Ти добре танцюєш?,Bist du ein guter Tänzer?,0.8982245922088623,
254.0,Bist du ein Mensch?,Ти людина?,Bist du ein Mensch?,0.8991224765777588,
255.0,Bist du ein Vampir?,Ти вампір?,Bist du ein Vampir?,0.9047803282737732,
256.0,Bist du Engländer?,Ти англієць?,Bist du Engländer?,0.9104500412940979,
257.0,Bist du enttäuscht?,Ти розчарована?,Bist du enttäuscht?,0.9090379476547241,
258.0,Bist du es?,Це ти?,Bist ду е?,-0.6876305341720581,
259.0,Bist du fertig?,Ти готова?,Bist du fertig?,0.91377854347229,
260.0,Bist du fertig?,Ти готовий?,Bist du fertig?,0.91377854347229,
261.0,Bist du gesund?,Ти здорова?,Bist ду gesund?,0.27371591329574585,
262.0,Bist du gesund?,Ти здоровий?,Bist ду gesund?,0.27371591329574585,
263.0,"Bist du gewarnt, bist du gewappnet.",Попереджений - означає озброєнний.,"Bist ду геwarnt, bist ду gewappnet.",-0.25720375776290894,
264.0,Bist du heute beschäftigt?,Ти сьогодні зайнятий?,Bist du heute beschäftigt?,0.9149248600006104,
265.0,Bist du heute in die Schule gegangen?,Ти сьогодні ходив до школи?,Bist du heute in die Schule gegangen?,0.905143141746521,
266.0,Bist du heute in die Schule gegangen?,Ти сьогодні ходила до школи?,Bist du heute in die Schule gegangen?,0.905143141746521,
267.0,Bist du hier beschäftigt?,Ти тут зайнята?,Bist du hier beschäftigt?,0.9140682816505432,
268.0,Bist du hier beschäftigt?,Ти тут зайнятий?,Bist du hier beschäftigt?,0.9140682816505432,
269.0,Bist du in Australien?,Ти в Австралії?,Bist du in Австраліан?,-0.7642761468887329,
270.0,Bist du in Tom verliebt?,Ти закохана у Тома?,Bist du in Tom verliebt?,0.9156519174575806,
271.0,Bist du in Tom verliebt?,Ти закоханий у Тома?,Bist du in Tom verliebt?,0.9156519174575806,
272.0,Bist du Japaner?,Ти японець?,Bist ду Japaner?,0.2791406512260437,
273.0,Bist du jemals in Afrika gewesen?,Ти колись був у Африці?,Bist du jemals in Afrika gewesen?,0.9079990386962891,
274.0,Bist du jemals in Afrika gewesen?,Ти колись була в Африці?,Bist du jemals in Afrika gewesen?,0.9079990386962891,
275.0,Bist du Marys Ehemann?,Ти чоловік Мері?,Bist du Marys Ehemann?,0.9122412204742432,
276.0,Bist du mit deinen Hausaufgaben fertig?,Ти вже доробив домашнє завдання?,Bist du mit deinen Hausaufgaben fertig?,0.9048188924789429,
277.0,Bist du mit den Hausaufgaben fertig?,Ти вже доробив домашнє завдання?,Bist du mit den Hausaufgaben fertig?,0.9080841541290283,
278.0,Bist du nervös?,Ти нервуєш?,Bist du nervös?,0.9095565676689148,
279.0,Bist du nicht Toms Mutter?,Хіба ти не мама Тома?,Bist du nicht Toms Mutter?,0.9025615453720093,
280.0,Bist du nicht Tom?,Хіба ти не Том?,Bist du nicht Tom?,0.9108014106750488,
281.0,Bist du noch immer müde?,Ти все ще сонний?,Bist du noch immer müde?,0.9009600877761841,
282.0,Bist du noch verheiratet?,Ти все ще одружена?,Bist du noch verheiratet?,0.9238605499267578,
283.0,Bist du schlechter Laune?,В тебе поганий настрій?,Bist ду schlechter Laune?,0.862852931022644,
284.0,Bist du schon mal in Indien gewesen?,Ти колись бував у Індії?,Bist du schon mal in Indien gewesen?,0.9111529588699341,
285.0,Bist du sicher?,Ти впевнений?,Bist du sicher?,0.913338840007782,
286.0,Bist du stolz auf deinen Vater?,Ти пишаєшся своїм батьком?,Bist du stolz auf deinen Vater?,0.8969242572784424,
287.0,Bist du traurig?,Тобі сумно?,Bist ду траurig?,-0.6243418455123901,
288.0,Bist du übelgelaunt?,В тебе поганий настрій?,Bist du übelgelaunt?,0.900099515914917,
289.0,Bist du über achtzehn?,Ти старше 18?,Bist du über achtzehn?,0.896630048751831,
290.0,Bist du Übersetzer?,Ти перекладач?,Bist du Übersetzer?,0.8852630853652954,
291.0,Bist du Vegetarierin?,Ти вегетаріанка?,Bist du Vegetarierin?,0.9191000461578369,
292.0,Bist du verheiratet?,Ти заміжня?,Bist ду verheiratet?,0.45017510652542114,
293.0,Bist du zehn Jahre alt?,Тобі десять років?,Bist du zehn Jahre alt?,0.9036381244659424,
294.0,Bist du zurückgekommen?,Ти повернувся?,Bist du zurückgekommen?,0.9032347798347473,
295.0,Bitte beantworten Sie diese Frage für mich.,"Будь-ласка, дай мені відповідь на це запитання.",Bitte beantworten Sie diese Frage für mich.,0.9157599210739136,
296.0,Bitte beeil dich!,"Будь ласка, поквапся!",Bitte beeil dich!,0.9246149659156799,
297.0,Bitte bleiben Sie sitzen.,"Будь ласка, не вставайте.",Bitte bleiben Sie sitzen.,0.9206423759460449,
298.0,Bitte entferne den Kommentar.,"Видалiть коментар, будь-ласка.",Bitte entferne den Kommentar.,0.9252820611000061,
299.0,"Bitte entschuldigen Sie, aber ich glaube das ist mein Platz.","Перепрошую, але я думаю, що це моє місце.","Bitte entschuldigen Sie, aber ich glaube das ist mein Platz.",0.9114516377449036,
300.0,Bitte entschuldigen Sie mein Zuspätkommen.,Перепрошую за запізнення.,Bitte entschuldigen Sie mein Zuspätkommen.,0.9190838932991028,
301.0,Bitte erlauben Sie mir zu gehen.,"Будь ласка, дозвольте мені піти.",Bitte erlauben Sie mir zu gehen.,0.9254323244094849,
302.0,Bitte komm in drei Tagen.,"Будь ласка, прийди за три дні.",Bitte komm in drei Tagen.,0.9261075258255005,
303.0,"Bitte, mach dir keine Sorgen.","Не турбуйся, будь ласка.","Bitte, mach dir keine Sorgen.",0.9126969575881958,
304.0,Bitte nehmen Sie Platz!,"Сідайте, будь ласка!",Bitte nehmen Sie Platz!,0.922698974609375,
305.0,Bitte nicht im Klassenzimmer rennen.,"Будь-ласка, не бігай у класі.",Bitte nicht im Klassenzimmer rennen.,0.9179449081420898,
306.0,Bitte öffnen Sie ihre Tasche.,"Відкрийте сумку, будь ласка.",Bitte öffnen Sie ihre Tasche.,0.91195148229599,
307.0,Bitte öffnen Sie seine Tasche.,"Відкрийте сумку, будь ласка.",Bitte öffnen Sie seine Tasche.,0.9125328660011292,
308.0,Bitte rufen Sie ihn an.,"Зателефонуйте йому, будь ласка.",Bitte rufen Sie ihn an.,0.9273793697357178,
309.0,Bitte schön.,Нема за що.,Bitte schön.,0.9232723712921143,
310.0,Bitte sende es mir per Fax.,"Відправ мені це факсом, будь ласка.",Bitte sende es mir per Fax.,0.9325268268585205,
311.0,Bitte singe ein Lied.,"Заспівай пісню, будь ласка.",Bitte singe ein Lied.,0.9185256958007812,
312.0,Bitte sprechen Sie langsamer.,"Будь ласка, розмовляйте повільніше.",Bitte sprechen Sie langsamer.,0.9221450090408325,
313.0,Bitte stehen Sie nicht auf.,"Не вставайте, будь ласка.",Bitte stehen Sie nicht auf.,0.9167690873146057,
314.0,Bitte steh nicht auf.,"Не вставай, будь ласка.",Bitte steh nicht auf.,0.9180480241775513,
315.0,Bitte steht nicht auf.,"Не вставайте, будь ласка.",Bitte steht nicht auf.,0.9196468591690063,
316.0,"Bitte Tom, nicht auf mich zu warten!",Попроси Тома не чекати на мене.,"Bitte Tom, nicht auf mich zu warten!",0.8960156440734863,
317.0,"Bitte, trink etwas!",Випийте щось.,"Будьте, тринк etwas!",-1.129117727279663,
318.0,Bitte übersetzen Sie diesen japanischen Text ins Französische.,"Перекладіть цей японський текст на французьку, будь ласка.",Bitte übersetzen Sie diesen japanischen Text ins Französische.,0.9008693099021912,
319.0,Bitte verbinden Sie mich mit Herrn Smith.,"З'єднайте мене з паном Смітом, будь ласка.",Bitte verbinden Sie mich mit Herrn Smith.,0.909857988357544,
320.0,Bitte weine nicht.,"Не плач, будь ласка.",Bitte weine nicht.,0.92401522397995,
321.0,Bitte zeigen Sie mir diese Fotos.,"Будьте ласкаві, покажіть мені ці фотографії.",Bitte zeigen Sie mir diese Fotos.,0.9253232479095459,
322.0,Bleibt Tom zum Abendessen?,Том залишиться на вечерю?,Bleibt Tom zum Abendessen?,0.904042661190033,
323.0,Blinde glauben nicht an die Liebe auf den ersten Blick.,Сліпі не вірять у кохання з першого погляду.,Blinde glauben nicht an die Liebe auf den ersten Blick.,0.9047770500183105,
324.0,"Bob aß die Schnecke, dann erbrach er sich.","Боб з'їв равлика, потім виригав.","Боб aß die Schnecke, dann erbrach er sich.",0.3408837914466858,
325.0,Bob hat mir geholfen.,Боб мені допоміг.,Боб Hat mir geholfen.,-0.05083948373794556,
326.0,Bob war sehr glücklich.,Боб був дуже щасливий.,Боб war sehr glücklich.,0.07247120141983032,
327.0,Boston ist langweilig.,Бостон нудний.,Boston ist langweilig.,0.923925518989563,
328.0,Boston verändert sich.,Бостон змінюється.,Boston verändert sich.,0.921698808670044,
329.0,Bratislava ist die Hauptstadt der Slowakei.,Братислава - столиця Словаччини.,Bratislava ist die Hauptstadt der Slowakei.,0.9077877402305603,
330.0,Brauchen Sie einen Krankenwagen?,Вам потрібна швидка допомога?,Brauchen Sie einen Krankenwagen?,0.9052543640136719,
331.0,Brauchen Sie Geld?,Вам потрібні гроші?,Brauchen Sie Geld?,0.9174885749816895,
332.0,Brauchen wir einen Plan B?,"Ми потребуємо плану ""Б""?",Brauchen wir einen Plan B?,0.9021776914596558,
333.0,Brauchen wir einen Plan B?,"Нам потрібний план ""Б""?",Brauchen wir einen Plan B?,0.9021776914596558,
334.0,Brauchst du meine Hilfe noch?,Тобі все ще потрібна моя допомога?,Brauchst ду meine Hilfe noch?,0.5472671985626221,
335.0,Brauchst du unsere Hilfe?,Тобі потрібна наша допомога?,Brauchst ду unsere Hilfe?,0.42719215154647827,
336.0,Brauchst du viel Geld?,Тобі потрібно багато грошей?,Brauchst ду viel Geld?,0.48539870977401733,
337.0,Braucht ihr einen Krankenwagen?,Вам потрібна швидка?,Braucht ihr einen Krankenwagen?,0.8989313244819641,
338.0,Braucht ihr einen Krankenwagen?,Вам потрібна швидка допомога?,Braucht ihr einen Krankenwagen?,0.8989313244819641,
339.0,Brian hat einen Lippenstift für Kate gekauft.,Брайан купив для Кейт губну помаду.,Brian hat einen Lippenstift für Kate gekauft.,0.9112306833267212,
340.0,Brich niemals dein Versprechen!,Ніколи не порушуй своєї обіцянки.,Brich niemals dein Versprechen!,0.9205093383789062,
341.0,Bringen Sie mir etwas kaltes Wasser.,Принесіть мені холодної води.,Bringen Sie mir etwas kaltes Wasser.,0.9307060241699219,
342.0,Bring es mir.,Принеси його мені.,Bring es mir.,0.9229977130889893,
343.0,"Bring mir etwas Wasser, aber schnell!","Принеси мені води, швиденько.","Bring mir etwas Wasser, aber schnell!",0.9267972707748413,
344.0,Bronislaw ist 18 Jahre alt.,Броніславу вісімнадцять років.,Bronislaw ist 18 Jahre alt.,0.9286062717437744,
345.0,"Brustschwimmen kann ich, aber Rückenschwimmen nicht.","Я можу плисти на животі, але не на спині.","Brustschwimmen kann ich, aber Rückenschwimmen nicht.",0.9149482846260071,
346.0,Bulgarien ist ein wunderschönes Land.,Болгарія - прекрасна країна.,Bulgarien ist ein wunderschönes Land.,0.9184083342552185,
347.0,Butter macht man aus Milch.,Масло роблять з молока.,Butter macht man aus Milch.,0.9083729982376099,
348.0,Butter wird aus Milch gemacht.,Масло роблять з молока.,Butter wird aus Milch gemacht.,0.9132948517799377,
349.0,Carol hat Kopfweh.,У Керол болить голова.,Carol hat Kopfweh.,0.918524980545044,
350.0,Caty ist lesbisch.,Кеті лесбіянка.,Caty ist lesbisch.,0.90870201587677,
351.0,Champagner wird aus Frankreich importiert.,Шампанське імпортують із Франції.,Champagner wird aus Frankreich importiert.,0.9112916588783264,
352.0,China ist das größste Land Asiens.,Китай - найбільша країна в Азії.,China ist das größste Land Asiens.,0.9139407873153687,
353.0,China ist das größte Land in Asien.,Китай - найбільша країна в Азії.,China ist das größte Land in Asien.,0.9141300916671753,
354.0,China ist ein großes Land.,Китай - велика країна.,China ist ein großes Land.,0.9120115637779236,
355.0,China ist größer als Japan.,"Китай більший, ніж Японія.",China ist größer als Japan.,0.9066533446311951,
356.0,Christiano Ronaldo ist ein Fußballspieler.,Кріштіану Роналду - футболіст.,Christiano Ronaldo ist ein Fußballspieler.,0.9101779460906982,
357.0,Christoph Kolumbus entdeckte Amerika im Jahre 1492.,Христофор Колумб відкрив Америку в 1492 році.,Кристоф Колумбс entdeckte Америка im Jahre 1492.,-0.8497946262359619,
358.0,"Christoph Kolumbus fand einst den Heiligen Gral, warf ihn aber weg, weil ihm die Farbe nicht gefiel.","Христофор Колумб якось знайшов Святий Грааль, але викинув його, бо йому не сподобався колір.","Christoph Kolumbus fand einst den Heiligen Gral, warf ihn aber weg, weil ihm die Farbe nicht gefiel.",0.8891811370849609,
359.0,Computer machen die Leute dumm.,Комп'ютери роблять із людей ідіотів.,Computer machen die Leute dumm.,0.9192956686019897,
360.0,Computer machen Menschen dumm.,Комп'ютери роблять із людей ідіотів.,Computer machen Menschen dumm.,0.9106703996658325,
361.0,Coolidge hat die Wahl im Jahre 1924 spielend gewonnen.,Кулідж легко переміг на виборах у 1924 році.,Coolidge hat die Wahl im Jahre 1924 spielend виграний.,0.29727280139923096,
362.0,Cristiano Ronaldo ist ein Fußballspieler.,Кріштіану Роналду - футболіст.,Cristiano Ronaldo ist ein Fußballspieler.,0.9068470597267151,
363.0,Cristiano Ronaldo ist Fußballer.,Кріштіану Роналду - футболіст.,Cristiano Ronaldo ist Fußballer.,0.9091540575027466,
364.0,"Da du gekocht hast, kümmere ich mich um den Abwasch.","Оскільки ти готувала, я помию посуд.","Da du gekocht hast, kümmere ich mich um den Abwasch.",0.9184344410896301,
365.0,Da fehlt eine Seite.,Не вистачає сторінки.,Da fehlt eine Seite.,0.9185653924942017,
366.0,Dafür bin ich zu alt.,Я для цього занадто стара.,Dafür bin ich zu alt.,0.9166713953018188,
367.0,Da hängt ein Schatten über mir.,Наді мною нависла тінь.,Da hängt ein Schatten über mir.,0.9146151542663574,
368.0,Da ist eine Katze auf dem Stuhl.,На стільці є кіт.,Da ist eine Katze auf dem Stuhl.,0.8975167274475098,
369.0,Da ist eine weiße Taube auf dem Dach.,На даху сидить білий голуб.,Da ist eine weiße Taube auf dem Dach.,0.895533561706543,
370.0,Da ist ein Hund an der Tür.,Біля дверей стоїть пес.,Da ist ein Hund an der Tür.,0.922641932964325,
371.0,Damals waren wir jünger.,Тоді ми були молодші.,Damals waren wir jünger.,0.9106051921844482,
372.0,Damals war Mary Toms Freundin.,Мері тоді була дівчиною Тома.,Damals war Mary Toms Freundin.,0.9124463796615601,
373.0,Damals war Tom mein einziger Freund.,На той час Том був моїм єдиним другом.,Damals war Tom mein einziger Freund.,0.9075034856796265,
374.0,Damit hat Tom nicht gerechnet.,Том цього не очікував.,Damit hat Tom nicht gerechnet.,0.916852593421936,
375.0,Daniela hat mich zu Hause angerufen.,Даніела зателефонувала мені додому.,Daniela hat mich zu Hause angerufen.,0.9163154363632202,
376.0,Dank dir habe ich meinen Appetit verloren.,Через тебе я втратив апетит.,Dank dir habe ich meinen Appetit verloren.,0.9121733903884888,
377.0,„Danke!“ – „Bitte!“,"Дякую. - ""Прошу"".",Danke! Bitte!,-0.1363154798746109,
378.0,"Danke, das ist alles.","Дякую, це все.","Danke, das ist alles.",0.9139910936355591,
379.0,"Danke, dass Sie mich eingeladen haben.","Дякую, що запросили мене!","Danke, dass Sie mich eingeladen haben.",0.9115605354309082,
380.0,Danke für das Kompliment!,Дякую за комплімент.,Danke für das Kompliment!,0.9099258780479431,
381.0,Danke für das wunderbare Essen.,Дякую за чудову їжу.,Danke für das wunderbare Essen.,0.9054040908813477,
382.0,Danke für deine Antwort.,Дякую за відповідь.,Danke für deine Antwort.,0.9141936898231506,
383.0,Danke für deine Erklärung.,Дякую за пояснення.,Danke für deine Erklärung.,0.9199674129486084,
384.0,Danke für deine freundlichen Worte!,Дякую за добрі слова.,Danke für deine freundlichen Worte!,0.899211585521698,
385.0,Danke für deine Geduld!,Дякую тобі за терпіння.,Danke für deine Geduld!,0.9077352285385132,
386.0,Danke für dein Geschenk.,Дякую тобі за подарунок.,Danke für dein Geschenk.,0.9105668067932129,
387.0,Danke für die Blumen!,Дякую за квіти.,Danke für die Blumen!,0.9050121903419495,
388.0,"Danke für die Hilfe. ""Keine Ursache.""",«Дякую за допомогу.» «Нема за що.»,"Danke für die Hilfe. ""Keine Ursache.""",0.9002636671066284,
389.0,Danke für die Pizza!,Дякуємо за піцу.,Danke für die Pizza!,0.9008573293685913,
390.0,Danke für die Praline. Sie war köstlich.,Дякую за шоколад. Він був смачним.,Danke für die Praline. Sie war köstlich.,0.9035495519638062,
391.0,Danke für Ihre freundlichen Worte!,Дякую за добрі слова.,Danke für Ihre freundlichen Worte!,0.8964523077011108,
392.0,Danke für Ihre Geduld.,Дякуємо вам за терпіння.,Danke für Ihre Geduld.,0.9139299392700195,
393.0,Danke fürs Schreiben.,"Дякую за те, що написали.",Danke fürs Schreiben.,0.9180117845535278,
394.0,„Danke!“ – „Keine Ursache!“,"Дякую. - ""Прошу"".",Danke! Keine Ursache!,-0.012057170271873474,
395.0,„Danke!“ – „Keine Ursache!“,"Спасибі. - ""Нема за що"".",Danke! Keine Ursache!,-0.012057170271873474,
396.0,„Danke!“ – „Nichts zu danken!“,"Спасибі. - ""Нема за що"".",Danke! Nichts zu danken!,-0.039631277322769165,
397.0,Danke schön.,Щиро дякую!,Danke schön.,0.9089625477790833,
398.0,Danke trotzdem.,"У будь якому разі, дякую.",Danke trotzdem.,0.9264864921569824,
399.0,Danke!,Дякуємо!,Danke!,0.9173004627227783,
400.0,Danke!,Дякую!,Danke!,0.9173004627227783,
401.0,Danke.,Дякую!,Danke.,0.8989375233650208,
402.0,Danke.,Дякую.,Danke.,0.8989375233650208,
403.0,Dank seiner Mutter wurde er berühmt.,Він став відомим завдяки матері.,Dank seiner Mutter wurde er berühmt.,0.9162676930427551,
404.0,Dann eilte sie nach Hause.,А потім вона поквапилася додому.,Dann eilte sie nach Hause.,0.9225757718086243,
405.0,Dann fangen wir an.,"Ну, тоді розпочнімо.",Dann fangen wir an.,0.9221151471138,
406.0,Dann haben wir ein Problem...,Тоді ми маємо проблему...,Dann haben wir ein Problem...,0.8939889669418335,
407.0,Dann komme ich später wieder.,Тоді я повернуся пізніше.,Dann komme ich später wieder.,0.9226971864700317,
408.0,Dann komme ich später wieder.,Тоді я прийду пізніше.,Dann komme ich später wieder.,0.9226971864700317,
409.0,Dann legte er sich auf das gleiche Bett.,Він тоді лежав на тому ж ліжку.,Dann legte er sich auf das gleiche Bett.,0.9037799835205078,
410.0,Dann zögern Sie nicht.,Тож не вагайтеся.,Dann zögern Sie nicht.,0.9152609705924988,
411.0,Danzig ist die größte Stadt im Norden Polens.,Гданськ - найбільше місто на півночі Польщі.,Danzig ist die größte Stadt im Norden Polens.,0.8863581418991089,
412.0,Darf ich deinen Kuli benutzen?,Можна скористатися твоєю ручкою?,Darf ich deinen Kuli benutzen?,0.9068161249160767,
413.0,Darf ich den Fernseher ausschalten?,Можна мені вимкнути телевізор?,Darf ich den Fernseher ausschalten?,0.9123495817184448,
414.0,Darf ich den Fernseher ausschalten?,Можна я вимкну телевізор?,Darf ich den Fernseher ausschalten?,0.9123495817184448,
415.0,Darf ich dich Tom nennen?,Можна я буду називати тебе Томом?,Darf ich dich Tom nennen?,0.9197102785110474,
416.0,Darf ich dich unterbrechen?,Можна тебе перебити?,Darf ich dich unterbrechen?,0.9152060747146606,
417.0,Darf ich dir jetzt etwas zu trinken anbieten?,Я можу тобі запропонувати щось зараз випити?,Darf ich dir jetzt etwas zu trinken anbieten?,0.8987927436828613,
418.0,Darf ich es noch einmal machen?,Можу я це зробити ще раз?,Darf ich es noch einmal machen?,0.9146987199783325,
419.0,Darf ich etwas sagen?,Можна мені щось сказати?,Darf ich etwas sagen?,0.9117159843444824,
420.0,Darf ich euer Telefon benutzen?,Можна мені скористатися вашим телефоном?,Darf ich euer Telefon benutzen?,0.9034450054168701,
421.0,"Darf ich fragen, wie alt du bist?","Можна мені запитати, скільки тобі років?","Darf ich fragen, wie alt du bist?",0.9078799486160278,
422.0,"Darf ich fragen, wie alt du bist?","Можна поцікавитися, скільки тобі років?","Darf ich fragen, wie alt du bist?",0.9078799486160278,
423.0,"Darf ich fragen, wie alt Sie sind?","Можу я запитати, скільки вам років?","Darf ich fragen, wie alt Sie sind?",0.9098634123802185,
424.0,Darf ich hier rauchen?,Чи можу я тут курити?,Darf ich hier rauchen?,0.923744261264801,
425.0,"Darf ich Ihnen helfen, gnädige Frau?","Чи можу вам чимось допомогти, пані?","Darf ich Ihnen helfen, gnädige Frau?",0.9084899425506592,
426.0,Darf ich mal deinen Bart anfassen?,Можна мені доторктнутися до твоєї бороди?,Darf ich mal deinen Bart anfassen?,0.9130098223686218,
427.0,Darf ich mich neben euch setzen?,Можна сісти поруч із вами?,Darf ich mich neben euch setzen?,0.9096062779426575,
428.0,Darf ich mich vorstellen? Mein Name ist Tom Frisch.,Можна представитися? Мене звуть Том Фріш.,Darf ich mich vorstellen? Mein Name ist Tom Frisch.,0.9069865942001343,
429.0,Darf ich mich vorstellen?,Можна мені представитися?,Darf ich mich vorstellen?,0.9193905591964722,
430.0,Darf ich mit ihr sprechen?,Чи можу я поговорити з нею?,Darf ich mit ihr sprechen?,0.9079282283782959,
431.0,Darf ich nach Hause gehen?,Можна мені піти додому?,Darf ich nach Hause gehen?,0.919504702091217,
432.0,Darf ich Sie unterbrechen?,Можна вас перебити?,Darf ich Sie unterbrechen?,0.9161441326141357,
433.0,Darum musst du dir keine Sorgen machen.,Тобі не треба хвилюватися за це.,Darum musst ду dir keine Sorgen machen.,0.5684272050857544,
434.0,Darum sind wir hier.,Ось чому ми тут.,Darum sind wir hier.,0.9239357709884644,
435.0,Darum werde ich mich morgen kümmern.,Я займуся цим завтра.,Darum werde ich mich morgen kümmern.,0.9213331341743469,
436.0,Darwin hat alles verändert.,Дарвін все змінив.,Darwin hat alles verändert.,0.9172638654708862,
437.0,"Das Adjektiv endet auf ""a"".","Прикментник закінчується на ""а"".","Das Adjektiv endet auf ""a"".",0.9146826267242432,
438.0,Das also ist Tatoeba.,"Отже, це Татоеба.",Das also ist Tatoeba.,0.9354369044303894,
439.0,Das ängstigt mich überhaupt nicht.,Я ані трохи цього не боюся.,Das ängstigt mich überhaupt nicht.,0.9140501022338867,
440.0,Das Apartment war mit Möbeln im viktorianischen Stil eingerichtet.,Квартира була мебльована у вікторіанському стилі.,Das Apartment war mit Möbeln im viktorianischen Stil eingerichtet.,0.88388592004776,
441.0,Das Auto blieb im Schlamm stecken.,Машина застрягла в багні.,Das Auto blieb im Schlamm stecken.,0.9154883623123169,
442.0,Das Auto fuhr gegen einen Telegrafenmast.,Автівка зіткнулась із телеграфним стовпом.,Das Auto fuhr gegen einen Telegrafenmast.,0.9120768308639526,
443.0,Das Auto ist gelb.,Машина жовта.,Das Auto ist gelb.,0.9230512380599976,
444.0,Das Auto ist in der Garage.,Машина в гаражі.,Das Auto ist in der Garage.,0.9179238080978394,
445.0,Das Auto springt nicht an.,Автомобіль не заводиться.,Das Auto springt nicht an.,0.9219316244125366,
446.0,Das Auto stieß mit dem LKW zusammen.,Автомобіль врізався у вантажівку.,Das Auto stieß mit dem LKW zusammen.,0.8998568654060364,
447.0,Das Baby läuft noch nicht.,Дитина ще не ходить.,Das Baby läuft noch nicht.,0.9244150519371033,
448.0,Das Baby schläft gerade.,Немовля спить.,Das Baby schläft gerade.,0.9218804836273193,
449.0,Das Baby schlief in der Wiege ein.,Дитина заснула в колисці.,Das Baby schlief in der Wiege ein.,0.9177381992340088,
450.0,Das Baby sucht seine Mutter.,Дитя шукає маму.,Das Baby sucht seine Mutter.,0.913121223449707,
451.0,Das Baseballspiel endete unentschieden.,Бейсбольний матч закінчився з нічийним результатом.,Das Baseballspiel endete unentschieden.,0.9292145371437073,
452.0,Das beste Buch über das Leben ist das Leben selbst.,Найкраща книжка про життя - власне життя.,Das beste Buch über das Leben ist das Leben selbst.,0.9037654399871826,
453.0,Das Bett kostet 120 Euro!,Ліжко коштує 120 євро!,Das Bett kostet 120 Євро!,0.1515139639377594,
454.0,Das beweist meine Theorie.,Це доводить мою теорію.,Das beweist meine Theorie.,0.9162850975990295,
455.0,Das Bier ist sehr kalt.,Пиво дуже холодне.,Das Bier ist sehr kalt.,0.9151483774185181,
456.0,Das Bild erinnerte mich an Schottland.,Картина нагадувала менi Шотландiю.,Das Bild erinnerte mich an Schottland.,0.9174720048904419,
457.0,"Das brauchst du mir nicht zu sagen, du Idiot.","Можеш не говорити мені цього, ідіоте.","Das brauchst du mir nicht zu sagen, ду Idiot.",0.8996081352233887,
458.0,Das Brot ist frisch.,Хліб свіжий.,Das Brot ist frisch.,0.9207243919372559,
