Unnamed: 0,DE,EN,TRANSLATION,chrf_score
238,Ich bin ja nicht weit weg.,I'm just down the beach.,Ich bin gerade am Strand.,25.102482513473223
239,Tschüs.,Bye.,- Wiedersehen.,4.62962962962963
240,"auf Vorschlag der Kommission (1),","Having regard to the proposal from the Commission (1),",Angesichts des Vorschlags der Kommission (1),71.71874558498888
241,SubCentral.de und TV4User.de präsentieren:,"♪ Our whole universe was in a hot, dense state ♪ ♪ Then nearly 14 billion years ago expansion started... Wait!","Das ganze Universum war in einem heißen, dichten Zustand, dann begann vor fast 14 Milliarden Jahren die Expansion...",14.558189455492762
242,Worte fallen aus Eurem Mund wie Scheiße aus dem Arsch.,"Words fall from your mouth, as shit from ass.","Worte fallen aus deinem Mund, wie Scheiße aus dem Arsch.",86.13973394436508
243,Und weißt du wie?,And do you know why?,Und weißt du warum?,71.98217025494581
244,Halt deine verdammte Klappe!,Shut the fuck up!,Schweig dich!,3.1535957442585207
245,"Ich seh' nur noch Blonde, Brünette, Rothaarige--","All I see is blonde, brunette, redhead.","Ich sehe nur Blonde, Brunette und Rothaarige.",53.74704863540727
246,Bestimmung,Destination,Bestimmungsort,90.05242588688505
247,Ah. Meinst du?,He's very funny.,Er ist sehr lustig.,10.017957927142124
248,Lieben Sie mich noch?,Do you love me?,- Liebst du mich?,23.753601168016623
249,"Ich und Kuby haben für den Typen einen Van gemietet, haben das Geld bei einem Lagerplatz aufgeladen, haben ihm die Schlüssel bei Goodman gegeben.","Me and Kuby rented a van for the dude, loaded his cash up in a self-storage unit, handed over the keys to him at Goodman's.","Kuby und ich mieten einen Van für den Kerl, laden sein Geld in eine Selbstlagerung und gaben ihm die Schlüssel bei Goodman über.",48.34310587731294
250,Hier...,Here.,Hier ist es.,69.97816593886462
251,Whistler?,Whistler?,Whistler?,100.0
252,Das ist jetzt auch mein Haus.,"This is now my house, too.",Das ist jetzt auch mein Haus.,100.0
253,"Was zum Teufel, man?","What the hell, man?","Was zum Teufel, Mann?",74.13383470370879
254,Vertraue niemandem.,Don't trust anyone.,Vertrauen Sie niemandem.,87.267046726107
255,"Okay, Kreis, Kreis, Pünktchen, Pünktchen, jetzt bekommst du ein kleines Spritzchen!","Okay,circle, circle,dot,dot, now you have a cootie shot!","Okay, Kreis, Kreis, Punkt, Punkt, jetzt haben Sie einen Cotie-Schuss!",35.57674885520996
256,"Ich habe nicht gedacht, dass ich das tun müsste. Das hat dich sonst auch nicht davon abgehalten, es zu sagen.",I didn't think I had to.,"Ich dachte nicht, dass ich es tun müsste.",31.20209122342147
257,Die Welt ist schön.,I like to walk.,Ich gehe gerne spazieren.,9.39476061427281
258,Es ist ein Wunder.,_,- Nein.,10.46275183353569
259,"- Bitte, hör mir zu.","Please, listen.",Bitte hören Sie zu.,50.620936676766505
260,- Sie haben schon alle aufgebraucht.,- Your favours are all used up.,- Ihre Gunsten sind alle ausgenutzt.,21.93001698174112
261,Du bist verhaftet.,You're under arrest.,Du bist verhaftet.,100.0
262,Die in dieser Entscheidung vorgesehenen Maßnahmen entsprechen der Stellungnahme des Ständigen Veterinärausschusses -,"Whereas the measures provided for in this Decision are in accordance with the opinion of the Standing Veterinary Committee,","Die in diesem Beschluss vorgesehenen Maßnahmen entsprechen der Stellungnahme des Ständigen Veterinärkomitees,",76.8278056554421
263,Guten Morgen.,"Good morning, Cecilie.","Guten Morgen, Cecilie.",85.58206685524561
264,"I.G. Farben produzierte 84% von Deutschlands Sprengstoffen und sogar das Zyklon B, das in den Konzentrationslagern zur Tötung von Millionen von Menschen verwendet wurde.",I.G. Farben produced 84% of Germany's explosives and even the Zyklon B used in the concentration camps to kill millions.,"I.G. Farben produzierte 84% der deutschen Sprengstoffe und sogar den Zyklon B, der in den Konzentrationslagern verwendet wurde, um Millionen zu töten.",66.0760049382523
265,Es war ein langer Tag.,It's been a long day.,Es war ein langer Tag.,100.0
266,"Aber Sie kamen nach L.A., um ein Schauspieler zu sein.",But you came to L.A. to be an actor.,"Aber du bist nach L.A. gekommen, um Schauspieler zu sein.",57.679294893134255
267,Neun.,Nine.,Neun. Das ist alles.,52.24656220019187
268,- Ihr Zimmer ist schon bereit.,Everything's in order with the apartment.,Alles ist in Ordnung mit der Wohnung.,13.393908185499631
269,Ich nicht.,- Yeah. - Legally.,- Legell.,0.0
270,Keine Sorge.,Nothing will happen.,Es wird nichts passieren.,6.830601092896176
271,Es ist genug!,It's enough!,Das reicht!,6.802721088435375
272,"Ja, die Hindus waren da was auf der Spur, Billy.","Yeah, the Hindus were onto something, Billy.","Ja, die Hindus waren auf etwas, Billy.",55.79694321731726
273,- Was Neues von Tara?,Aw.,Das ist so.,5.560131795716639
274,"Ich weiß nicht, was ich tun soll.",I don't know what I'm supposed to do.,"Ich weiß nicht, was ich tun soll.",100.0
275,"Oh, Scheiße, Mann!","- Oh, shit, man!","- Oh, Scheiße, Mann!",98.08468777958981
276,"Lethargie, Koma, Atemdepression mit Cheyne-Stokes-Atmung und/oder Cyanose.","Symptoms The symptoms of fentanyl overdose are an extension of its pharmacological actions, e. g. lethargy, coma, respiratory depression with Cheyne-Stokes respiration and/ or cyanosis.","Symptome Die Symptome einer Fentanylüberdosis sind eine Verlängerung seiner pharmazologischen Wirkungen, z. B. Lethargie, Koma, Atemdepression mit Cheyne-Stokes- Atem und/ oder Cyanose.",70.80818611383638
277,Ich hab es vor nicht mal sieben Jahren mit meinen eigenen Augen gesehen.,I saw it with my own eyes not seven years ago.,Ich habe es vor nicht sieben Jahren mit eigenen Augen gesehen.,74.36616077128453
278,Wo liegt der Unterschied?,"She didn't do it with rope, so what difference does it make?","Sie hat es nicht mit Seil getan, also was macht es denn denn?",13.574247689862334
279,Aber was ist es?,But what is it?,Aber was ist es?,100.0
280,Gib mir 'nen Status.,Give me a status.,Gib mir einen Status.,70.96508551267866
281,"- Nein, ich hab's abgestellt.","No, I turned it off.","Nein, ich habe es ausgeschaltet.",45.93361758677892
282,"Nein, nein, bitte.","No, no, please.","Nein, bitte.",61.65724351210974
283,Was meinen Sie?,Meaning what?,Was soll das bedeuten?,14.544599922756
284,Auf jeden Fall.,-Slim.,- Schlank.,4.4642857142857135
285,Die Aussprache ist geschlossen.,The debate is closed.,Die Debatte ist abgeschlossen.,45.57705312588291
286,Du kannst das schaffen.,You can make it.,Du kannst es schaffen.,72.20578755930772
287,Das sind fünf Dinge.,That's five things.,Das sind fünf Dinge.,100.0
288,Ich muss sie sehen.,I need to see it.,Ich muss es sehen.,58.724946555464065
289,"Stimmt was nicht, Fairchild?","Anything wrong, Fairchild?","Ist etwas nicht in Ordnung, Fairchild?",61.82171315573708
290,"Oh, sieht so aus, als hätte sich sein Gesicht seit dem Bild auf dem Führerschein leicht verändert.","Oh, looks like his face has changed a little since his driver's license picture was taken.","Oh, es sieht so aus, als hätte sich sein Gesicht etwas verändert, seit sein Führerschein aufgenommen wurde.",66.31905968816065
291,Ich bin Italiener.,I'm Italian.,Ich bin Italiener.,100.0
292,"Genau das wäre ich auch, wenn ich gerade mein Baby verloren hätte.",Which is exactly what I'd be if I just lost my baby.,"Das wäre ich genau, wenn ich mein Baby verliere.",50.688972169808935
293,"Wenn ihr (Kafir) um den Sieg (als Zeichen der Rechtschaffenheit) bittet, so traf der Sieg euch bereits. Wenn ihr aber (vom Kufr) ablasst, so ist dies besser für euch. Wenn ihr jedoch wiederholtermaßen (zum Krieg) zurückkehrt, kehren WIR zurück, und dann wird eure Gruppe von euch nichts abwenden, selbst dann sollte sie noch so groß sein. Und ALLAH ist gewiß mit den Mumin.","If you sought a verdict, the verdict has certainly come to you; and if you cease [your belligerence against the Prophet and his followers], it is better for you, but if you resume, We [too] shall return and your troops will never avail you though they should be ever so many, and [know] that Allah is with the faithful.","Wenn ihr ein Urteil verlangt habt, dann ist der Urteil zu euch gekommen. Wenn ihr aufhört, ist es für euch besser. Wenn ihr aber wiederkehrt, werden Wir wiederkehren, und eure Truppen können euch nie nützen, wenn auch sie so viele wären. Und [Siehe], Allah ist mit den Gläubigen.",31.37640767690929
294,"Nein, habe ich nicht.","No. I don't have that, either.","Nein, das habe ich auch nicht.",65.81662731726699
295,Aber klar kann ich das.,"Sure, you can.",Natürlich kannst du das.,23.627764283279244
296,Ich habe keine Feuerzeuge gefunden.,I didn't find any matches.,Ich habe keine Übereinstimmungen gefunden.,55.66556476836397
297,Haben Sie einen Moment?,Can you spare a moment?,Kannst du einen Moment aufpassen?,47.4671888655591
298,"Es gibt viele Dinge, die uns noch Sorgen bereiten.",There are many things which still trouble us.,"Es gibt viele Dinge, die uns immer noch belangen.",62.40483853407351
299,Ich habe eine Frage.,Let me ask you something.,Lassen Sie mich Sie etwas fragen.,18.990737825025356
300,Ihn umbringen.,Kill him,Töt ihn.,6.3314037626628075
301,Ich meine nicht mich damit.,My lips are sealed.,Meine Lippen sind versiegelt.,12.929585630363661
302,Er erhängte sich.,He hung himself.,Er hat sich gehängt.,37.793054067103476
303,"Okay, jetzt weißt du es ja.","Okay, now you know.","Okay, jetzt weißt du es.",90.55052491378103
304,Was soll denn der Thomas da?,Thomas!,Thomas! Das ist Thomas!,21.893965128243305
305,Lass uns gehen.,Let's go,Lasst uns gehen.,70.29372162308857
306,"Oh, danken Sie nicht mir.",Don't thank me.,Danke mir nicht.,31.084474937914898
307,Ich kann sie vor dem Ende beschützen.,I can protect her from the end.,Ich kann sie vor dem Ende schützen.,87.55249682950682
308,Wer war das?,Who took them?,Wer hat sie gefangen genommen?,13.066065488499321
309,Kann ich helfen?,Hello.,"Hallo, das ist alles.",4.629629629629629
310,"Egal, was ich dafür tun muss.",You're not gonna argue with me?,Du wirst nicht mit mir streiten?,10.279872302037573
311,Lange Geschichte.,long story.,Eine lange Geschichte.,86.25511921798783
312,Disketten- und & CD-ROM;-Laufwerke,Floppy and & CD-ROM; Drives,Floppy und CD-ROM; Treiber,22.728994189145805
313,"Du siehst aus, als ob du einen Geist gesehen hast.",You look like you saw a ghost.,"Du siehst aus, als hättest du einen Geist gesehen.",77.73721680594161
314,Unionsverbrauch,Union Consumption,Verbrauch in der Union,57.78652833777262
315,Ich warte.,I'm waiting.,Ich warte.,100.0
316,Dritter Grad.,Level three.,Level drei.,6.289308176100629
317,Ich bin rumgelaufen.,I walked.,Ich ging spazieren.,16.258249551525427
318,Brigitte übernimmt deine Rolle.,You're out.,Du bist raus.,2.8248587570621466
319,- Sicher.,- Sure.,- Natürlich.,18.997964928297005
320,"Stimmt das, was du gesagt hast?",Is it true that Reidun ...,"Ist es wahr, dass Reidun...",16.450111979518546
321,"Du weißt schon, weil Melodie Musik ist und du...","You know, because Melody is music and you're...","Weißt du, weil Melody Musik ist und du...",59.158186963644766
322,Zwei.,Two.,Zwei.,100.0
323,"Ich hoffe, du verstehsl es.",I know you'll understand.,"Ich weiß, du wirst es verstehen.",33.636224178981045
324,Etwa zehn Stunden.,About 10 hours.,Etwa 10 Stunden.,48.222744934880865
325,"Ja, das muss es sein.","Yes, this is it!","Ja, das ist es!",25.998897037922
326,-Schon gut.,- All right.,- In Ordnung.,9.278938875113157
327,Diese Verordnung ist in allen ihren Teilen verbindlich und gilt unmittelbar in jedem Mitgliedstaat.,This Regulation shall be binding in its entirety and directly applicable in all Member States.,Diese Verordnung ist in ihrer Gesamtheit verbindlich und in allen Mitgliedstaaten unmittelbar anwendbar.,67.81528747929495
328,"Können Sie mir sagen, wo ich ihn finden kann?",Can you tell me where I can find him?,"Kannst du mir sagen, wo ich ihn finden kann?",75.3793521221532
329,"Ja, schnell, hol den Arzt!",Hurry up!,Beeilen Sie sich!,8.442344961240309
330,Lassen Sie uns durch.,Let us through.,Lassen Sie uns durch.,100.0
331,Ich bin kein Fan von dir.,George.,Das ist George.,4.734848484848484
332,zur Festlegung pauschaler Einfuhrwerte für die Bestimmung der im Sektor Obst und Gemüse geltenden Einfuhrpreise,establishing the standard import values for determining the entry price of certain fruit and vegetables,zur Festlegung der Standard-Importwerte zur Bestimmung des Eintrittspreises bestimmter Obst und Gemüse,47.39606367136865
333,Worum ging es da eben?,What was that about back there?,Was war das da hinten?,16.24455337690632
334,- Sehr gern.,- Right sir.,"- Genau, Sir.",9.25925925925926
335,- Ich möchte nicht gehen.,- I do not wish to go.,- Ich will nicht gehen.,52.278460014866624
336,Ich habe gebadet.,- I was taking a bath.,- Ich habe mich gebadet.,69.55548306012538
337,Das finde ich gut.,I like that.,Das gefällt mir.,13.678469040278667
338,"Ja, vielleicht.","Yeah, maybe.","Ja, vielleicht.",100.0
339,Führen Sie vor jeder Injektion einen Sicherheitstest durch.,A safety test must be performed before each injection.,Vor jeder Injektion muss ein Sicherheitstest durchgeführt werden.,69.39121560676605
340,Ich habe diesen Witz geschrieben.,I wrote that joke.,Ich habe diesen Witz geschrieben.,100.0
341,Zurück,Prev,Vorbereitet,2.380952380952381
342,Diese Verordnung ist in allen ihren Teilen verbindlich und gilt unmittelbar in jedem Mitgliedstaat.,This Regulation shall be binding in its entirety and directly applicable in all Member States.,Diese Verordnung ist in ihrer Gesamtheit verbindlich und in allen Mitgliedstaaten unmittelbar anwendbar.,67.81528747929495
343,Was machen Sie hier drin?,What're you doing in here?,- Was machst du denn hier?,36.82623634249021
344,"Ja, ich glaube...","Actually, yes.","Eigentlich, ja.",15.49633595348536
345,4.9 Überdosierung,4.9 Overdose,4.9 Überdosis,63.34352227522773
346,Macht Laune!,Love it!,Ich liebe es!,6.851851851851852
347,- Jetzt soll ich mich also besser fühlen?,That's supposed to make me feel better?,Sollte das mich besser fühlen?,45.430155697417945
348,Guten Morgen liebe Pan-Gemeinde!,"Good morning, bread lovers!","Guten Morgen, Brotliebhaber!",42.33013196520606
349,"Sind Sie nicht hier, um zu kellnern?",Aren't you here to waitress?,Sind Sie nicht hier als Kellnerin?,65.32729148246389
350,Was soll ich machen?,What can I do?,- Was kann ich tun?,16.661228573374004
351,Ich liebe Hunde.,I love dogs.,Ich liebe Hunde.,100.0
352,Ich kann nicht!,I can't do it.,Ich kann es nicht.,66.6583565648985
353,Es ist nicht von dir.,It's not yours.,Es ist nicht deines.,57.948926073926074
354,Mein Leben?,You want my life?,Du willst mein Leben?,70.59628420948772
355,Die Aussprache ist geschlossen.,The debate is closed.,Die Debatte ist abgeschlossen.,45.57705312588291
356,"Nomenklatur der Länder gemäß der Verordnung (EG) Nr. 1833/2006 der Kommission (ABl. L 354 vom 14.12.2006, S. 19).","Country nomenclature as fixed by Commission Regulation (EC) No 1833/2006 (OJ L 354, 14.12.2006, p. 19).","Nomenklatur des Landes, wie sie in der Verordnung (EG) Nr. 1833/2006 der Kommission festgelegt wurde (ABL 354, 14.12.2006, S. 19).",70.73329902994877
357,BEZEICHNUNG DES ARZNEIMITTELS UND ART(EN) DER ANWENDUNG,NAME OF THE MEDICINAL PRODUCT AND ROUTE(S) OF ADMINISTRATION,NAME OF THE MEDICINAL PRODUCT AND ROUTE(S) OF ADMINISTRATION (NAME OF THE MEDICINAL PRODUCT AND ROUTE(S) der Verwaltung),14.252016954399746
358,"Ja, genau. - Das sollten wir feiern und ""Freundinnen"" gucken.",We should celebrate by watching Beaches.,Wir sollten Beaches beobachten und feiern.,25.946962288219954
359,Mochtest du etwas?,Would you like anything?,Möchten Sie etwas?,36.91121378621378
360,Sehr viel sogar.,A lot of art.,Viel Kunst.,10.075849232567553
361,Ich war an einem Samstagabend mal so deprimiert...,I was really depressed one Saturday night about 9:00--,Ich war an einem Samstag abends um neun Uhr sehr deprimiert.,76.90011143563581
362,Wie geht es Ihnen?,How you doing?,- Wie geht's dir?,37.573394669825824
363,- Selbstverständlich.,- Certainly.,- Natürlich.,13.24067440093159
364,Ich hab was Neues entdeckt.,I found something new.,Ich habe etwas Neues gefunden.,48.87283205586523
365,"Ja, natürlich.","Yeah, I do.","- Ja, das tue ich.",17.13032774353529
366,"Zuletzt geändert durch die Verordnung (EG) Nr. 806/2003 (ABl. L 122 vom 16.5.2003, S. 1).","Directive as last amended by Regulation (EC) No 806/2003 (OJ L 122, 16.5.2003, p. 1).","Richtlinie, die zuletzt durch die Verordnung (EG) Nr. 806/2013 geändert wurde (ABl. L 122, 16.5.2003, S. 1).",73.45767490183297
367,"- Tut mir leid, das hätte ich nicht sagen sollen.",I'm sorry I shouldn't have said that.,"Es tut mir leid, dass ich das nicht sagen sollte.",63.273545045990865
368,- Michelle.,"It's all right, baby.","Es ist in Ordnung, Baby.",1.5432098765432096
369,Was genau?,Which part?,Welchen Teil?,8.882698854843703
370,Mittel 2005 _BAR_ Mittel 2004 _BAR_ Ausgaben 2003 _BAR_,Appropriations 2005 _BAR_ Appropriations 2004 _BAR_ Outturn 2003 _BAR_,Mittel 2005 _BAR_ Mittel 2004 _BAR_ Auslauf 2003 _BAR_,83.70402232062686
371,"Bin oft hier gewesen, als wir Partner waren.","Came here often, when we were partners.","Als wir Partner waren, kam er oft her.",53.73296800349054
372,Das ist abstoßend.,That's appalling.,Das ist schrecklich.,27.980342682871733
373,"Seine engsten Vertrauten meinen, er hat den ersten Jedi-Tempel gesucht.",People that knew him best... think he went looking for the first Jedi temple.,"Die Leute, die ihn am besten kannten, denken, er habe nach dem ersten Jedi-Tempel gesucht.",52.66405290704655
374,Wir wollen nur mit dem Kerl reden.,All we wanna do is talk to the guy.,Wir wollen nur mit dem Typ reden.,73.44680289009463
375,Warten Sie.,Wait.,Warte mal.,34.59436147788737
376,"Ich habe doch gesagt, sie ist hübsch!",I told you she was pretty,"Ich sagte dir, sie war hübsch.",30.063453841539133
377,"Um euch zu sagen, dass der Schöpfer eine neue Prophezeiung über den Sucher gesandt hat.",To tell you that the Creator has sent a new Prophecy about the Seeker.,"Um Ihnen zu sagen, dass der Schöpfer eine neue Prophezeiung über den Sucher gesendet hat.",84.78152045328258
378,Schafft ihn weg!,Get him out of here.,Bringen Sie ihn hier raus.,12.90743189553591
379,"Ich bin geneigt zu glauben, dass er unschuldig ist.",I'm inclined to think he's innocent.,"Ich neige dazu, zu denken, dass er unschuldig ist.",58.89497994892208
380,Und Sie.,And you.,Und du auch.,17.163339205323936
381,Vergiss es!,Forget it.,Vergiss es.,100.0
382,- Du bist ein Genie.,- You're a genius.,- Du bist ein Genie.,100.0
383,ERTEILUNG DER GENEHMIGUNG,APPROVAL GRANTED,Geständt,0.8333333333333334
384,Aber ich will nichts mehr mit dir zu tun haben.,But I don't want to know you either.,Aber ich will dich auch nicht kennenlernen.,38.03039936732472
385,"Wir dachten, wir hätten ihn getötet.","I thought Ray and I killed him, but we didn't.","Ich dachte, Ray und ich hätten ihn getötet, aber das taten wir nicht.",64.91925419902778
386,Wir können rein.,Good to go.,Gut zu gehen.,5.494338982229012
387,Du hast mir das Leben gerettet.,For saving my life.,Du hast mein Leben gerettet.,67.7540758050093
388,"Gab mir gute Rückmeldungen, einige Funktionswünsche, Bereinigungen und Designverbesserungen und war jemand, mit dem ich mich über IRC unterhalten konnte:)","Gave me some good feedback on Kig, some feature requests, cleanups and style fixes, and someone to chat with on irc:)","Geben mir einige gute Feedback über Kig, einige Feature-Anfragen, Reinigungen und Stilfeuerungen, und jemanden, mit dem ich auf irc chatte:)",37.681897801374205
389,Hast du das verstanden?,Do you understand?,Verstehen Sie das?,18.111276269096397
390,- Bleib weg!,Stay away!,Bleiben Sie weg!,41.32512526087043
391,Ich sage gar nichts.,I'm not saying anything.,Ich sage nichts.,59.53031780844123
392,Ich weiß nicht so ganz.,I don't know that I can.,"Ich weiß nicht, ob ich das kann.",60.82640393769427
393,Sie war auch in meinen Sitzungen ein Thema.,She has come up in a number of my sessions as well.,Sie ist auch bei einer Reihe meiner Sitzungen aufgetreten.,39.93026323799032
394,"Gestern hat Kommissar Rehn dem Parlament erläutert, wie die Verhandlungen mit der Türkei ausgestaltet werden.","Yesterday, Commissioner Rehn explained to this House the shape that negotiations with Turkey will take.",Gestern hat Kommissar Rehn diesem Haus die Form der Verhandlungen mit der Türkei erklärt.,57.32061051390696
395,4 und Nr.,'4.,'4.,9.615384615384615
396,Schlug ihr den Schädel mit dem Boden eines Waring-Mixer ein.,Caved her head in with the base of a Waring blender.,Sie hat ihren Kopf mit der Basis eines Waring-Blenders eingeschnitten.,35.33942495415618
397,Das ist verrückt.,This is crazy.,Das ist verrückt.,100.0
398,"Ich weiß, welche Frau!",- I know who this other woman is.,"- Ich weiß, wer diese andere Frau ist.",51.756724344402784
399,Pfirsiche (Nektarinen und ähnliche Hybriden),Peaches (Nectarines and similar hybrids),Pfirsich (Nektarinen und ähnliche Hybride),86.43241139145817
400,Möchten Sie denn was von mir?,Would you like something from me?,Möchten Sie etwas von mir?,70.9427378532752
401,"Ich denke langsam, dass er immer gehen konnte.",I'm beginning to think that he could walk.,"Ich fange an zu denken, dass er laufen könnte.",32.29345897403263
402,-Geh bitte nach Hause.,It'll be better if you go.,"Es wäre besser, wenn du gehst.",10.672575599582897
403,"Die Nebenwirkungen, die in Verbindung mit Viagra beschrieben werden, sind zumeist leicht bis mäßig und von kurzer Dauer.",The side effects reported in association with the use of Viagra are usually mild to moderate and of a short duration.,Die bei der Anwendung von Viagra gemeldeten Nebenwirkungen sind in der Regel mild bis mäßig und von kurzer Dauer.,53.6904653141649
404,Unserer letzter Arzt zeigte mir eine Methode.,Ah! Our last medic showed me a technique that might help.,"Unsere letzte Ärztin zeigte mir eine Technik, die helfen könnte.",49.466475548030544
405,- Die Waffe.,The gun.,Die Waffe.,86.26917130700087
406,Gib mir ein Bier.,Get me a beer.,Bringen Sie mir ein Bier.,63.45127431080878
407,Dein Nachbar.,I'm your neighbor.,Ich bin dein Nachbar.,76.69805466615338
408,- Das tun die auch nicht.,They don't.,Das tun sie nicht.,39.548351145692315
409,Ich bin nicht wie dein Vater.,I'm not your dad.,Ich bin nicht dein Vater.,74.44930607922377
410,Marktanteil,Market share,Marktanteil,100.0
411,Eine Sukhoi?,A Sukhoi?,Ein Sukhoi?,62.05487293841695
412,Versprochen.,I promise.,Das verspreche ich.,32.67036595522185
413,- Ist Daniel da?,Is Daniel home?,Ist Daniel zu Hause?,58.950854612421175
414,"Ich habe eigentlich die Mandoline spielen gelernt, als ich in Rom war.",I actually learned how to play the mandolin when I was in Rome.,"Ich habe tatsächlich gelernt, Mandolin zu spielen, als ich in Rom war.",59.30957945207107
415,"auf Vorschlag der Europäischen Kommission,","Having regard to the proposal from the European Commission,",unter Hinweis auf den Vorschlag der Europäischen Kommission,86.51382451650643
416,- Komm schon!,-Come on.,- Komm schon.,100.0
417,Guten Morgen.,Good morning.,Guten Morgen. - Was ist los?,79.14608835269932
418,"Ich wünschte Ich wünschte, er würde weggehen",I wish I wish he'd go away,"Ich wünschte, er wäre weg.",42.40952117580786
419,Entschuldigung!,Excuse me.,Entschuldigen Sie mich.,67.44489287802777
420,- Fertig?,-Ready?,- Bereit?,14.880952380952381
421,Bewegung.,Move.,Bewegen Sie sich.,34.61995348640695
422,Sie würden kein Baby stehlen.,You wouldn't steal a baby.,Du würdest kein Baby stehlen.,68.93662020664308
423,Wo seid ihr?,Wo seid ihr?,Wo seid ihr?,100.0
424,Weil ich dich Liebe.,Because I love you.,Weil ich dich liebe.,73.51627539127539
425,- Meine Kleine.,- My baby.,- Mein Baby.,25.2699484497431
426,Gute Frage.,Good question.,- Eine gute Frage.,72.04217356103717
427,"Tja, das wäre es dann wohl.","That's it, then.","Das ist es, dann.",23.877083366534976
428,Er ist verrückt.,He's crazy!,Er ist verrückt!,100.0
429,Oh mein Gott!,"Oh, my God! Oh, my God!","Oh, mein Gott! Oh, mein Gott!",78.56872850404096
430,Die können dich umbringen!,They can kill you.,Sie können dich töten.,52.787001398230394
431,Nichts.,Nothing!,Nichts!,100.0
432,"Europa, das den Wohlfahrtsstaat erfunden hat, braucht schließlich sozialen Zusammenhalt.","The fundamental principle of subsidiarity has to be interpreted as a principle of political cohesion, allowing bottom-up participation in Community decision-making, starting from the thousands and thousands of town councils in our Union.","Das grundlegende Subsidiaritätsprinzip muss als Prinzip des politischen Zusammenhaltes interpretiert werden, das die Beteiligung von unten nach oben an der Entscheidungsfindung der Gemeinschaft ermöglicht, angefangen von den Tausenden und Tausenden von Stadtratern in unserer Union.",27.80365945933899
433,Ich hab mit ihm geschlafen.,I slept with him.,Ich habe mit ihm geschlafen.,85.42883627590109
434,Sie und Ihren Bruder.,You and your brother.,Du und dein Bruder.,39.19004045613369
435,Führen Sie eine Untersuchung durch.,Conduct a real investigation.,Machen Sie eine echte Untersuchung.,62.96748674909595
436,Erstattungsbetrag,Amount of refunds,Betrag der Rückerstattungen,54.263839037929706
437,- Und was erwartest du von mir?,- What do you expect me to do about it?,- Was soll ich denn tun?,9.834651525679604
438,Ich weiß...,I know...,Ich weiß...,100.0
439,"- Das kann ich bestätigen, Sir.","- Confirmed, sir.","- Bestätigt, Sir.",28.225934139904695
440,Ja. Mir geht's gut.,"yeah, I'm fine.","Ja, es geht mir gut.",32.89488289488289
441,- Das ist meins.,- It's mine.,- Es ist mein.,60.41285052044108
442,Nach unten.,Downstairs.,Im Untergeschoss.,15.641798647866768
443,- Warum nicht?,Why not?,- Warum nicht?,100.0
444,"Ich kam her, um Euch zu danken.",I came to thank you.,"Ich bin gekommen, um dir zu danken.",34.60037134281105
445,"Ich denke, du hast Angst.",I think you're afraid.,"Ich glaube, du hast Angst.",61.83202511840995
446,Ich reagiere nicht gut auf Drohungen und Cyrus Rose auch nicht.,"I do not respond well to threats, and neither does Cyrus Rose.","Ich reagiere nicht gut auf Bedrohungen, und Cyrus Rose auch nicht.",92.05784953302427
447,Er ist kein Mörder.,He's not a murderer.,Er ist kein Mörder.,100.0
448,Ich sagte nichts.,I held my tongue.,Ich hielt meine Zunge fest.,15.261704705598595
449,"Was tun Sie, David?","What are you doing, David?","Was machst du da, David?",34.930267260172556
450,"Nein, tun Sie das nicht, Sir!","No, no, no, don't do it, sir!","Nein, nein, nein, tun Sie es nicht, Sir!",67.5286141700384
451,"Auf der Naomi-Angst-Skala von eins bis zehn, wo eins für Schlaflosigkeit und zehn für Panikattacken steht, etwa fünf.",On the Naomi anxiety scale of one to ten-- where one is a touch of insomnia and ten is a panic attack-- about five.,Auf der Naomi-Angst-Skala von 1 bis 10 - wo 1 eine Schlaflosigkeit ist und 10 einen Panikattack - etwa 5.,56.755463431249595
452,- Der ist gut.,That's pretty good.,Das ist ziemlich gut.,21.65825476058421
453,"O ihr, die ihr glaubt!",Believers!,Gläubige!,8.188717492336597
454,Ich habe keine Angst.,I'm not scared of you.,Ich habe keine Angst vor dir.,92.28642787465408
455,"Ich frage mich, wie vielen Frauen Sie schon geschmeichelt haben, mit Papier und Gemälden?","I wonder, how many women have you flattered with paper and canvas?","Ich frage mich, wie viele Frauen haben Sie mit Papier und Leinwand geschmeichelt?",65.80490690850912
456,Generaldirektor für Landwirtschaft und Entwicklung des ländlichen Raumes,Director-General for Agriculture and Rural Development,Generaldirektor für Landwirtschaft und ländliche Entwicklung,78.33596267615611
457,"In Ordnung, bleibt wachsam.","All right, stay alert.","In Ordnung, bleiben Sie aufmerksam.",59.842159479575244
458,Umsetzungsfrist,Time limit for transposition,Zeitbegrenzung für die Übersetzung,31.50227551644122
459,Arzneimittel für Kinder unzugänglich aufbewahren,Keep out of the reach and sight of children,Nicht in der Nähe und in der Nähe von Kindern,17.69322590729199
460,- Da drüben.,-Over there.,- Da drüben.,100.0
461,"Ach, seit wann?",Since when?,Seit wann?,60.35337389583694
462,"Ich werde dir Bescheid geben, ob und wann wir neue Waffen brauchen.",I will let you know if and when we need more guns.,"Ich werde Ihnen sagen, wenn und wann wir mehr Waffen brauchen.",52.12808562675936
463,Willst du mich einfach hier sitzen lassen und abhauen?,How can you just leave me like this and go?,Wie kannst du mich so verlassen und gehen?,36.82571083573059
