Unnamed: 0,DE,EN,TRANSLATION,bertscore
233,So was kann man schlecht einplanen.,It's not exactly something you can plan.,"Es ist nicht genau etwas, das man planen kann.",0.8637593388557434
234,"So jemandem mache ich klar, daß ich für ihn zu schade bin.","Anybody who thinks that, I'll knock over sometime.","Wer das denkt, ich werde irgendwann überfallen.",0.8390744924545288
235,"Ja, das tue ich und Mama auch.","Yes, I am, and Mother is too.","Ja, das bin ich, und auch Mutter.",0.9305492043495178
236,"Und deine Geister, Rossella?","And your spirits, Rossella?","Und deine Geister, Rossella?",1.0
237,- Passt auf!,- Look out!,- Passen Sie auf!,0.908251166343689
238,Ich bin ja nicht weit weg.,I'm just down the beach.,Ich bin gerade am Strand.,0.8491913080215454
239,Tschüs.,Bye.,- Wiedersehen.,0.5915384888648987
240,"auf Vorschlag der Kommission (1),","Having regard to the proposal from the Commission (1),",Angesichts des Vorschlags der Kommission (1),0.9369710087776184
241,SubCentral.de und TV4User.de präsentieren:,"♪ Our whole universe was in a hot, dense state ♪ ♪ Then nearly 14 billion years ago expansion started... Wait!","Das ganze Universum war in einem heißen, dichten Zustand, dann begann vor fast 14 Milliarden Jahren die Expansion...",0.798609733581543
242,Worte fallen aus Eurem Mund wie Scheiße aus dem Arsch.,"Words fall from your mouth, as shit from ass.","Worte fallen aus deinem Mund, wie Scheiße aus dem Arsch.",0.979939877986908
243,Und weißt du wie?,And do you know why?,Und weißt du warum?,0.9553273916244507
244,Halt deine verdammte Klappe!,Shut the fuck up!,Schweig dich!,0.7588925957679749
245,"Ich seh' nur noch Blonde, Brünette, Rothaarige--","All I see is blonde, brunette, redhead.","Ich sehe nur Blonde, Brunette und Rothaarige.",0.9174317717552185
246,Bestimmung,Destination,Bestimmungsort,0.9262500405311584
247,Ah. Meinst du?,He's very funny.,Er ist sehr lustig.,0.8050108551979065
248,Lieben Sie mich noch?,Do you love me?,- Liebst du mich?,0.8967764377593994
249,"Ich und Kuby haben für den Typen einen Van gemietet, haben das Geld bei einem Lagerplatz aufgeladen, haben ihm die Schlüssel bei Goodman gegeben.","Me and Kuby rented a van for the dude, loaded his cash up in a self-storage unit, handed over the keys to him at Goodman's.","Kuby und ich mieten einen Van für den Kerl, laden sein Geld in eine Selbstlagerung und gaben ihm die Schlüssel bei Goodman über.",0.8947609066963196
250,Hier...,Here.,Hier ist es.,0.8176426291465759
251,Whistler?,Whistler?,Whistler?,1.0
252,Das ist jetzt auch mein Haus.,"This is now my house, too.",Das ist jetzt auch mein Haus.,1.0000001192092896
253,"Was zum Teufel, man?","What the hell, man?","Was zum Teufel, Mann?",0.9675307273864746
254,Vertraue niemandem.,Don't trust anyone.,Vertrauen Sie niemandem.,0.9274569153785706
255,"Okay, Kreis, Kreis, Pünktchen, Pünktchen, jetzt bekommst du ein kleines Spritzchen!","Okay,circle, circle,dot,dot, now you have a cootie shot!","Okay, Kreis, Kreis, Punkt, Punkt, jetzt haben Sie einen Cotie-Schuss!",0.9004507660865784
256,"Ich habe nicht gedacht, dass ich das tun müsste. Das hat dich sonst auch nicht davon abgehalten, es zu sagen.",I didn't think I had to.,"Ich dachte nicht, dass ich es tun müsste.",0.9266641736030579
257,Die Welt ist schön.,I like to walk.,Ich gehe gerne spazieren.,0.798768162727356
258,Es ist ein Wunder.,_,- Nein.,0.6636855602264404
259,"- Bitte, hör mir zu.","Please, listen.",Bitte hören Sie zu.,0.9131563901901245
260,- Sie haben schon alle aufgebraucht.,- Your favours are all used up.,- Ihre Gunsten sind alle ausgenutzt.,0.892082154750824
261,Du bist verhaftet.,You're under arrest.,Du bist verhaftet.,0.9999999403953552
262,Die in dieser Entscheidung vorgesehenen Maßnahmen entsprechen der Stellungnahme des Ständigen Veterinärausschusses -,"Whereas the measures provided for in this Decision are in accordance with the opinion of the Standing Veterinary Committee,","Die in diesem Beschluss vorgesehenen Maßnahmen entsprechen der Stellungnahme des Ständigen Veterinärkomitees,",0.9450339078903198
263,Guten Morgen.,"Good morning, Cecilie.","Guten Morgen, Cecilie.",0.9198859930038452
264,"I.G. Farben produzierte 84% von Deutschlands Sprengstoffen und sogar das Zyklon B, das in den Konzentrationslagern zur Tötung von Millionen von Menschen verwendet wurde.",I.G. Farben produced 84% of Germany's explosives and even the Zyklon B used in the concentration camps to kill millions.,"I.G. Farben produzierte 84% der deutschen Sprengstoffe und sogar den Zyklon B, der in den Konzentrationslagern verwendet wurde, um Millionen zu töten.",0.9596872329711914
265,Es war ein langer Tag.,It's been a long day.,Es war ein langer Tag.,1.0000001192092896
266,"Aber Sie kamen nach L.A., um ein Schauspieler zu sein.",But you came to L.A. to be an actor.,"Aber du bist nach L.A. gekommen, um Schauspieler zu sein.",0.9420576095581055
267,Neun.,Nine.,Neun. Das ist alles.,0.7698729634284973
268,- Ihr Zimmer ist schon bereit.,Everything's in order with the apartment.,Alles ist in Ordnung mit der Wohnung.,0.8203301429748535
269,Ich nicht.,- Yeah. - Legally.,- Legell.,0.5628833174705505
270,Keine Sorge.,Nothing will happen.,Es wird nichts passieren.,0.7819241881370544
271,Es ist genug!,It's enough!,Das reicht!,0.7990812063217163
272,"Ja, die Hindus waren da was auf der Spur, Billy.","Yeah, the Hindus were onto something, Billy.","Ja, die Hindus waren auf etwas, Billy.",0.9255973696708679
273,- Was Neues von Tara?,Aw.,Das ist so.,0.7267696857452393
274,"Ich weiß nicht, was ich tun soll.",I don't know what I'm supposed to do.,"Ich weiß nicht, was ich tun soll.",0.9999999403953552
275,"Oh, Scheiße, Mann!","- Oh, shit, man!","- Oh, Scheiße, Mann!",0.967644214630127
276,"Lethargie, Koma, Atemdepression mit Cheyne-Stokes-Atmung und/oder Cyanose.","Symptoms The symptoms of fentanyl overdose are an extension of its pharmacological actions, e. g. lethargy, coma, respiratory depression with Cheyne-Stokes respiration and/ or cyanosis.","Symptome Die Symptome einer Fentanylüberdosis sind eine Verlängerung seiner pharmazologischen Wirkungen, z. B. Lethargie, Koma, Atemdepression mit Cheyne-Stokes- Atem und/ oder Cyanose.",0.8904792070388794
277,Ich hab es vor nicht mal sieben Jahren mit meinen eigenen Augen gesehen.,I saw it with my own eyes not seven years ago.,Ich habe es vor nicht sieben Jahren mit eigenen Augen gesehen.,0.9878732562065125
278,Wo liegt der Unterschied?,"She didn't do it with rope, so what difference does it make?","Sie hat es nicht mit Seil getan, also was macht es denn denn?",0.8436079025268555
279,Aber was ist es?,But what is it?,Aber was ist es?,1.0
280,Gib mir 'nen Status.,Give me a status.,Gib mir einen Status.,0.87115079164505
281,"- Nein, ich hab's abgestellt.","No, I turned it off.","Nein, ich habe es ausgeschaltet.",0.8976491689682007
282,"Nein, nein, bitte.","No, no, please.","Nein, bitte.",0.9820477962493896
283,Was meinen Sie?,Meaning what?,Was soll das bedeuten?,0.8718962669372559
284,Auf jeden Fall.,-Slim.,- Schlank.,0.734041690826416
285,Die Aussprache ist geschlossen.,The debate is closed.,Die Debatte ist abgeschlossen.,0.8897952437400818
286,Du kannst das schaffen.,You can make it.,Du kannst es schaffen.,0.97636878490448
287,Das sind fünf Dinge.,That's five things.,Das sind fünf Dinge.,0.9999998807907104
288,Ich muss sie sehen.,I need to see it.,Ich muss es sehen.,0.9633347988128662
289,"Stimmt was nicht, Fairchild?","Anything wrong, Fairchild?","Ist etwas nicht in Ordnung, Fairchild?",0.872262716293335
290,"Oh, sieht so aus, als hätte sich sein Gesicht seit dem Bild auf dem Führerschein leicht verändert.","Oh, looks like his face has changed a little since his driver's license picture was taken.","Oh, es sieht so aus, als hätte sich sein Gesicht etwas verändert, seit sein Führerschein aufgenommen wurde.",0.9579067230224609
291,Ich bin Italiener.,I'm Italian.,Ich bin Italiener.,1.0
292,"Genau das wäre ich auch, wenn ich gerade mein Baby verloren hätte.",Which is exactly what I'd be if I just lost my baby.,"Das wäre ich genau, wenn ich mein Baby verliere.",0.939369261264801
293,"Wenn ihr (Kafir) um den Sieg (als Zeichen der Rechtschaffenheit) bittet, so traf der Sieg euch bereits. Wenn ihr aber (vom Kufr) ablasst, so ist dies besser für euch. Wenn ihr jedoch wiederholtermaßen (zum Krieg) zurückkehrt, kehren WIR zurück, und dann wird eure Gruppe von euch nichts abwenden, selbst dann sollte sie noch so groß sein. Und ALLAH ist gewiß mit den Mumin.","If you sought a verdict, the verdict has certainly come to you; and if you cease [your belligerence against the Prophet and his followers], it is better for you, but if you resume, We [too] shall return and your troops will never avail you though they should be ever so many, and [know] that Allah is with the faithful.","Wenn ihr ein Urteil verlangt habt, dann ist der Urteil zu euch gekommen. Wenn ihr aufhört, ist es für euch besser. Wenn ihr aber wiederkehrt, werden Wir wiederkehren, und eure Truppen können euch nie nützen, wenn auch sie so viele wären. Und [Siehe], Allah ist mit den Gläubigen.",0.8570700287818909
294,"Nein, habe ich nicht.","No. I don't have that, either.","Nein, das habe ich auch nicht.",0.9743844866752625
295,Aber klar kann ich das.,"Sure, you can.",Natürlich kannst du das.,0.8191137909889221
296,Ich habe keine Feuerzeuge gefunden.,I didn't find any matches.,Ich habe keine Übereinstimmungen gefunden.,0.9251369833946228
297,Haben Sie einen Moment?,Can you spare a moment?,Kannst du einen Moment aufpassen?,0.9024336338043213
298,"Es gibt viele Dinge, die uns noch Sorgen bereiten.",There are many things which still trouble us.,"Es gibt viele Dinge, die uns immer noch belangen.",0.9483478665351868
299,Ich habe eine Frage.,Let me ask you something.,Lassen Sie mich Sie etwas fragen.,0.8524029850959778
300,Ihn umbringen.,Kill him,Töt ihn.,0.7912335395812988
301,Ich meine nicht mich damit.,My lips are sealed.,Meine Lippen sind versiegelt.,0.8247528076171875
302,Er erhängte sich.,He hung himself.,Er hat sich gehängt.,0.9287014603614807
303,"Okay, jetzt weißt du es ja.","Okay, now you know.","Okay, jetzt weißt du es.",0.9851565361022949
304,Was soll denn der Thomas da?,Thomas!,Thomas! Das ist Thomas!,0.804929256439209
305,Lass uns gehen.,Let's go,Lasst uns gehen.,0.9723096489906311
306,"Oh, danken Sie nicht mir.",Don't thank me.,Danke mir nicht.,0.8971580862998962
307,Ich kann sie vor dem Ende beschützen.,I can protect her from the end.,Ich kann sie vor dem Ende schützen.,0.9511837959289551
308,Wer war das?,Who took them?,Wer hat sie gefangen genommen?,0.8696393966674805
309,Kann ich helfen?,Hello.,"Hallo, das ist alles.",0.7962068915367126
310,"Egal, was ich dafür tun muss.",You're not gonna argue with me?,Du wirst nicht mit mir streiten?,0.7163118720054626
311,Lange Geschichte.,long story.,Eine lange Geschichte.,0.9181120991706848
312,Disketten- und & CD-ROM;-Laufwerke,Floppy and & CD-ROM; Drives,Floppy und CD-ROM; Treiber,0.8590414524078369
313,"Du siehst aus, als ob du einen Geist gesehen hast.",You look like you saw a ghost.,"Du siehst aus, als hättest du einen Geist gesehen.",0.9662526249885559
314,Unionsverbrauch,Union Consumption,Verbrauch in der Union,0.7775084972381592
315,Ich warte.,I'm waiting.,Ich warte.,1.0000001192092896
316,Dritter Grad.,Level three.,Level drei.,0.7913326025009155
317,Ich bin rumgelaufen.,I walked.,Ich ging spazieren.,0.8540322184562683
318,Brigitte übernimmt deine Rolle.,You're out.,Du bist raus.,0.7975290417671204
319,- Sicher.,- Sure.,- Natürlich.,0.7997514605522156
320,"Stimmt das, was du gesagt hast?",Is it true that Reidun ...,"Ist es wahr, dass Reidun...",0.8317368626594543
321,"Du weißt schon, weil Melodie Musik ist und du...","You know, because Melody is music and you're...","Weißt du, weil Melody Musik ist und du...",0.9380581378936768
322,Zwei.,Two.,Zwei.,1.0
323,"Ich hoffe, du verstehsl es.",I know you'll understand.,"Ich weiß, du wirst es verstehen.",0.9108595848083496
324,Etwa zehn Stunden.,About 10 hours.,Etwa 10 Stunden.,0.8467745184898376
325,"Ja, das muss es sein.","Yes, this is it!","Ja, das ist es!",0.8961251378059387
326,-Schon gut.,- All right.,- In Ordnung.,0.766856849193573
327,Diese Verordnung ist in allen ihren Teilen verbindlich und gilt unmittelbar in jedem Mitgliedstaat.,This Regulation shall be binding in its entirety and directly applicable in all Member States.,Diese Verordnung ist in ihrer Gesamtheit verbindlich und in allen Mitgliedstaaten unmittelbar anwendbar.,0.9445081949234009
328,"Können Sie mir sagen, wo ich ihn finden kann?",Can you tell me where I can find him?,"Kannst du mir sagen, wo ich ihn finden kann?",0.9721359014511108
329,"Ja, schnell, hol den Arzt!",Hurry up!,Beeilen Sie sich!,0.7923191785812378
330,Lassen Sie uns durch.,Let us through.,Lassen Sie uns durch.,1.0
331,Ich bin kein Fan von dir.,George.,Das ist George.,0.7854683995246887
332,zur Festlegung pauschaler Einfuhrwerte für die Bestimmung der im Sektor Obst und Gemüse geltenden Einfuhrpreise,establishing the standard import values for determining the entry price of certain fruit and vegetables,zur Festlegung der Standard-Importwerte zur Bestimmung des Eintrittspreises bestimmter Obst und Gemüse,0.8889915943145752
333,Worum ging es da eben?,What was that about back there?,Was war das da hinten?,0.8198469877243042
334,- Sehr gern.,- Right sir.,"- Genau, Sir.",0.7149034738540649
335,- Ich möchte nicht gehen.,- I do not wish to go.,- Ich will nicht gehen.,0.9638923406600952
336,Ich habe gebadet.,- I was taking a bath.,- Ich habe mich gebadet.,0.9558266997337341
337,Das finde ich gut.,I like that.,Das gefällt mir.,0.86076420545578
338,"Ja, vielleicht.","Yeah, maybe.","Ja, vielleicht.",0.9999998807907104
339,Führen Sie vor jeder Injektion einen Sicherheitstest durch.,A safety test must be performed before each injection.,Vor jeder Injektion muss ein Sicherheitstest durchgeführt werden.,0.931125283241272
340,Ich habe diesen Witz geschrieben.,I wrote that joke.,Ich habe diesen Witz geschrieben.,1.0
341,Zurück,Prev,Vorbereitet,0.7732780575752258
342,Diese Verordnung ist in allen ihren Teilen verbindlich und gilt unmittelbar in jedem Mitgliedstaat.,This Regulation shall be binding in its entirety and directly applicable in all Member States.,Diese Verordnung ist in ihrer Gesamtheit verbindlich und in allen Mitgliedstaaten unmittelbar anwendbar.,0.9445081949234009
343,Was machen Sie hier drin?,What're you doing in here?,- Was machst du denn hier?,0.9077028632164001
344,"Ja, ich glaube...","Actually, yes.","Eigentlich, ja.",0.7325530052185059
345,4.9 Überdosierung,4.9 Overdose,4.9 Überdosis,0.8711085915565491
346,Macht Laune!,Love it!,Ich liebe es!,0.7413123250007629
347,- Jetzt soll ich mich also besser fühlen?,That's supposed to make me feel better?,Sollte das mich besser fühlen?,0.9473912715911865
348,Guten Morgen liebe Pan-Gemeinde!,"Good morning, bread lovers!","Guten Morgen, Brotliebhaber!",0.8727694153785706
349,"Sind Sie nicht hier, um zu kellnern?",Aren't you here to waitress?,Sind Sie nicht hier als Kellnerin?,0.9809290170669556
350,Was soll ich machen?,What can I do?,- Was kann ich tun?,0.843220055103302
351,Ich liebe Hunde.,I love dogs.,Ich liebe Hunde.,0.9999999403953552
352,Ich kann nicht!,I can't do it.,Ich kann es nicht.,0.983762264251709
353,Es ist nicht von dir.,It's not yours.,Es ist nicht deines.,0.9302753210067749
354,Mein Leben?,You want my life?,Du willst mein Leben?,0.9408959746360779
355,Die Aussprache ist geschlossen.,The debate is closed.,Die Debatte ist abgeschlossen.,0.8897952437400818
356,"Nomenklatur der Länder gemäß der Verordnung (EG) Nr. 1833/2006 der Kommission (ABl. L 354 vom 14.12.2006, S. 19).","Country nomenclature as fixed by Commission Regulation (EC) No 1833/2006 (OJ L 354, 14.12.2006, p. 19).","Nomenklatur des Landes, wie sie in der Verordnung (EG) Nr. 1833/2006 der Kommission festgelegt wurde (ABL 354, 14.12.2006, S. 19).",0.9434208869934082
357,BEZEICHNUNG DES ARZNEIMITTELS UND ART(EN) DER ANWENDUNG,NAME OF THE MEDICINAL PRODUCT AND ROUTE(S) OF ADMINISTRATION,NAME OF THE MEDICINAL PRODUCT AND ROUTE(S) OF ADMINISTRATION (NAME OF THE MEDICINAL PRODUCT AND ROUTE(S) der Verwaltung),0.7217894196510315
358,"Ja, genau. - Das sollten wir feiern und ""Freundinnen"" gucken.",We should celebrate by watching Beaches.,Wir sollten Beaches beobachten und feiern.,0.8704168200492859
359,Mochtest du etwas?,Would you like anything?,Möchten Sie etwas?,0.9240155816078186
360,Sehr viel sogar.,A lot of art.,Viel Kunst.,0.8403935432434082
361,Ich war an einem Samstagabend mal so deprimiert...,I was really depressed one Saturday night about 9:00--,Ich war an einem Samstag abends um neun Uhr sehr deprimiert.,0.9321207404136658
362,Wie geht es Ihnen?,How you doing?,- Wie geht's dir?,0.896700382232666
363,- Selbstverständlich.,- Certainly.,- Natürlich.,0.8047064542770386
364,Ich hab was Neues entdeckt.,I found something new.,Ich habe etwas Neues gefunden.,0.903376579284668
365,"Ja, natürlich.","Yeah, I do.","- Ja, das tue ich.",0.7753165364265442
366,"Zuletzt geändert durch die Verordnung (EG) Nr. 806/2003 (ABl. L 122 vom 16.5.2003, S. 1).","Directive as last amended by Regulation (EC) No 806/2003 (OJ L 122, 16.5.2003, p. 1).","Richtlinie, die zuletzt durch die Verordnung (EG) Nr. 806/2013 geändert wurde (ABl. L 122, 16.5.2003, S. 1).",0.9594957232475281
367,"- Tut mir leid, das hätte ich nicht sagen sollen.",I'm sorry I shouldn't have said that.,"Es tut mir leid, dass ich das nicht sagen sollte.",0.9559586048126221
368,- Michelle.,"It's all right, baby.","Es ist in Ordnung, Baby.",0.6308600306510925
369,Was genau?,Which part?,Welchen Teil?,0.697257936000824
370,Mittel 2005 _BAR_ Mittel 2004 _BAR_ Ausgaben 2003 _BAR_,Appropriations 2005 _BAR_ Appropriations 2004 _BAR_ Outturn 2003 _BAR_,Mittel 2005 _BAR_ Mittel 2004 _BAR_ Auslauf 2003 _BAR_,0.9833502173423767
371,"Bin oft hier gewesen, als wir Partner waren.","Came here often, when we were partners.","Als wir Partner waren, kam er oft her.",0.9187443256378174
372,Das ist abstoßend.,That's appalling.,Das ist schrecklich.,0.8616186380386353
373,"Seine engsten Vertrauten meinen, er hat den ersten Jedi-Tempel gesucht.",People that knew him best... think he went looking for the first Jedi temple.,"Die Leute, die ihn am besten kannten, denken, er habe nach dem ersten Jedi-Tempel gesucht.",0.912361204624176
374,Wir wollen nur mit dem Kerl reden.,All we wanna do is talk to the guy.,Wir wollen nur mit dem Typ reden.,0.9645962715148926
375,Warten Sie.,Wait.,Warte mal.,0.8385455012321472
376,"Ich habe doch gesagt, sie ist hübsch!",I told you she was pretty,"Ich sagte dir, sie war hübsch.",0.927604079246521
377,"Um euch zu sagen, dass der Schöpfer eine neue Prophezeiung über den Sucher gesandt hat.",To tell you that the Creator has sent a new Prophecy about the Seeker.,"Um Ihnen zu sagen, dass der Schöpfer eine neue Prophezeiung über den Sucher gesendet hat.",0.9755582809448242
378,Schafft ihn weg!,Get him out of here.,Bringen Sie ihn hier raus.,0.8661003112792969
379,"Ich bin geneigt zu glauben, dass er unschuldig ist.",I'm inclined to think he's innocent.,"Ich neige dazu, zu denken, dass er unschuldig ist.",0.9329724907875061
380,Und Sie.,And you.,Und du auch.,0.8724557757377625
381,Vergiss es!,Forget it.,Vergiss es.,1.0
382,- Du bist ein Genie.,- You're a genius.,- Du bist ein Genie.,0.9999999403953552
383,ERTEILUNG DER GENEHMIGUNG,APPROVAL GRANTED,Geständt,0.7687042355537415
384,Aber ich will nichts mehr mit dir zu tun haben.,But I don't want to know you either.,Aber ich will dich auch nicht kennenlernen.,0.9137566089630127
385,"Wir dachten, wir hätten ihn getötet.","I thought Ray and I killed him, but we didn't.","Ich dachte, Ray und ich hätten ihn getötet, aber das taten wir nicht.",0.9406272172927856
386,Wir können rein.,Good to go.,Gut zu gehen.,0.807522177696228
387,Du hast mir das Leben gerettet.,For saving my life.,Du hast mein Leben gerettet.,0.9763941764831543
388,"Gab mir gute Rückmeldungen, einige Funktionswünsche, Bereinigungen und Designverbesserungen und war jemand, mit dem ich mich über IRC unterhalten konnte:)","Gave me some good feedback on Kig, some feature requests, cleanups and style fixes, and someone to chat with on irc:)","Geben mir einige gute Feedback über Kig, einige Feature-Anfragen, Reinigungen und Stilfeuerungen, und jemanden, mit dem ich auf irc chatte:)",0.8886662721633911
389,Hast du das verstanden?,Do you understand?,Verstehen Sie das?,0.9001068472862244
390,- Bleib weg!,Stay away!,Bleiben Sie weg!,0.8880661129951477
391,Ich sage gar nichts.,I'm not saying anything.,Ich sage nichts.,0.9706421494483948
392,Ich weiß nicht so ganz.,I don't know that I can.,"Ich weiß nicht, ob ich das kann.",0.9295126795768738
393,Sie war auch in meinen Sitzungen ein Thema.,She has come up in a number of my sessions as well.,Sie ist auch bei einer Reihe meiner Sitzungen aufgetreten.,0.912470281124115
394,"Gestern hat Kommissar Rehn dem Parlament erläutert, wie die Verhandlungen mit der Türkei ausgestaltet werden.","Yesterday, Commissioner Rehn explained to this House the shape that negotiations with Turkey will take.",Gestern hat Kommissar Rehn diesem Haus die Form der Verhandlungen mit der Türkei erklärt.,0.9288849234580994
395,4 und Nr.,'4.,'4.,0.700762152671814
396,Schlug ihr den Schädel mit dem Boden eines Waring-Mixer ein.,Caved her head in with the base of a Waring blender.,Sie hat ihren Kopf mit der Basis eines Waring-Blenders eingeschnitten.,0.8780298829078674
397,Das ist verrückt.,This is crazy.,Das ist verrückt.,0.9999999403953552
398,"Ich weiß, welche Frau!",- I know who this other woman is.,"- Ich weiß, wer diese andere Frau ist.",0.923851728439331
399,Pfirsiche (Nektarinen und ähnliche Hybriden),Peaches (Nectarines and similar hybrids),Pfirsich (Nektarinen und ähnliche Hybride),0.977660059928894
400,Möchten Sie denn was von mir?,Would you like something from me?,Möchten Sie etwas von mir?,0.9587780833244324
401,"Ich denke langsam, dass er immer gehen konnte.",I'm beginning to think that he could walk.,"Ich fange an zu denken, dass er laufen könnte.",0.933414876461029
402,-Geh bitte nach Hause.,It'll be better if you go.,"Es wäre besser, wenn du gehst.",0.8463205099105835
403,"Die Nebenwirkungen, die in Verbindung mit Viagra beschrieben werden, sind zumeist leicht bis mäßig und von kurzer Dauer.",The side effects reported in association with the use of Viagra are usually mild to moderate and of a short duration.,Die bei der Anwendung von Viagra gemeldeten Nebenwirkungen sind in der Regel mild bis mäßig und von kurzer Dauer.,0.92001873254776
404,Unserer letzter Arzt zeigte mir eine Methode.,Ah! Our last medic showed me a technique that might help.,"Unsere letzte Ärztin zeigte mir eine Technik, die helfen könnte.",0.9343867301940918
405,- Die Waffe.,The gun.,Die Waffe.,0.9450722336769104
406,Gib mir ein Bier.,Get me a beer.,Bringen Sie mir ein Bier.,0.9102219939231873
407,Dein Nachbar.,I'm your neighbor.,Ich bin dein Nachbar.,0.899607241153717
408,- Das tun die auch nicht.,They don't.,Das tun sie nicht.,0.9161083698272705
409,Ich bin nicht wie dein Vater.,I'm not your dad.,Ich bin nicht dein Vater.,0.9864385724067688
410,Marktanteil,Market share,Marktanteil,1.0000001192092896
411,Eine Sukhoi?,A Sukhoi?,Ein Sukhoi?,0.9628596305847168
412,Versprochen.,I promise.,Das verspreche ich.,0.8413804769515991
413,- Ist Daniel da?,Is Daniel home?,Ist Daniel zu Hause?,0.8416301608085632
414,"Ich habe eigentlich die Mandoline spielen gelernt, als ich in Rom war.",I actually learned how to play the mandolin when I was in Rome.,"Ich habe tatsächlich gelernt, Mandolin zu spielen, als ich in Rom war.",0.9488198161125183
415,"auf Vorschlag der Europäischen Kommission,","Having regard to the proposal from the European Commission,",unter Hinweis auf den Vorschlag der Europäischen Kommission,0.9393272995948792
416,- Komm schon!,-Come on.,- Komm schon.,1.0
417,Guten Morgen.,Good morning.,Guten Morgen. - Was ist los?,0.8581737279891968
418,"Ich wünschte Ich wünschte, er würde weggehen",I wish I wish he'd go away,"Ich wünschte, er wäre weg.",0.9299986958503723
419,Entschuldigung!,Excuse me.,Entschuldigen Sie mich.,0.8759597539901733
420,- Fertig?,-Ready?,- Bereit?,0.8268786072731018
421,Bewegung.,Move.,Bewegen Sie sich.,0.8021264672279358
422,Sie würden kein Baby stehlen.,You wouldn't steal a baby.,Du würdest kein Baby stehlen.,0.9534870982170105
423,Wo seid ihr?,Wo seid ihr?,Wo seid ihr?,1.0
424,Weil ich dich Liebe.,Because I love you.,Weil ich dich liebe.,1.0
425,- Meine Kleine.,- My baby.,- Mein Baby.,0.7879403233528137
426,Gute Frage.,Good question.,- Eine gute Frage.,0.9129500389099121
427,"Tja, das wäre es dann wohl.","That's it, then.","Das ist es, dann.",0.8807839155197144
428,Er ist verrückt.,He's crazy!,Er ist verrückt!,1.0000001192092896
429,Oh mein Gott!,"Oh, my God! Oh, my God!","Oh, mein Gott! Oh, mein Gott!",0.9556092023849487
430,Die können dich umbringen!,They can kill you.,Sie können dich töten.,0.9086287021636963
431,Nichts.,Nothing!,Nichts!,1.0
432,"Europa, das den Wohlfahrtsstaat erfunden hat, braucht schließlich sozialen Zusammenhalt.","The fundamental principle of subsidiarity has to be interpreted as a principle of political cohesion, allowing bottom-up participation in Community decision-making, starting from the thousands and thousands of town councils in our Union.","Das grundlegende Subsidiaritätsprinzip muss als Prinzip des politischen Zusammenhaltes interpretiert werden, das die Beteiligung von unten nach oben an der Entscheidungsfindung der Gemeinschaft ermöglicht, angefangen von den Tausenden und Tausenden von Stadtratern in unserer Union.",0.8115798234939575
433,Ich hab mit ihm geschlafen.,I slept with him.,Ich habe mit ihm geschlafen.,0.9916021823883057
434,Sie und Ihren Bruder.,You and your brother.,Du und dein Bruder.,0.9235583543777466
435,Führen Sie eine Untersuchung durch.,Conduct a real investigation.,Machen Sie eine echte Untersuchung.,0.9323663711547852
436,Erstattungsbetrag,Amount of refunds,Betrag der Rückerstattungen,0.8348227143287659
437,- Und was erwartest du von mir?,- What do you expect me to do about it?,- Was soll ich denn tun?,0.8777251839637756
438,Ich weiß...,I know...,Ich weiß...,1.0
439,"- Das kann ich bestätigen, Sir.","- Confirmed, sir.","- Bestätigt, Sir.",0.8385769128799438
440,Ja. Mir geht's gut.,"yeah, I'm fine.","Ja, es geht mir gut.",0.9327117800712585
441,- Das ist meins.,- It's mine.,- Es ist mein.,0.9153955578804016
442,Nach unten.,Downstairs.,Im Untergeschoss.,0.8113383650779724
443,- Warum nicht?,Why not?,- Warum nicht?,0.9999999403953552
444,"Ich kam her, um Euch zu danken.",I came to thank you.,"Ich bin gekommen, um dir zu danken.",0.9101707339286804
445,"Ich denke, du hast Angst.",I think you're afraid.,"Ich glaube, du hast Angst.",0.9474456906318665
446,Ich reagiere nicht gut auf Drohungen und Cyrus Rose auch nicht.,"I do not respond well to threats, and neither does Cyrus Rose.","Ich reagiere nicht gut auf Bedrohungen, und Cyrus Rose auch nicht.",0.9641359448432922
447,Er ist kein Mörder.,He's not a murderer.,Er ist kein Mörder.,1.0000001192092896
448,Ich sagte nichts.,I held my tongue.,Ich hielt meine Zunge fest.,0.8769675493240356
449,"Was tun Sie, David?","What are you doing, David?","Was machst du da, David?",0.887296199798584
450,"Nein, tun Sie das nicht, Sir!","No, no, no, don't do it, sir!","Nein, nein, nein, tun Sie es nicht, Sir!",0.9606351256370544
451,"Auf der Naomi-Angst-Skala von eins bis zehn, wo eins für Schlaflosigkeit und zehn für Panikattacken steht, etwa fünf.",On the Naomi anxiety scale of one to ten-- where one is a touch of insomnia and ten is a panic attack-- about five.,Auf der Naomi-Angst-Skala von 1 bis 10 - wo 1 eine Schlaflosigkeit ist und 10 einen Panikattack - etwa 5.,0.9204545021057129
452,- Der ist gut.,That's pretty good.,Das ist ziemlich gut.,0.8444600105285645
453,"O ihr, die ihr glaubt!",Believers!,Gläubige!,0.7699639797210693
454,Ich habe keine Angst.,I'm not scared of you.,Ich habe keine Angst vor dir.,0.9641723036766052
