Unnamed: 0,DE,EN,TRANSLATION,bertscore
233,So was kann man schlecht einplanen.,It's not exactly something you can plan.,"Es ist nicht gerade etwas, das man planen kann.",0.863959014415741
234,"So jemandem mache ich klar, daß ich für ihn zu schade bin.","Anybody who thinks that, I'll knock over sometime.","Wer das denkt, den klopfe ich irgendwann mal an.",0.8567005395889282
235,"Ja, das tue ich und Mama auch.","Yes, I am, and Mother is too.","Ja, ich bin es, und Mutter ist es auch.",0.9160764217376709
236,"Und deine Geister, Rossella?","And your spirits, Rossella?","Und deine Geister, Rossella?",1.0
237,- Passt auf!,- Look out!,- Pass auf!,0.8853617906570435
238,Ich bin ja nicht weit weg.,I'm just down the beach.,Ich bin gerade am Strand.,0.8491913080215454
239,Tschüs.,Bye.,Auf Wiedersehen.,0.6035186648368835
240,"auf Vorschlag der Kommission (1),","Having regard to the proposal from the Commission (1),","gestützt auf den Vorschlag der Kommission (1),",0.9575396776199341
241,SubCentral.de und TV4User.de präsentieren:,"♪ Our whole universe was in a hot, dense state ♪ ♪ Then nearly 14 billion years ago expansion started... Wait!","Unser ganzes Universum befand sich in einem heißen, dichten Zustand Dann begann vor fast 14 Milliarden Jahren die Expansion... Warte!",0.7908213138580322
242,Worte fallen aus Eurem Mund wie Scheiße aus dem Arsch.,"Words fall from your mouth, as shit from ass.","Worte fallen aus deinem mund, wie scheiße aus dem arsch.",0.979939877986908
243,Und weißt du wie?,And do you know why?,Und wissen Sie warum?,0.9147140383720398
244,Halt deine verdammte Klappe!,Shut the fuck up!,"Halt die Klappe, fuck up!",0.8572447299957275
245,"Ich seh' nur noch Blonde, Brünette, Rothaarige--","All I see is blonde, brunette, redhead.","Alles, was ich sehe, ist blond, brünett, rothaarig.",0.8782476186752319
246,Bestimmung,Destination,Reiseziel,0.6986627578735352
247,Ah. Meinst du?,He's very funny.,Er ist lustig.,0.8047953844070435
248,Lieben Sie mich noch?,Do you love me?,Willst du mich lieben?,0.9323865175247192
249,"Ich und Kuby haben für den Typen einen Van gemietet, haben das Geld bei einem Lagerplatz aufgeladen, haben ihm die Schlüssel bei Goodman gegeben.","Me and Kuby rented a van for the dude, loaded his cash up in a self-storage unit, handed over the keys to him at Goodman's.","Ich und kuby mieteten einen van für den kerl, luden sein geld in eine self-storage-einheit und übergaben ihm die schlüssel bei goodman.",0.8976965546607971
250,Hier...,Here.,Hier geht 's weiter.,0.812868595123291
251,Whistler?,Whistler?,Oder Whistler?,0.9196738600730896
252,Das ist jetzt auch mein Haus.,"This is now my house, too.",Das ist jetzt auch mein Haus.,1.0000001192092896
253,"Was zum Teufel, man?","What the hell, man?","Was zum Teufel, Mann?",0.9675307273864746
254,Vertraue niemandem.,Don't trust anyone.,Vertraue niemandem.,1.0
255,"Okay, Kreis, Kreis, Pünktchen, Pünktchen, jetzt bekommst du ein kleines Spritzchen!","Okay,circle, circle,dot,dot, now you have a cootie shot!","Okay, Kreis, Kreis, Punkt, Punkt, jetzt hast du einen Cootie-Schuss!",0.9011662602424622
256,"Ich habe nicht gedacht, dass ich das tun müsste. Das hat dich sonst auch nicht davon abgehalten, es zu sagen.",I didn't think I had to.,"Ich dachte nicht, dass ich muss.",0.9075438976287842
257,Die Welt ist schön.,I like to walk.,Ich liebe es zu laufen.,0.8165472745895386
258,Es ist ein Wunder.,_,und,0.6747749447822571
259,"- Bitte, hör mir zu.","Please, listen.","Bitte, hört zu.",0.9188933372497559
260,- Sie haben schon alle aufgebraucht.,- Your favours are all used up.,- Ihre Gefälligkeiten sind alle aufgebraucht.,0.9231248497962952
261,Du bist verhaftet.,You're under arrest.,Du bist verhaftet.,0.9999999403953552
262,Die in dieser Entscheidung vorgesehenen Maßnahmen entsprechen der Stellungnahme des Ständigen Veterinärausschusses -,"Whereas the measures provided for in this Decision are in accordance with the opinion of the Standing Veterinary Committee,",Die in dieser Verordnung vorgesehenen Maßnahmen entsprechen der Stellungnahme des Ständigen Ausschusses für Lebensmittelsicherheit -,0.9379469156265259
263,Guten Morgen.,"Good morning, Cecilie.",Guten Morgen Cecilie.,0.9198859930038452
264,"I.G. Farben produzierte 84% von Deutschlands Sprengstoffen und sogar das Zyklon B, das in den Konzentrationslagern zur Tötung von Millionen von Menschen verwendet wurde.",I.G. Farben produced 84% of Germany's explosives and even the Zyklon B used in the concentration camps to kill millions.,"I.G. Farben produzierte 84% der deutschen Sprengstoffe und sogar das Zyklon B, das in den Konzentrationslagern verwendet wurde, um Millionen zu töten",0.9654972553253174
265,Es war ein langer Tag.,It's been a long day.,Es war ein langer Tag.,1.0000001192092896
266,"Aber Sie kamen nach L.A., um ein Schauspieler zu sein.",But you came to L.A. to be an actor.,"Du bist nach L.A. gekommen, um Schauspieler zu werden.",0.909365713596344
267,Neun.,Nine.,Neun davon.,0.8810634613037109
268,- Ihr Zimmer ist schon bereit.,Everything's in order with the apartment.,Alles ist in Ordnung mit der Wohnung.,0.8203301429748535
269,Ich nicht.,- Yeah. - Legally.,Rechtlich gesehen - ja.,0.791676938533783
270,Keine Sorge.,Nothing will happen.,Nichts wird passieren.,0.7829303741455078
271,Es ist genug!,It's enough!,Es reicht!,0.8401788473129272
272,"Ja, die Hindus waren da was auf der Spur, Billy.","Yeah, the Hindus were onto something, Billy.","Ja, die Hindus waren auf etwas, Billy.",0.9255973696708679
273,- Was Neues von Tara?,Aw.,Aw. Bearbeiten Quelltext bearbeiten,0.7300434708595276
274,"Ich weiß nicht, was ich tun soll.",I don't know what I'm supposed to do.,"Ich weiß nicht, was ich tun soll.",0.9999999403953552
275,"Oh, Scheiße, Mann!","- Oh, shit, man!","- Oh, Scheiße, Mann!",0.967644214630127
276,"Lethargie, Koma, Atemdepression mit Cheyne-Stokes-Atmung und/oder Cyanose.","Symptoms The symptoms of fentanyl overdose are an extension of its pharmacological actions, e. g. lethargy, coma, respiratory depression with Cheyne-Stokes respiration and/ or cyanosis.","Symptome Die Symptome einer Überdosierung von Fentanyl sind eine Erweiterung seiner pharmakologischen Wirkungen, z. B. Lethargie, Koma, Atemdepression mit Cheyne-Stokes-Atmung und / oder Zyanose.",0.8803187608718872
277,Ich hab es vor nicht mal sieben Jahren mit meinen eigenen Augen gesehen.,I saw it with my own eyes not seven years ago.,Ich habe es vor sieben Jahren mit eigenen Augen gesehen.,0.980195939540863
278,Wo liegt der Unterschied?,"She didn't do it with rope, so what difference does it make?","Sie hat es nicht mit Seil gemacht, also welchen Unterschied macht es?",0.8932593464851379
279,Aber was ist es?,But what is it?,Aber was ist das?,0.9743651151657104
280,Gib mir 'nen Status.,Give me a status.,Gib mir einen Status.,0.87115079164505
281,"- Nein, ich hab's abgestellt.","No, I turned it off.","Nein, ich habe es ausgeschaltet.",0.8976491689682007
282,"Nein, nein, bitte.","No, no, please.","Nein, nein, bitte.",1.0
283,Was meinen Sie?,Meaning what?,Bedeutung was?,0.7710191607475281
284,Auf jeden Fall.,-Slim.,-Slim ist.,0.6885529160499573
285,Die Aussprache ist geschlossen.,The debate is closed.,Die Aussprache ist geschlossen.,1.0000001192092896
286,Du kannst das schaffen.,You can make it.,Du kannst es schaffen.,0.97636878490448
287,Das sind fünf Dinge.,That's five things.,Das sind fünf Dinge.,0.9999998807907104
288,Ich muss sie sehen.,I need to see it.,Ich muss es sehen.,0.9633347988128662
289,"Stimmt was nicht, Fairchild?","Anything wrong, Fairchild?","Irgendwas falsch, Fairchild?",0.8601363301277161
290,"Oh, sieht so aus, als hätte sich sein Gesicht seit dem Bild auf dem Führerschein leicht verändert.","Oh, looks like his face has changed a little since his driver's license picture was taken.","Es sieht so aus, als hätte sich sein Gesicht ein wenig verändert, seit sein Führerscheinbild aufgenommen wurde.",0.9505202174186707
291,Ich bin Italiener.,I'm Italian.,Ich bin Italiener.,1.0
292,"Genau das wäre ich auch, wenn ich gerade mein Baby verloren hätte.",Which is exactly what I'd be if I just lost my baby.,"Genau das wäre ich auch, wenn ich mein Baby verloren hätte.",0.9882149696350098
293,"Wenn ihr (Kafir) um den Sieg (als Zeichen der Rechtschaffenheit) bittet, so traf der Sieg euch bereits. Wenn ihr aber (vom Kufr) ablasst, so ist dies besser für euch. Wenn ihr jedoch wiederholtermaßen (zum Krieg) zurückkehrt, kehren WIR zurück, und dann wird eure Gruppe von euch nichts abwenden, selbst dann sollte sie noch so groß sein. Und ALLAH ist gewiß mit den Mumin.","If you sought a verdict, the verdict has certainly come to you; and if you cease [your belligerence against the Prophet and his followers], it is better for you, but if you resume, We [too] shall return and your troops will never avail you though they should be ever so many, and [know] that Allah is with the faithful.","Wenn du ein Urteil begehrst, so ist das Urteil gewiß zu dir gekommen; und wenn du aufhörst, so ist es besser für dich; wenn du aber fortfährst, so werden Wir zurückkehren, und deine Scharen werden dir nichts nützen, auch wenn sie noch so zahlreich sind; und siehe, Allah ist mit den Gläubigen.",0.8338967561721802
294,"Nein, habe ich nicht.","No. I don't have that, either.",Nein. Das habe ich auch nicht.,0.9743844866752625
295,Aber klar kann ich das.,"Sure, you can.","Sicher, Sie können.",0.8499311804771423
296,Ich habe keine Feuerzeuge gefunden.,I didn't find any matches.,Ich habe keine Übereinstimmungen gefunden.,0.9251369833946228
297,Haben Sie einen Moment?,Can you spare a moment?,Können Sie einen Moment sparen?,0.9421710968017578
298,"Es gibt viele Dinge, die uns noch Sorgen bereiten.",There are many things which still trouble us.,"Es gibt viele Dinge, die uns immer noch beunruhigen.",0.949066698551178
299,Ich habe eine Frage.,Let me ask you something.,Lass mich dich etwas fragen.,0.867633581161499
300,Ihn umbringen.,Kill him,Töte ihn,0.8231865167617798
301,Ich meine nicht mich damit.,My lips are sealed.,Meine Lippen sind versiegelt.,0.8247528076171875
302,Er erhängte sich.,He hung himself.,Er erhängte sich.,1.0000001192092896
303,"Okay, jetzt weißt du es ja.","Okay, now you know.","Okay, jetzt weißt du es.",0.9851565361022949
304,Was soll denn der Thomas da?,Thomas!,Thomas! hnliche Beiträge,0.7104987502098083
305,Lass uns gehen.,Let's go,Auf geht 's,0.8323874473571777
306,"Oh, danken Sie nicht mir.",Don't thank me.,Danke mir nicht.,0.8971580862998962
307,Ich kann sie vor dem Ende beschützen.,I can protect her from the end.,Ich kann sie bis zum Ende beschützen.,0.9686578512191772
308,Wer war das?,Who took them?,Wer nahm sie?,0.8964879512786865
309,Kann ich helfen?,Hello.,"Hallo zusammen,",0.7350946068763733
310,"Egal, was ich dafür tun muss.",You're not gonna argue with me?,Willst du nicht mit mir streiten?,0.7182732820510864
311,Lange Geschichte.,long story.,Lange Geschichte.,1.0000003576278687
312,Disketten- und & CD-ROM;-Laufwerke,Floppy and & CD-ROM; Drives,Disketten- und & CD-ROM; Laufwerke,0.9906716346740723
313,"Du siehst aus, als ob du einen Geist gesehen hast.",You look like you saw a ghost.,"Du siehst aus, als hättest du ein Gespenst gesehen.",0.9298935532569885
314,Unionsverbrauch,Union Consumption,Union Verbrauch,0.8143932819366455
315,Ich warte.,I'm waiting.,Ich warte.,1.0000001192092896
316,Dritter Grad.,Level three.,Ebene drei.,0.8067815899848938
317,Ich bin rumgelaufen.,I walked.,Ich ging spazieren.,0.8540322184562683
318,Brigitte übernimmt deine Rolle.,You're out.,Du bist raus.,0.7975290417671204
319,- Sicher.,- Sure.,- Sicher.,1.000000238418579
320,"Stimmt das, was du gesagt hast?",Is it true that Reidun ...,"Ist es wahr, dass Reidun...",0.8317368626594543
321,"Du weißt schon, weil Melodie Musik ist und du...","You know, because Melody is music and you're...","Weißt du, weil Melodie Musik ist und du...",0.9749923944473267
322,Zwei.,Two.,Zwei.,1.0
323,"Ich hoffe, du verstehsl es.",I know you'll understand.,"Ich weiß, du wirst verstehen.",0.9148670434951782
324,Etwa zehn Stunden.,About 10 hours.,Etwa 10 Stunden.,0.8467745184898376
325,"Ja, das muss es sein.","Yes, this is it!","Ja, das ist es!",0.8961251378059387
326,-Schon gut.,- All right.,- In Ordnung.,0.766856849193573
327,Diese Verordnung ist in allen ihren Teilen verbindlich und gilt unmittelbar in jedem Mitgliedstaat.,This Regulation shall be binding in its entirety and directly applicable in all Member States.,Diese Verordnung ist in allen ihren Teilen verbindlich und gilt unmittelbar in allen Mitgliedstaaten.,0.9836515188217163
328,"Können Sie mir sagen, wo ich ihn finden kann?",Can you tell me where I can find him?,"Können Sie mir sagen, wo ich ihn finden kann?",0.9999999403953552
329,"Ja, schnell, hol den Arzt!",Hurry up!,Beeilen Sie sich!,0.7923191785812378
330,Lassen Sie uns durch.,Let us through.,Lasst uns durch.,0.9509140253067017
331,Ich bin kein Fan von dir.,George.,George.,0.5695058107376099
332,zur Festlegung pauschaler Einfuhrwerte für die Bestimmung der im Sektor Obst und Gemüse geltenden Einfuhrpreise,establishing the standard import values for determining the entry price of certain fruit and vegetables,zur Festlegung pauschaler Einfuhrwerte für die Bestimmung der im Sektor Obst und Gemüse geltenden Einfuhrpreise,1.0
333,Worum ging es da eben?,What was that about back there?,Was war das denn da hinten?,0.8298520445823669
334,- Sehr gern.,- Right sir.,"- Richtig, Sir.",0.7403895854949951
335,- Ich möchte nicht gehen.,- I do not wish to go.,- Ich will nicht gehen.,0.9638923406600952
336,Ich habe gebadet.,- I was taking a bath.,- Ich nahm ein Bad.,0.8358827233314514
337,Das finde ich gut.,I like that.,Das gefällt mir.,0.86076420545578
338,"Ja, vielleicht.","Yeah, maybe.","Ja, vielleicht.",0.9999998807907104
339,Führen Sie vor jeder Injektion einen Sicherheitstest durch.,A safety test must be performed before each injection.,Vor jeder Injektion muss ein Sicherheitstest durchgeführt werden.,0.931125283241272
340,Ich habe diesen Witz geschrieben.,I wrote that joke.,Ich habe diesen Witz geschrieben.,1.0
341,Zurück,Prev,Zurück Vorheriger Beitrag,0.8283424377441406
342,Diese Verordnung ist in allen ihren Teilen verbindlich und gilt unmittelbar in jedem Mitgliedstaat.,This Regulation shall be binding in its entirety and directly applicable in all Member States.,Diese Verordnung ist in allen ihren Teilen verbindlich und gilt unmittelbar in allen Mitgliedstaaten.,0.9836515188217163
343,Was machen Sie hier drin?,What're you doing in here?,Was machst du hier?,0.9056286811828613
344,"Ja, ich glaube...","Actually, yes.",Eigentlich ja.,0.7325530052185059
345,4.9 Überdosierung,4.9 Overdose,4.9 Überdosierung möglich,0.9434548020362854
346,Macht Laune!,Love it!,Ich liebe es!,0.7413123250007629
347,- Jetzt soll ich mich also besser fühlen?,That's supposed to make me feel better?,Das soll mich besser fühlen lassen?,0.9497031569480896
348,Guten Morgen liebe Pan-Gemeinde!,"Good morning, bread lovers!","Guten Morgen, liebe Brotliebhaber!",0.8979277610778809
349,"Sind Sie nicht hier, um zu kellnern?",Aren't you here to waitress?,"Bist du nicht hier, um zu warten?",0.9445945620536804
350,Was soll ich machen?,What can I do?,Was kann ich tun?,0.8703782558441162
351,Ich liebe Hunde.,I love dogs.,Ich liebe Hunde.,0.9999999403953552
352,Ich kann nicht!,I can't do it.,Ich kann es nicht.,0.983762264251709
353,Es ist nicht von dir.,It's not yours.,Es ist nicht deins.,0.9298209547996521
354,Mein Leben?,You want my life?,Willst du mein Leben?,0.9380536675453186
355,Die Aussprache ist geschlossen.,The debate is closed.,Die Aussprache ist geschlossen.,1.0000001192092896
356,"Nomenklatur der Länder gemäß der Verordnung (EG) Nr. 1833/2006 der Kommission (ABl. L 354 vom 14.12.2006, S. 19).","Country nomenclature as fixed by Commission Regulation (EC) No 1833/2006 (OJ L 354, 14.12.2006, p. 19).","Länder-Nomenklatur gemäß der Verordnung (EG) Nr. 1833 / 2006 der Kommission (ABl. L 354 vom 14.12.2006, S. 19).",0.9902541041374207
357,BEZEICHNUNG DES ARZNEIMITTELS UND ART(EN) DER ANWENDUNG,NAME OF THE MEDICINAL PRODUCT AND ROUTE(S) OF ADMINISTRATION,Bezeichnung des Arzneimittels und Weg (e) der Verabreichung,0.9396217465400696
358,"Ja, genau. - Das sollten wir feiern und ""Freundinnen"" gucken.",We should celebrate by watching Beaches.,"Wir sollten feiern, indem wir Strände beobachten.",0.8574270606040955
359,Mochtest du etwas?,Would you like anything?,Würden Sie gerne etwas?,0.8631983399391174
360,Sehr viel sogar.,A lot of art.,Eine Menge von Kunst.,0.7669524550437927
361,Ich war an einem Samstagabend mal so deprimiert...,I was really depressed one Saturday night about 9:00--,Ich war wirklich deprimiert an einem Samstagabend gegen 9: 00-,0.917560338973999
362,Wie geht es Ihnen?,How you doing?,Wie geht 's dir?,0.9245452284812927
363,- Selbstverständlich.,- Certainly.,- Sicherlich nicht.,0.8276468515396118
364,Ich hab was Neues entdeckt.,I found something new.,Ich habe etwas Neues gefunden.,0.903376579284668
365,"Ja, natürlich.","Yeah, I do.","Ja, ich weiß.",0.7784273028373718
366,"Zuletzt geändert durch die Verordnung (EG) Nr. 806/2003 (ABl. L 122 vom 16.5.2003, S. 1).","Directive as last amended by Regulation (EC) No 806/2003 (OJ L 122, 16.5.2003, p. 1).","Richtlinie zuletzt geändert durch die Verordnung (EG) Nr. 806 / 2003 (ABl. L 122 vom 16.5.2003, S. 1).",0.9838228821754456
367,"- Tut mir leid, das hätte ich nicht sagen sollen.",I'm sorry I shouldn't have said that.,"Tut mir leid, dass ich das nicht hätte sagen sollen.",0.9754767417907715
368,- Michelle.,"It's all right, baby.","Ist schon gut, Baby.",0.6083771586418152
369,Was genau?,Which part?,Welches Teil?,0.7266425490379333
370,Mittel 2005 _BAR_ Mittel 2004 _BAR_ Ausgaben 2003 _BAR_,Appropriations 2005 _BAR_ Appropriations 2004 _BAR_ Outturn 2003 _BAR_,Mittel 2005 BAR Mittel 2004 BAR Ergebnis 2003 BAR,0.8620506525039673
371,"Bin oft hier gewesen, als wir Partner waren.","Came here often, when we were partners.","Kamen oft hierher, als wir Partner waren.",0.9540302753448486
372,Das ist abstoßend.,That's appalling.,Das ist erschreckend.,0.8816993832588196
373,"Seine engsten Vertrauten meinen, er hat den ersten Jedi-Tempel gesucht.",People that knew him best... think he went looking for the first Jedi temple.,"Leute, die ihn am besten kannten... denken, dass er nach dem ersten Jedi-Tempel suchte.",0.8956285715103149
374,Wir wollen nur mit dem Kerl reden.,All we wanna do is talk to the guy.,"Alles, was wir tun wollen, ist mit dem Mann zu reden.",0.923627495765686
375,Warten Sie.,Wait.,Warten Sie.,0.9999999403953552
376,"Ich habe doch gesagt, sie ist hübsch!",I told you she was pretty,"Ich sagte dir, sie sei hübsch",0.9268284440040588
377,"Um euch zu sagen, dass der Schöpfer eine neue Prophezeiung über den Sucher gesandt hat.",To tell you that the Creator has sent a new Prophecy about the Seeker.,"Um euch zu sagen, dass der Schöpfer eine neue Prophezeiung über den Suchenden gesandt hat.",0.9907494187355042
378,Schafft ihn weg!,Get him out of here.,Holt ihn hier raus.,0.8584151864051819
379,"Ich bin geneigt zu glauben, dass er unschuldig ist.",I'm inclined to think he's innocent.,"Ich neige dazu zu denken, er ist unschuldig.",0.9022846817970276
380,Und Sie.,And you.,Und du.,0.8674291372299194
381,Vergiss es!,Forget it.,Vergiss es.,1.0
382,- Du bist ein Genie.,- You're a genius.,- Du bist ein Genie.,0.9999999403953552
383,ERTEILUNG DER GENEHMIGUNG,APPROVAL GRANTED,Genehmigung erteilt,0.888318657875061
384,Aber ich will nichts mehr mit dir zu tun haben.,But I don't want to know you either.,Aber ich will dich auch nicht kennenlernen.,0.9137566089630127
385,"Wir dachten, wir hätten ihn getötet.","I thought Ray and I killed him, but we didn't.","Ich dachte, Ray und ich hätten ihn getötet, aber das taten wir nicht.",0.9406272172927856
386,Wir können rein.,Good to go.,Gut zu gehen.,0.807522177696228
387,Du hast mir das Leben gerettet.,For saving my life.,Um mein Leben zu retten.,0.8749936819076538
388,"Gab mir gute Rückmeldungen, einige Funktionswünsche, Bereinigungen und Designverbesserungen und war jemand, mit dem ich mich über IRC unterhalten konnte:)","Gave me some good feedback on Kig, some feature requests, cleanups and style fixes, and someone to chat with on irc:)","Hat mir ein gutes feedback zu kig gegeben, einige feature-anfragen, cleanups und style-fixes und jemanden, mit dem ich im irc chatten kann.",0.8669635057449341
389,Hast du das verstanden?,Do you understand?,Verstehen Sie das?,0.9001068472862244
390,- Bleib weg!,Stay away!,Bleib weg!,0.9635171890258789
391,Ich sage gar nichts.,I'm not saying anything.,Ich sage gar nichts.,1.0000001192092896
392,Ich weiß nicht so ganz.,I don't know that I can.,"Ich weiß nicht, ob ich das kann.",0.9295126795768738
393,Sie war auch in meinen Sitzungen ein Thema.,She has come up in a number of my sessions as well.,Sie ist auch in einer Reihe meiner Sitzungen aufgetreten.,0.9210413098335266
394,"Gestern hat Kommissar Rehn dem Parlament erläutert, wie die Verhandlungen mit der Türkei ausgestaltet werden.","Yesterday, Commissioner Rehn explained to this House the shape that negotiations with Turkey will take.","Gestern hat Kommissar Rehn diesem Haus erklärt, wie die Verhandlungen mit der Türkei aussehen werden.",0.9484264254570007
395,4 und Nr.,'4.,4. ffentlichkeitsarbeit leisten.,0.7321944236755371
396,Schlug ihr den Schädel mit dem Boden eines Waring-Mixer ein.,Caved her head in with the base of a Waring blender.,Sie senkte ihren Kopf mit der Basis eines Waring-Mixers ein.,0.8971450924873352
397,Das ist verrückt.,This is crazy.,Das ist verrückt.,0.9999999403953552
398,"Ich weiß, welche Frau!",- I know who this other woman is.,"Ich weiß, wer diese andere Frau ist.",0.9355976581573486
399,Pfirsiche (Nektarinen und ähnliche Hybriden),Peaches (Nectarines and similar hybrids),Pfirsiche (Nektarinen und ähnliche Hybriden),1.0000001192092896
400,Möchten Sie denn was von mir?,Would you like something from me?,Möchten Sie etwas von mir?,0.9587780833244324
401,"Ich denke langsam, dass er immer gehen konnte.",I'm beginning to think that he could walk.,"Ich fange an zu glauben, dass er laufen kann.",0.8957547545433044
402,-Geh bitte nach Hause.,It'll be better if you go.,"Es wird besser sein, wenn du gehst.",0.8557571768760681
403,"Die Nebenwirkungen, die in Verbindung mit Viagra beschrieben werden, sind zumeist leicht bis mäßig und von kurzer Dauer.",The side effects reported in association with the use of Viagra are usually mild to moderate and of a short duration.,"Die Nebenwirkungen, die im Zusammenhang mit der Verwendung von Viagra berichtet wurden, sind in der Regel leicht bis mittelschwer und von kurzer Dauer.",0.9177024364471436
404,Unserer letzter Arzt zeigte mir eine Methode.,Ah! Our last medic showed me a technique that might help.,"Ah! Unser letzter Arzt zeigte mir eine Technik, die helfen könnte.",0.9381470680236816
405,- Die Waffe.,The gun.,Die Waffe.,0.9450722336769104
406,Gib mir ein Bier.,Get me a beer.,Hol mir ein Bier.,0.9429578185081482
407,Dein Nachbar.,I'm your neighbor.,Ich bin dein Nachbar.,0.899607241153717
408,- Das tun die auch nicht.,They don't.,Sie nicht.,0.8810884356498718
409,Ich bin nicht wie dein Vater.,I'm not your dad.,Ich bin nicht dein Vater.,0.9864385724067688
410,Marktanteil,Market share,Der Marktanteil,0.9154983162879944
411,Eine Sukhoi?,A Sukhoi?,Ein Suchoi?,0.8298053741455078
412,Versprochen.,I promise.,Ich verspreche es.,0.8249490857124329
413,- Ist Daniel da?,Is Daniel home?,Ist Daniel zuhause?,0.8458157777786255
414,"Ich habe eigentlich die Mandoline spielen gelernt, als ich in Rom war.",I actually learned how to play the mandolin when I was in Rome.,"Ich habe tatsächlich gelernt, Mandoline zu spielen, als ich in Rom war.",0.9543979167938232
415,"auf Vorschlag der Europäischen Kommission,","Having regard to the proposal from the European Commission,","gestützt auf den Vorschlag der Europäischen Kommission,",0.9528774619102478
416,- Komm schon!,-Come on.,- Komm schon.,1.0
417,Guten Morgen.,Good morning.,"Guten Morgen! """,0.9464038610458374
418,"Ich wünschte Ich wünschte, er würde weggehen",I wish I wish he'd go away,"Ich wünschte, ich wünschte, er würde weggehen",1.0
419,Entschuldigung!,Excuse me.,Entschuldigen Sie mich.,0.8759597539901733
420,- Fertig?,-Ready?,Bereit?,0.7576205730438232
421,Bewegung.,Move.,Bewegen Sie.,0.8287380337715149
422,Sie würden kein Baby stehlen.,You wouldn't steal a baby.,Du würdest kein Baby stehlen.,0.9534870982170105
423,Wo seid ihr?,Wo seid ihr?,Wo seid ihr?,1.0
424,Weil ich dich Liebe.,Because I love you.,Weil ich dich liebe.,1.0
425,- Meine Kleine.,- My baby.,- Mein Baby.,0.7879403233528137
426,Gute Frage.,Good question.,Gute Frage.,1.0
427,"Tja, das wäre es dann wohl.","That's it, then.",Das war 's dann.,0.7997310757637024
428,Er ist verrückt.,He's crazy!,Er ist verrückt!,1.0000001192092896
429,Oh mein Gott!,"Oh, my God! Oh, my God!","Oh, mein Gott! Oh, mein Gott!",0.9556092023849487
430,Die können dich umbringen!,They can kill you.,Sie können dich töten.,0.9086287021636963
431,Nichts.,Nothing!,Nichts mehr!,0.9248600602149963
432,"Europa, das den Wohlfahrtsstaat erfunden hat, braucht schließlich sozialen Zusammenhalt.","The fundamental principle of subsidiarity has to be interpreted as a principle of political cohesion, allowing bottom-up participation in Community decision-making, starting from the thousands and thousands of town councils in our Union.","Das Grundprinzip der Subsidiarität muss als Grundsatz des politischen Zusammenhalts interpretiert werden, der eine Beteiligung von unten nach oben an der Entscheidungsfindung der Gemeinschaft ermöglicht, ausgehend von den Tausenden und Abertausenden von Stadträten in unserer",0.8054496049880981
433,Ich hab mit ihm geschlafen.,I slept with him.,Ich schlief mit ihm.,0.888759434223175
434,Sie und Ihren Bruder.,You and your brother.,Du und dein Bruder.,0.9235583543777466
435,Führen Sie eine Untersuchung durch.,Conduct a real investigation.,Führen Sie eine echte Untersuchung.,0.9593061804771423
436,Erstattungsbetrag,Amount of refunds,Höhe der Rückerstattungen,0.8236062526702881
437,- Und was erwartest du von mir?,- What do you expect me to do about it?,"- Was erwarten Sie von mir, damit umzugehen?",0.9192366003990173
438,Ich weiß...,I know...,"Ich weiß,...",1.0
439,"- Das kann ich bestätigen, Sir.","- Confirmed, sir.","- Bestätigt, Sir.",0.8385769128799438
440,Ja. Mir geht's gut.,"yeah, I'm fine.","Ja, mir geht 's gut.",1.000000238418579
441,- Das ist meins.,- It's mine.,- Es gehört mir.,0.7959091663360596
442,Nach unten.,Downstairs.,Treppe hinunter.,0.7083975672721863
443,- Warum nicht?,Why not?,Warum nicht?,0.9649240374565125
444,"Ich kam her, um Euch zu danken.",I came to thank you.,"Ich bin gekommen, um euch zu danken.",0.9385746121406555
445,"Ich denke, du hast Angst.",I think you're afraid.,"Ich denke, du hast Angst.",1.0
446,Ich reagiere nicht gut auf Drohungen und Cyrus Rose auch nicht.,"I do not respond well to threats, and neither does Cyrus Rose.",Ich reagiere nicht gut auf Drohungen und Cyrus Rose auch nicht.,1.0
447,Er ist kein Mörder.,He's not a murderer.,Er ist kein Mörder.,1.0000001192092896
448,Ich sagte nichts.,I held my tongue.,Ich hielt meine Zunge.,0.8791381120681763
449,"Was tun Sie, David?","What are you doing, David?","Was machst du, David?",0.8897415399551392
450,"Nein, tun Sie das nicht, Sir!","No, no, no, don't do it, sir!","Nein, nein, nein, tun Sie es nicht, Sir!",0.9606351256370544
451,"Auf der Naomi-Angst-Skala von eins bis zehn, wo eins für Schlaflosigkeit und zehn für Panikattacken steht, etwa fünf.",On the Naomi anxiety scale of one to ten-- where one is a touch of insomnia and ten is a panic attack-- about five.,Auf der Naomi-Angst-Skala von eins bis zehn - wo man einen Hauch von Schlaflosigkeit und zehn ist eine Panikattacke - etwa fünf.,0.9671512842178345
452,- Der ist gut.,That's pretty good.,Das ist gut.,0.913995623588562
453,"O ihr, die ihr glaubt!",Believers!,Die Gläubigen!,0.841450572013855
454,Ich habe keine Angst.,I'm not scared of you.,Ich habe keine Angst vor dir.,0.9641723036766052
455,"Ich frage mich, wie vielen Frauen Sie schon geschmeichelt haben, mit Papier und Gemälden?","I wonder, how many women have you flattered with paper and canvas?","Ich frage mich, wie viele Frauen haben Sie mit Papier und Leinwand geschmeichelt?",0.9657464027404785
